2013IS,解答,解説
11,3.4,この問題の選択肢はすべて「医療情報システムの安全管理に関するガイドライン(第4.1版)」に記載されているもので、いずれも求められる責任であるが、問題の趣旨は、「通常違用」における責任なのか、事故などが起きたときやそのような事態の発生を想定したときの責任なのかという点である。3)は明らかに事故が起きたときを想定した責任であり、通常運用における責任ではない。したがって、3)は誤りである。4)も同様に、事故のときの責任であり、通常運用を想定したときの責任ではない。したがって、4)は誤りである。1)「医療情報システムの安全管理に関するガイドライン」において「説明責任」は随所に記載されているが、「通常運用における責任」の項では、「患者等に対し、いかなる内容の医療情報保護の仕組みが構築され、どのように機能しているか」を説明できる責任となっている。したがって、1)は誤りではない。2)診療情報は、それが紙媒体であっても電子媒体であっても、また、院内であっても外部保存であっても、すべて医療機関等の管理者に通常運用における管理責任がある。上記ガイドラインの「通常運用における責任」の項では、「外部保存の場合の受託先事業者の管理の実態を理解し、その監督を適切に行う仕組みを作り、それを契約事項に含めるべきである。」という内容も管理責任のなかに含めている。したがって、2)も誤りではない。5)情報保護に関する技術は日進月歩であり、通常運用として「定期的に見直し、必要に応じて改善を行う」行為は行っていかなければならない。したがって、5)も誤りではない。
12,5,5)日本は法治国家であり、例え被害を被っても直接相手に危害を加えることを許す法律はない。情報漏えいが起きた場合であっても、情報漏えいに関与した本人の了解がなければ、その者の氏名を公表することができない。ただし、裁判所からの命令があった場合は、命令が優先される。したがって、5)は誤りである。1)～4)は、すべて管理者としての責任であり、正しい。「医療情報システムの安全管理に関するガイドライン(第4.1版)」の事後責任の項に、「説明責任」として2)事態発生を公表する責任と3)原因と対処法を説明する責任が、「善後策を講ずる責任」として1)再発防止策を講ずる責任、4)原因を追及し明らかにする責任が記載されている。
13,1.3,1)病院で発生するすべての情報が電子化されたとしても、診療で必要となる情報のすべてを電子化するのは困難である。例えば、(院外)処方せんは、電子化した場合に原本と副本の区別がつかず、このことを保証するインフラ整備には莫大な費用が掛かるなど多くの困難な課題があり、現時点で全面解禁とはなっていない。電子化された医療情報といった場合、すべて電子化されていることが前提ではない。すなわち、1)は誤りである。3)現在、政府は医療費を抑えつつ質の高い医療を追求するため、地域連携の推進など多くの施策を講じてきているが、それらは基本的に情報の共有化による医療の質の向上と標準化ヘの道である。したがって、3)は誤りである。2)電子化の特徴のひとつに、場所の東縛からの解放がある。ユーザは、データがどこにあるかを意識せずに使うことができる。異なる場所にいる複数の者が同時に使うこともできるし、複数の流れが同時に起こりうる。これは利点ではあるものの、情報の流れは判り難くなる。したがって、2)は正しい。4)は、情報が電子化された場合の脅威として常に議論されることである。不正に持ち出された場合、瞬時にその情報が破壊されるなどの技術が開発されない限り、この脅威は解決しない。いずれにしても、4)は正しい認識である。5)も正しい認識である。その理由は、医療従事者の本務は診療など医療に携わることであること、ならびに、情報セキュリテイに関する技術革新は急速であり、常に最新の知識と技能を持っていなければ対処できないことにある。医療分野で健全な情報化を進めるには、医療従事者が安心して使える環境を支える専門の技術者が必須である。
14,5,5)MEDLINEは、医学を中心とする生命科学の文献情報を収集したオンラインデータベース(Medical Literature Analysis and Retrieval System Online)のことである。病院情報システムと直接的な関係はないので誤りである。これ以外の選択肢はすべて病院情報システムと直接的な関係がある。1)HIS(Hospital lnformation System)は、病院情報システムのことである。2)RIS(Radiology lnformation System)は、放射線部門情報システムのことである。放射線オーダまでがHISに含まれ、その先の放射線部内で行われる業務管理系をRISと呼ぶことが一般的であるが、この切り分けは厳密ではない。3)SPDはSupply Processing and Distributionの略で、日本では病院で使う医療材料などの物品・物流管理システムのことをいう。調達業務や在庫管理業務以外に原価管理やコス卜削減など病院の経営改善・効率化のための機能も含めた内容である。4)PACSはPicture Archiving and Communication Systemの略で、画像配信と管理を行うシステムのことである。
15,1,医療過誤とは、医療者側のミスにより患者に被害を発生させる行為のことである。患者に不利益がない行為は、すべて医療過誤の対象から除外される。1)レセプトチェック機能は、診療報酬明細書(レセプト)を正しく作るためのチェック機能のことであり、医療機関が保険者に対して診療にかかった費用の保険分を請求する時に用いる。患者には影響がないので医療過誤対策ではない。2)日本で用いられているインシデントという用語は、重大事故にまでは至らず、些細なミスやヒヤリとしたが問題とならなかったような事例のことを指している。インシデントレポートとは、その事例報告であり、分析とフイードバックは医療過誤対策となる。3)患者リストバンドを用いたバーコードによる確認は、病棟での注射の実施に際し、患者と医薬品ならびに注射を実施する看護師の3点確認のために導入されたことが始まりである。医療事故防止の一環であり、医療過誤対策である。4)クリニカルパスは、選択肢にあるように標準診療プロセスの実現のために導入されてきた。その狙いのひとつは、標準診療プロセスから外れた状態に陥った患者をいち早く拾い出し、なぜ標準診療プロセスから逸脱したかを分析して医療の質の向上に繋げることである。この行為は医療過誤を未然に防ぐことにも繋がる。すなわち、医療過誤対策という側面も併せ持っている。5)オーダエントリシステムにおけるチェックは、当初オーダを受ける側がオーダ内容を円滑に実行するために必要となる情報の洩れ防止や医薬品についてはオーダ項目内での重複禁忌の防止などの目的で、比較的簡単なチェックから始まった。近年、患者の検査値などの診療データを元にオーダ内容をチェックし、医療過誤が起こりそうな場合には警告を出すシステムも作られている。これらはすべて医療過誤対策と言える。
16,2.4,患者受付窓口で入力される患者情報は、一般に「患者基本情報」と呼ばれる。これには、氏名、住所、生年月日等の個人識別情報、医療保険の情報などが含まれる。1)、3)、5)は、間診やその後の検査結果などをもとに入力される情報であり、通常、受付での入力は行われない。
17,5,5)入院予約は、空床がある場合はベッドの予約も同時に行うが、希望する日時に空床があるとは限らない。その場合は、空床がなくても入院予約を行い、入院日までに病棟師長等が入退院の状況を見ながら空床を探すことになる(これをベッドコントロールという)。2)入院の指示は、診察や検査の結果にもとづいて医師が行う(保険医療機関及び保険医療養担当規則第20条)。入院の目的や患者の希望で病室の種類を選択する必要があり、病室の種類や入院目的は必須の項目である。
18,3.4,3)血液透析は、いったん導入すると、生涯にわたって継続的に行う治療である。また、4)放射線治療は、プロトコールに基づいて行われる。いずれも、同一週に複数回の受診が必要であり、同時に複数日の予約を行うことが一般的である。1)、2)、5)でも、複数日の予約を行う場面があるが、一般的とはいえない。
19,2,2)準備や検査に比較的長い時間がかかる検査、特殊な薬剤を必要とする検査は、予約が必須である。核医学検査は、特殊な薬剤(ラジオアイソトープ)が必要で、時間がかかる検査でもある。予約が必要となる検査には、内視鏡検査、CT造影検査、胃透視検査などがある。1)、3)、4)、5)は検査時間が短く、特別な試薬などの準備も不要な検査であるため、予約を要しない場合が多い。
20,5,5)注射薬は、変更や中止が多いという特徴があるため、実施入力は必須である。多くのオーダエントリシステムでは、実施入力を行わない限り、医事会計システムに会計情報が送信されない仕様になっている。3)上記のような特徴があるため、注射薬の調剤は、複数日のオーダであっても1日ごとに行う。内服薬・外用薬の場合は、1処方ごとに複数日をまとめて調剤する。
21,1,1)採血管は、血球算定検査、生化学検査など検査の種類によって異なるため、同一患者であっても複数の採血管が必要になる。そのため、患者IDのみでは識別できないので、オーダIDによって識別する。2)外来には、短時間に多数の患者が訪れ、その診療内容も様々である。そのなかで誤りなく検査を行うためには、情報システムによる支援が必須といえる。3)は重要な事項であり、その手段として5)が用いられる。4)検体の受付から結果を報告するまでの時間、あるいは検査の依頼から結果の報告を受けるまでの時間をターンアラウンドタイムという。この時間を短くすることが外来診療では特に重要である。
22,4,造影CT検査適応の判断には、造影剤アレルギー、造影剤による腎障害、放射線被曝が重要な要素となる。造影剤による腎障害発症リスクの予測には、GFRあるいはクレアチニン値が指標となる。参考:「腎障害患者におけるヨード造影剤使用に関するガイドライン2012」(http://www.radiology.jp/data/iodine_guideline.pdf)
23,1,1)RISから検査機器への患者リスト送信、検査機器からRISへの実施情報の送信、DICOMサーバヘの画像転送はDICOM規格で定義されているが、RISとPACSサーバ間の直接の通信は特にない。2)検査実施情報は、検査後、検査機器からRISに送信される情報と検査室のRIS端末から入力される情報があるが、これらの情報で医事会計の計算がなされる。3)患者の受付番号は検査室の誘導などに利用されている。4)一般の検査依頼は、検査枠をオープンにして依頼側主導で検査がなされるが、特殊検査では、検査医師や技師の技術、必要機材等の間題から、依頼内容をみて検査日が決定されることがある。5)RISは、各検査室の担当者、患者選択、終了の情報を持っており、検査時間等のデータの集計が可能である。
24,4,リハビリテーションは、医師の依頼せんに基づいて実施するが、日々の訓練計画の立案やそのスケジュール管理は理学療法士や作業療法士が行う。そのため、医師が訓練予約を行う機能の必要性は低い。したがって、4)が正しい。なお、リハビリテーション料は療法士の実施入力に基づいて医事算定を行うため、その根拠となる訓練記録を記載する機能は、リハビリテーション情報システムの重要な機能である。
25,1.3,看護管理を支援する情報システムとは、看護管理の目的を達成するために有用な情報を扱うシステムのことをいう。最近では、病院経営において重要な空床管理システムの運用に、看護部門が関与する医療機関が増えている。1)物流管理システムは、看護業務を支援するシステムに分類される。3)栄養管理システムは、栄養管理部門において、食数・献立・食材などの管理や患者の禁止食品の献立への反映など、栄養管理業務を支援するシステムである。
26,5,看護業務を支援する情報システムは、看護業務のうち主に診療の補助業務(指示受け、与薬管理など)や接点業務(業務実施時の患者誤認防止、ワークシートによる確認など)を支援するためのシステムである。5)インシデントレポートシステムは、事故防止対策を立案するために、自施設で起きたインシデント(ヒヤリ・ハット)事例の報告・収集を支援するシステムであり、看護業務を支援するシステムには含まれない。
27,5,う蝕(いわゆる虫歯)を例にとると、同じ患者に歯の部位が異なる複数の病巣がある場合、それらをまとめて治療することは日常的に行われている。そのため、歯科領域の情報システムで複数歯を同時に選べないと、不都合である。したがって、5)は誤りである。1)歯周疾患検査は、歯周ポケットの深さを測る検査で、歯科独自の内容である。2)歯科の病名では、病気が生じているのはどの部位かという情報は臨床上欠かせない。3)歯の状態に応じて必要な処置をするので、歯科処置の履歴は歯単位となる。4)義歯を製作するときには歯のない部位を明示する必要があるので、歯のない部位にも病名がつけられるようになっている。
28,2,ME機器管理システムは、病院内の医療機器(ME機器)の運用管理・安全管理を行うことによって、患者の安全を確保することを目的としている。厚生労働省の安全対策指針では、ME機器を中央管理することが求められており、ME機器の貸出・返却記録だけでなく、保守計画、点検・修理記録、部品在庫管理などの機能を備えている必要がある。2)物流管理機能はこれに含まれない。
29,5,仮想化端末は、サーバ上の各種アプリケーションでデータを処理し、その結果だけを表示できるよう設計されている。アプリケーションもデータもサーバ側に保存されて端末側に残らないため、高性能マシンでなくてもよく、1)～4)に書かれた目的で活用されている。しかし、同一の仮想化端末に接続した複数の周辺機器間で情報連携を行うことは、本来の設計目的には合わないので、5)は誤りである。
30,2,病院情報システムに限らず、情報システム導入時にもっとも優先すべきは、導入目的を明確にすることである。1)、3)はシステム設計を複雑にする可能性があり、4)、5)はデータの流通や後利用などを含め、システム全体としての機能に偏りを生じる可能性がある。したがって、2)がもっとも優先すべき事項である。
31,1.4,電子カルテシステムは様々な目的を持って導入されるが、システムが備えている機能を適切かつ充分に発揮させるためには、利用者へ機能説明を行うだけでなく、その背景にある運用管理規程の説明も必要となる。2)診療科によっては紙カルテを残さざるを得ない場合もある。3)入力効率をあげるため代行入力者を採用することは必須ではない。5)標準化の成果によって医療機器ベンダを統一しなくても情報交換が行えるようになっている。したがって、必須となるのは1)と4)である。
32,5,病院情報システム稼働前のリハーサルでは、病院スタッフなどがテスト患者となり、患者の院内フローに沿ってシステムの稼働状況をテストする。したがって、システムの各種プログラムが完成し、相互連携のテストも完了した時点で行われる。1)はアプリケーション作成前に行うことであり、2)、3)は主としてテスト用の環境を使ってベンダが実施することである。また、4)は病院スタッフが参加するリハーサルの前に行われていなければならない。したがって、5)が正解である。
33,3,導入スケジュールに遅れが生じた場合には、その原因を調査し、対策を講じるのが常道である。また、その遅れが一次的なものなのか、今後も拡大するのかの判断が重要なポイントであり、必要に応じてスケジュールの変更を行うことも必要となる。しかし、遅れた箇所の作業を全員で協力して行うと、協力者が本来分担していた作業の進捗に影響があることから、3)は適切な対処とはいえない。
34,1,1)リハーサルの進行そのものはベンダに依頼する部分も多いが、日程や参加者の調整、内容などの企画は導入病院が主体となる必要がある。2)操作説明マニュアルは実際の業務の流れに沿ったものでないと実用性が低い。3)要件仕様書では、どのようなものを導入したいかを明確にする必要がある。4)部門システムとの接続はトラブルの原因になることが多いので、確認は必須である。5)トラブル発生時の運用は、本番稼働前に決めておかねばならない
35,5,保守作業では、病院関係者以外の者が医療情報に接することになること、通常業務とは異なる作業を行うことから情報漏洩が起きやすい。メンテナンス業務を委託する場合には、1)～4)に示すようなルールを明確にする必要がある。5)作業記録を残すことは重要であるが、他人(病院職員)のアカウントを利用させてはならない。保守要員用のアカウントを発行して作業させる必要がある。
36,3.4,3)サーバとクライアントPCの時刻は同期がとれていなければならないが、サーバの時間管理を適切に行っていても、クライアントPCの時刻の同期は崩れる。4)システム稼働中にサーバの時刻を変更しても、OSの動作に影響は生じない。1)サーバの時刻が正確でなければ、時間外に医療費を計算しようとしたとき、時間外診療の算定ができない。2)サーバの時刻が正確でなければ、カルテ記載時刻の真正性は保証されなくなる。5)サーバの時刻が正確でなければ、データベースの更新ジャーナルに矛盾が生じる可能性がある。矛盾が生じると、障害の復旧などの際、更新ジャーナルは使用できない。
37,3,3)個人認証方式の二重化は不正アクセス対策としては有効であるが、震災対策にはならない。1)免震対策の実施は直接的な震災対策、2)非常用電源の確保は震災時の停電対策、4)システム停止時の対応の策定は震災によるシステム障害に対する対策、5)外部のデータセンターでのバックアップは震災によるデータ喪失対策として有効である。
38,4,4)医師法第16条により、臨床研修を受けていない医師は診療に従事することができないため、研修医の医行為は指導医の指導下におかれる。ただし、研修医が自己判断で行える医行為を具体的に定めるのは、各臨床研修病院である。緊急を要する医行為を指導医の承諾を待たずに行うことは、通常認められている。1)病名は医師の診断行為、すなわち医行為の結果得られる情報である。事務職員が病名を変更するのは、業として医行為を行うに等しく、医師法に違反する。2)、3)、5)自分のものでないIDやパスワードを用いて病院端末を操作する行為は、不正アクセス行為の禁止等に関する法律に違反する可能性がある。
39,4,4)退職したユーザのアクセス権は停止する必要があるが、そのユーザの行為記録は保存する必要がある。したがって、そのユーザのIDを削除することは適切でない。1)、3)、5)は、それぞれユーザ管理の一環として行うことが望ましい事項である。2)ユーザ認証のために広く採用されている手段のひとつである。
40,5,5)問題文に書かれている状況が発生するためには、病院にあるすべての端末に同時にハードウェア障害が生じる必要がある。そのようなことが起こる可能性は極めて低く、考えにくい。1)、2)サーバおよびサーバとネットワークの接続に不具合が生じれば、病院全体で電子カルテ端末が動かなくなる可能性があるので、サーバ用スイッチの故障やサーバのハードウェア障害が原因である可能性がある。3)電子カルテソフトに不具合があれば、当然病院全体で電子カルテ端末が動かなくなる可能性がある。4)ウイルス対策ソフトはすべての端末にインストールされている必要があるが、アップデートのパラメータが原因で不具合となった場合、すべての端末で同じ症状が発生することにより電子カルテ端末が動かなくなる可能性がある。
41,2,2)ハードウェアの二重化は、ハードウェア障害に対する対策としては有効であるが、情報漏えいの防止には役に立たない。1)コンピュータウイルスは情報漏えいの主要な原因のひとつであり、それを防ぐ検疫ネットワークの設置はその防止に有効である。3)職員による不法行為は情報漏えいの主要な原因のひとつであり、適切な教育はその防止に有効である。4)アクセス権限を厳密にすることは、各職種で業務に不要な情報にアクセスする可能性を減少させ、情報漏えいの防止に有効である。5)可搬性記憶媒体は情報漏えいの主要な経路のひとつであり、使用を禁止することはその防止に有効である。
42,3,3)「医療情報システムの安全管理に関するガイドライン」の運用管理の実施項目文例には、監査体制として、「運用責任者は、監査責任者に毎年X回、情報システムの監査を実施させ、・・・」と記載されており、「数年に一度」は明らかに誤りである。1)監査の責任者には、十分な権限を与える必要があるため、「医療情報システムの安全管理に関するガイドライン」では、監査の責任者を病院長が指名することが明記されている。2)、4)、5)監査は、その過程において、間題点の隠蔽を防ぎ、是正が確実に行われる必要があるので、これらの記述は正しい。
43,2.5,「医療情報を受託管理する情報処理事業者向けガイドライン(平成20年7月24日経済産業省告示第167号)」には、「原則として行うべきではない行為」が3つあげられている。「2)情報処理事業者施設において無線LANを利用すること」、「5)情報処理事業者がリモートアクセスにより情報処理システムを運用管理すること」、「情報処理システムにおいて電子メール、ワードプロセッサ、プレゼンテーションツール等、汎用アプリケーションを利用すること」の3つである。1)、3)、4)は、技術的安全対策としてあげられている項目である。注)なお、第2版(平成24年10月15日経済産業省告示第228号)では、「原則として行うべきではない行為」の項目は削除されている。
44,1,医療情報システムの運用管理規程は、病院情報システムを安全かつ効果的に運用する際のよりどころとなるルールを定義した、いわば当該医療施設の情報システム運用の基本法にあたるものである。1)電源管理は、病院内で使用するあらゆる電気機器が安心・安全に使えるように、電源消費を管理することである。医療情報システムの電源管理も重要なことではあるが、通常、運用管理規程には記載されていない。2)～5)は、いずれも「医療情報システムの安全管理に関するガイドライン第4.1版」のなかで、運用管理規程等において定めることとされているものに該当する。同ガイドラインのなかで、運用管理規程等において定めることとされているのは、次のような内容である。①理念(基本方針と管理目的の表明)、②医療機関等の体制、③契約書・マニュアル等の文書の管理、④リスクに対する予防、発生時の対応の方法、⑤機器を用いる場合は機器の管理、⑥個人情報の記録媒体の管理(保管・授受等)の方法、⑦患者等への説明と同意を得る方法、③監査、⑨苦情・質問の受付窓口
45,3,1)多くの訪問看護ステーションでは、専用のソフトウェアを使用し、パソコンなどの情報機器が用いられているが、ノートパソコンでなくてもかまわない。2)情報システムを導入している事業所もあるが、小規模事業所では機器の購入や通信料の支払い等の問題で導入できていないところもある。4)連携診療所によって使用しているシステムが異なる場合もあり、同じものを使わなければならいないということはない。5)訪問患者宅が山間部などにある場合は、ネットワークに接続できない場合もある。
46,4,4)社会保険診療報酬支払基金が配布する特定健診・保健指導システムを用いてデータファイルをオンラインで送信する方法とともに、CD―Rなどの電子媒体に必要なファイルを格納して郵送や持参で提出する方法が認められている。特定健診・特定保健指導に関わる電子的なファイルは、決済情報も含めてXML形式で記述することとなっている。そのフォーマットは、HL7CDARelease2規格に完全に準拠したものとされる。検査項目についてはJLAC10-17桁コードに基づいた特定健診項ロコードが用いられ、血液検査の項目によっては検査方法を記載する必要がある。
47,4,4)遠隔診療は、診療を継続している慢性期疾患の患者等が対象でなければならず、初診患者の診療は対面によらなければならない。1)新たな処方を発行する場合は、直接の対面診療を行わなければならない。2)メールでの医療相談は遠隔医療に含まれるが、遠隔診療としては認められない。3)画面を通じて患者の心身の状況に関する有用な情報を得る際の画質は規定されていない。5)診療は、医師と患者が直接対面して行うことが原則である。電話での診療は、医師の指示の必要がある場合等、一定の要件を満たした場合には遠隔診療と認められるが、通常は、直接の対面診療に代替し得る程度の有用な情報が得られるとは認められないので、遠隔診療としては認められない。
48,1,1)法人が遠隔診断を受託する業を行うことは禁止されていない。2)報酬額は診療報酬上では定められておらず、施設間で取り決める。3)画像診断を専ら担当する常勤の医師であることは規定されているが、専門医であることは規定されてはいない。4)現在、責任の所在は明確化されていない。一般に依頼医師と被依頼医師の双方にあると考えられている。5)診断を行う画像を遠隔で送る機能があれば良く、同じシステムである必要はない。
49,2,2)診療報酬点数表の中で病理診断料を算定できるとされている。1)診断のためには高画質が望ましいが、法では定められてはいない。3)病理画像と必要な診療情報を送付し、診断結果を返送すれば遠隔診断は可能であり、直接会話する必要はない。4)電子カルテシステムがなくても遠隔病理診断は可能である。5)遠隔病理診断は、送受信機を用いて通信回線を通じて遠隔地にある医療機関に依頼して病理診断を行うことであり、標本を郵送でやりとりすることは含まれない。
50,1,地域医療連携システムの特徴を問う設間である。現在はまだ一般的でないが、今後実現が期待できる内容も含まれている。1)地域連携診療計画管理料や救急搬送患者地域連携紹介加算は規定されているが、運用にかかる経費は規定がなく請求できない。2～4)在宅医療における情報共有、調剤情報の共有、検査情報の共有に有用である。5)ASP型システムは、インターネットに接続できればどこからでも利用可能である。
51,4,クリニカルパスは、比較的最近始まった取り組みであり、その運用にあたって標準的な方法が確立しているとは言いがたい。病名登録には、一般的にICD-10対応電子カルテ用標準病名マスター、レセプト電算処理用の傷病名マスターが用いられている。処方オーダや放射線オーダ、検体検査オーダにおいても、標準的なマスター類や交換規約が普及しており、データ移行に大きな支障が伴うことは少なくなっていると考えられる。よって、4)クリニカルバスの移行がもっとも困難であると考えられる。
52,1,1)NIC(Nursing lntervention Classincation)―看護介入分類2)NOC(Nursing Outcolnes Classincation)―看護成果分類3)ICNP(International Classification for Nursing Practice)―看護実践国際分類4)NMDS(Nursing Minimum Data Set)―看護ミニマムデータセット5)NANDA(North American Nursing Diagnosis Association)―北米看護診断協会看護診断分類
53,1.3,1)地域連携で医薬品名が正しく伝達されることは重要であるが、バーコードの表示とは関係がない。3)医薬品販売価格の把握は、病院経営や医療経済などの分野では重要事項であるが、バーコードが必須ではない。バーコードの表示により、一般的な商品と同様に在庫管理などを含めた流通の効率化が可能となる。医療情報システムがバーコードに対応することによって、ロット単位で使用した患者を明らかにすることや、患者の個人識別情報と使用する薬剤を対応させることが容易になり、医薬品使用時の安全確保に有用である。
54,4,4)JLAC10は、分析物コード、識別コード、材料コード、測定法コード、結果識別コードの5要素を連ねて構成されている。1)病理診断の領域ではSNOMEDが用いられることが多い。2)検査依頼時のコードは分析物コードから測定法コードの4要素で構成され、検査報告時には結果識別コードが加わった5要素で構成されたコードが用いられる。3)LOINCとは検査項目を定義する要素が異なるので互換性はないが、対比は可能である。5)JLAC10は日本臨床検査医学会から提供されている。
55,3.5,3)インターフェースを持つシステム(アクター)がメッセージ交換を行うことで一連の処理が進行する。このメッセージ交換の規約がHL7であり、まさにトランザクションを規定するものである。5)CDAなどHL7Version3の要素は利用されているものの、現在稼働している情報システムではVersiOn2.Xが用いられていることが多い。1)処方オーダメッセージ、調剤実施メッセージなど処方オーダに必要となるメッセージに関連する規定がある。2)については、間46の解説を参照のこと。3)HL7の名称は、ISOの通信のための規格OSI(Open System lnterconnection)参照モデルの第7層に由来している。
