2022IS,解答,解説
11,3.5,3)訪問看護指示書は医師から訪問看護事業所に提出するものであり、訪間看護業務支援システムでは作成しない。5)居宅サービス計画書は居宅介護支援専門員(ケアマネージャー)が作成し、利用者に交付するものである。訪間看護業務支援システムで使用する帳票の仕様は、2022年8月に厚生労働省が公表した「訪問看護計画等標準仕様」で定義されている。ここに1)訪問看護報告書、2)訪問看護計画書、4)訪 間看護記録書Ⅱが含まれている。1)は訪問看護事業所から、訪問看護指示書を発行した医師に提出するもの、2)および4)は訪問看護事業所の内部で使用するものである。
12,3,3)一 般的な健診は保険適用外なので審査支払機関に対する請求は行われない。1)検査結果に応じて、受診者が適切な行動ができるよう、検査診断結果をレベル分けして表示するのが一般 的である。2)改善点や悪化点がわかるように過去の結果と比較できるようにする。4)画像診断など、予約の段階でオーダ入力を行い、検査件数の管理を行う場合がある。初回の受診者の場合は、実際に受検する際にIDを発行する。5)複数の検査をまとめてコースとして提示することで受検者の選択を容易にすることが多い。
13,4,4)マイナンバーカードの個人番号が登録可能になったとしても、患者が過去に診療を受けた医療機関を再受診しない限り、過去の診療情報と個人番号が対応付けられない。また、個人番号は変更が可能なため、名寄せの際に変更履歴を確認する仕組みが必要である。1)厚生労働省は維持費、更新費を補助しないことにしており、システムを利用した紹介時の情報提供加算など診療報酬でこれらを支払うことは難しく、参加医療機関の持ち出しになっている。2)SS―MIX2のデータが媒体に書き込まれた後、あるいは中央保管サーバに書き込まれた後に医療機関側でデータ更新した場合、更新したことを伝達する方法は現在考えられてない。地域医療連携で中央保管している場合、常時追加情報を確認する仕組みを用意している事例はある。3)電子カルテが異なるベンダーに更新された場合、データベース構造が異なるため過去の情報が新しい電子カルテに完全に取得できるとは限らない。患者が連携システムに登録された場合、過去ベンダーのSS―MIX2データからも取得する必要がある。5)SS― MIX2データを各医療機関から毎回取得する地域連携システムでは、その医療機関のSS―MIX2サーバが維持されている必要がある。
14,4,2022年8月時点では、4)放射線画像情報は提供されていない。2021年10月、マイナンバーカードの健康保険証利用の本格運用が開始された。健康保険証利用を登録した利用者は、マイナポータルにおいて5)特定健診結果(2020年度以降)、 1)薬剤情報、2)医療 費通知情報(共に2021年9月診療分以降)、 3)健康保険証情報(保険者・被保険者証記号一番号―枝番号など)を確認できる。2022年9月より、オンライン資格確認に対応した医療機関・薬局において、受付時に患者の同意が得られた場合、閲覧権限のある医師・薬剤師は当該患者の薬剤情報、特定健診結果に加え、診療情報(受診歴、診療ごとの処方・処置など診療行為の実績をレセプト情報から抽出したもの)が閲覧可能となった(患者本人も同様)。また、2023年5月までに手術に関する情報も閲覧可能となる予定である。
15,1,1)文字情報、数値情報、波形情報、画像情報のいずれにおいても、電子カルテは複製が容易である。特に波形情報や画像情報は、紙カルテで複製する場合は手間や費用が大きくなる。2)システム導入時の運用から変更しようとすると既存のシステムでは対応できず、改修が必要となる場合がある。また、新しい運用を周知するにも時間がかかるため運用変更は容易ではない。3)～ 5)は情報システムの一般 的特徴で、電子カルテにもあてはまる。
16,3,インシデント・アクシデントレポートシステムは、病院内で発生したインシデントやアクシデントの事例を、3)すべて病院職員が効率よく報告するためのシステムである。1)事故防止に役立てるために、重大事故事例(アクシデント)のみならず、何らかの医療事故に至る可能性があった出来事 (インシデント、ヒヤリハット)も登録する必要がある。2)報告者が不利益を被らないように、事例の登録・公表は無記名で行われる。4)報告されたレポートは、定量的に把握され内容を分析したうえで共有する必要があるため集積される。5)医療事故を起こした者もレポートを登録することがある。当事者を特定してアクセスを制限する機能は不要である。
17,2,院内処方・院外処方の判断に現在入院中か否かは重要だが、過去の2)入院歴をチェックする必要はない。小児科や腫瘍内科など1)体重に応じた投与量の設定が必要な場合がある。3)内服薬歴と4)注射薬歴は他の薬剤との相互作用をチェックする必要があるため、必要である。5)病名情報は、病名によって禁忌の薬剤があるため、必要である。
18,4,4)最初の2文字目まで名称が同一の医薬品は非常に多い(例:抗アレルギー剤の最初の2文字は「アレ」が多い)ため、誤選択のリスクが高い。このため3文字以上の入力を求めることが一般的である。3)インスリンなど自宅で使用する注射薬もあり、この場合は外来処方オーダを用いて処方箋を発行する。5)署名や押印をする必要があるため、近傍のプリンターに即時出力する。1)、2)はいずれも正しい説明である。
19,4,4)処置オーダは、医師のオーダ後に看護師が処置 (採血・与薬など)を行い実施入力するケースと、医師がその場で処置を行いオーダ入力するケースがある。後者の用途のために即実施機能が備わっている。1)、 3)処置に使用した器具などのラベルや台帳の記録をもとに、他のスタッフが処置オーダを代行入力するといった入力漏れを防ぐ運用が必要である。2)処置に使用した薬剤は基本的に処置料に含まれるため、処方オーダから入力しない。5)医師のオーダ入力あるいは他スタッフによる代行入力によって発行される。
20,5,クリニカルパスとは、疾患別医療の標準的治療計画に基づいた医療の管理手法である。 5)同じ病名であっても、患者の状態に合わせて適用の可否を決定する必要があるため、 自動的に適用させることはできない。クリニカルバス画面から、2)オーダ発行・4)実施状況確認・1)バリアンス登録などができる。それぞれのクリニカルパスには適用・除外基準が定められており、3)患者状態に合わせ選択する。
21,5,5)抜歯後に入工物で補う場合など一歯ごとの管理が必要であり、選択肢の文章は誤りである。歯科診療が歯単位で行われることを問う問題であり、以下は正しい。1)歯単位で病態が推移するため、一歯ごとに区別して管理が必要である。2)歯の治療 痕は個人で状態が異なり、死後変化も小さいことから身元確認に利用可能である。3)う蝕 (=むし歯)など同じ歯でも歯面・歯根で進行が異なり、分けて管理する。4)義歯などで複数歯が同じ状態の場合、同時に扱うのは合理的で誤認も防げる。
22,2.3,産科 (周産期)診療ではスクリーニングが重要であり、異常をビックアップする必要がある。2)パルトグラム(分娩の経過を時間経過に沿って記録したもの)、 3)アプガースコア(出生直後の新生児の状態を評価し新生児仮死の有無を判断するスケール)を用いて、分娩経過の記録や異常の有無を判断している。1)DESIGN― RCは、褥清状態判定スケールであり、褥麿の重症度分類と治癒過程の数量化する。4)フェイススケールは、痛みの評価スケールであり、人間の顔の表情によって痛みの程度を評価する。5)スライディングスケールは、あらかじめ医師が患者の状態を加味して血糖値に応じたインスリン量を決定した目安表であり、測定した血糖値より、注射するインスリン量を決定するスケールである。
23,5,5)一 連の検査をセットで行うことが多く、わざわざオーダ入力する必要性が低いうえに、検査機器から結果情報が眼科システムに送信されるので、それをもって実施入力と見なすことができる。複数の自科検査を一括してオーダ入力し、個々に実施入力を行うことの必要性は1)～4)と比較して低いといえる。1)～ 4)は、眼科診療を行う上で必須の機能である。
24,5,5)当日の患者状態を確認し、抗がん剤の投与を行うかどうか、減量するかどうかを決定することは、担当医師の判断による。システムが自動的に行うものではない。1)～ 4)は外来化学療法システムに必要な機能である。
25,5,5)抗菌薬使用状況(使用量や種類)を継続的に測定。モニタしていくことは、抗菌薬を適正に使用することにつながり、薬剤耐性菌のコントロールに重要な資料となる。1)感染症情報をマップ上に表示することで、どの感染症がどこでどのくらい発生しているのかなどが可視化できる。2)手術部位感染モニタの実施を通じて、手術部位感染症の発生状況の把握、対策立案・実施・教育・啓発などを行うことができる。3)感染症発生状況をモニタすることで、感染症対策の評価判定およびそのフイードバック、ならびに感染症発症に関する基礎データが得られる。4)感染症対策ラウンドでは、院内感染症事例の把握および院内感染症対策の実施状況の把握ならびに指導を行う。
26,4,4)「カルテ」は医療行為の記録であり、狭義の「診療録」を意味する。紙の診察録の保管・貸出(アリバイ管理)やI舟党送、診療記録への収納などの業務を「カルテ管理」ということが多い。医事会計システムとは、コンピュータによる医事会計処理のためのシステムである。2)料金計算および収納の窓口業務、3)未収金管理、診療報酬明細書(レセプト)作成などが対象となり、1)DPC包括制度の対応、5)レセプト電算処理対応などの機能も持つ。
27,4,看護業務支援システムは、看護過程に沿った看護実践の記録を支援するシステムと、指示受けや各種ワークシートなどの看護業務を支援するシステムがある。看護過程の一連のシステムは、4)「アセスメント」→ 3)「 診断」→ 2)「 計画」→ 5)「実施」→ 1)「 評価」の5段階で構成される。看護師は患者が入院してきたら、看護データベースに基づいて情報収集とアセスメントを行い、入力する。
28,2,2)検査依頼は、オーダエントリシステムの機能である検査オーダから入力されるものであり、検査情報システムの機能でない。検査情報システムは、臨床検査部門のワークフローに合わせた検査業務の支援機能を持つ部門システムである。検査依頼情報の受信、検体受付け処理、受付情報や検査結果情報の送信などの機能を持つ。近年では、3)採血支援システムや検査自動化システムがサブシステムとして加えられた構成が一般的である。 自動分析装置の1)精度管理も重要な機能である。さらに、臨床検査部門内の4)物流(在庫)管理、検査結果として画像データが発生する場合はその5)ファイリング管理などの機能も部門システムとして包含される。
29,1.4,放射線画像検査オーダ情報はHIS(オーダエントリシステム)からRISに伝送され、さらにCT、 MRIなどのモダリテイヘDICOMなどで伝送される。実施手続き、つまり、検査終了など検査実施情報の生成・入力は4)モダリティで行われる。また、1)RIS端末でも検査実施情報の入力や確定が行われる。
30,2,"2)放射線治療のための部 門システム(治療RIS)が構築され、患者放射線治療 予約、照射
線量などを管理している。1)体の外から放射線を照射する外部照射の放射線治療の場合、基本的に何度か分割して照射する。3)確定は放射線治療専門医が行い、診療放射線技師はその計画を実施する。4)密封小線源の内部照射装置は線源を格納庫から出して指定の位置まで移動させるが、画像は作成しない。5)放射線治療計画用 CTや治療計画装 置で作った線 量分布図は放射線治療 用DICOMサーバに保存され参照できる。"
31,3,3)リハビリテーションを行う際に、患者の検査情報の変化でその内容が変化することはほとんどなく、部門システムとして連携する必要性は低い。1)リハビリテーションは予約する必要が多い。2)担当療法士の勤務状況によリリハビリ実施への影響がある。4)リハビリテーションの実施による診療報酬請求のため医事会計システムとの連携は必須である。5)リハビリテーションを行う際の患者状態の把握と結果の報告のために電子カルテとの連携は必要である。
32,4,患者状態の把握には病理検査結果が参考とされるが、血液浄化部門から4)病 理オーダを出すことはなく連携の必要性は低い。血液浄化部 門における患者への対応として、患者の状態の変化によって処置内容が変化する可能性が高く、患者状態の把握のため1)検査結果、2)処方オーダ、5)患者プロファイルとの連携は重要である。血液透析は時間がかかり、予約管理が必要なため3)予 約オーダとの連携も必要である。
33,3,3)食 事オーダは、患者の状態や希望に基づいて変更されることが多く、修正は医師以外の職種でも可能であり、オーダ入力した医師のみ修正可とするのは適切でない。1)食 事の準備には時間がかかるため、締め切り時刻の設定が必要なことが多い。2)患者の状態や希望によってメニューを選択できるべきである。4)食事オーダの際に食物アレルギーの確認は重要である。5)患者の体型を判断するBMIなどによって栄養量を検討し食事内容を決定すべきである。
34,5,5)GSl-128はバーコードシンボルとコード体系の国際的な規格である。GSl-128コードは商品識別コードのみでなく、有効期限やロットナンバーなどの情報も含まれ、それら情報種も標準化されており、トレーサビリテイ向上が期待できる。医療安全の観点からも物流管理に利用すべきバーコードである。1)ITFは集合包装用商品コードを商品の梱包用段ボールに印字する目的で利用される。2)JANは日本における商品識別を目的とするバーコード規格の呼称である。3)NW-7および4)CODE39はバーコードシンボルの規格であり、表現桁数は自由であるが、コード体系が標準化されていない。
35,1,"""1)ICF(International Classincation of Func‐tioning,Disability and Health:国際 生活機能分類)はWHOによる「健康の構成要素に関する分類」であり、「生活機能」(心身機能 。構造、活動、参加)の分類およびそれに影響する「背景因子」(環境因子、個人因子)の分類で構成される。2)STEM7は外科系学会社会保険委員会連合(外保連)が管理する、臨床的観点から体系的に整理した手術分類コードである。診療報酬点数表の診療行為のうち手術はK、医科処置 (歯科手術)はJの区分番号が割当られており、それぞれ4)Kコード、3)Jコードと呼ばれる。5)ICD-9CMは米国がWHOによるICD-9に基づいて作成した手術および処置の分類コードである。"""
36,5,横断的チーム医療を実践するためには、各専門職の専門領域に対する記録記載書式が必要になる。その記録記載書式に対して全職種のメンバーが自由に記述可能になった場合、どの職種がどのような記録をしているのかを確認することが容易ではない。結果として、チーム医療を円滑に進めることが困難となるため、5)すべての記録記載書式に全職種のメンバーが入力することは適切でない。1)～ 4)は適切な機能である。
37,1,臨床研究システムは、臨床研究を円滑に進めることを支援するシステムである。1)倫理審査は臨床研究の開始前に受審するものであり、その支援は対象外あるいは優先度は最も低い。3)CDISCは国際的な臨床試験データ関連の標準規格であり対応すべきである。臨床研究には、試験 ・症例の登録、被験 者登 録、2)被検者割付(決められた規則によリグループに振り分け)、 4)モニタリング(適正に研究が実施されていることの調査)、 5)データクリーニング、登録対象データ収集・管理 (データマネジメント)、 評価(統 計解析)などのプロセスがあり、情報システムによる支援が求められる。
38,2,2)医 療機関は自己責任において情報システムを導入する。1)医事会計 システムを代表 とした部門システム、電子カルテシステムなどの診療報酬請求に関連するマスターの更新は必要であるが、システム更新 までは不要である。3)す べての業務を電子化することは困難な場合 もあるため、全業務を搭載する計画は立案 しない。4)導 入コス トを安価に抑えることも重要であるが、5)医療の質向上や業務の効率化・負荷低減などを総合的に検討 し、バランスよく効率化するシステム導入をすべ きである。
39,2,2)導入予算総額の変更は、ワーキング・グループでの活動結果から変更される可能性はあるが、直接的に変更を決定するものではない。システム導入時に各種ワーキング・グループが活動するものとして1)、 3)～5)がある。1)現状業務の分析をすることで、現状の課題などを把握し、課題の解決をするために4)システム化対象範囲の決定を実施することになる。4)により3)業務運用フローの策定が可能となり、5)ベンダー技術者とのシステム構成などに関する協議をあわせて実施することになる。
40,2,2)概算見積は、要求仕様書を基にベンダーが提案書において提示するものである。要求仕様書は、利用者が開発を担当するベンダーに依頼するシステムの要求事項を文章化したものである。そのため、4)導入目的や調達物品、構成内容、システム全般の技術的要件、ハードウエアおよびソフトウエアの技術的要件、5)システムの納品形態、1)納期、3)検収条件などを必要とする。
41,3.4,3)病院情報システムは基幹システムである電子カルテシステムだけでなく、多くの部門システムが連携している。したがって、マスターは多くの部 門システムに存在しており、マスター管理を一人で行うことは現実的でない。4)2年ごとの診療報酬改定のタイミングだけでなく適宜改定される場合があり、当該年度内でも診療報酬点数の値を変更する必要が生じる可能性がある。1)、 2)、 5)は適切な対応である。
42,1,1)退 職者に対して患者情報の利用や参照を許可すべきではなく、退職時に利用権限を速やかに停止することが適切である。4)退 職直後から利用権限を停止させるべきであり、3)参照権限も停止するべきである。アカウントを削除すると、システム利用中に記入した内容について誰が記入したかを遡って確認できなくなる可能性があるため、アカウントは2)退 職直後であっても、5)一定期間経過後であっても削除しない。
43,4,4)あらかじめ定められた権限で入力できるため適切である。代行入力時のアカウントに関して、真正性の確保との関係から1)～ 3)、 5)は誤りである。1)共有アカウントでは記録作成者を限定できない。2)管 理者用アカウントの共有はシステム管理上危険である。3)「なりすまし」であり真正性の確保が必要なシステムでは厳禁である。5)個々の利用者によるその場での変更は混同のリスクをともなう。
44,2,2)権限が付与されていないと担当業務を遂行できないため、業務遂行に必要最低限の権限の付与は必須である。病院情報システムは適切に利用者権限を設定していないと、誤った利用により誤情報の生成・誤削除・情報漏えいなどのリスクが顕在化る可能性がある。職種に基づいて利用者権限を設定することが必要である。4)ゼネラルリスクマネージャーでも、5)医療情報システム部門利用者でも、1)すべての権限を付与することは適切でない。3)現時点で行うべきではない権限の付与は適切でない。
45,4,4)なぜシステムを導入したのかという導入目的を把握し、それが達成できたかどうかを明らかにすることがシステムの評価につながる。1)システム改善の検討のために定期的な評価が必要である。2)経営指標の把握より、業務への効果を優先すべきである。3)システム利用者からの評価は重要であり、アンケート調査を実施すべきである。5)評価の実施者として上級医療情報技師は適任だが義務はなく、他の職種や病院組織による評価が優先されることが多い。
46,5,5)インシデント・アクシデントレポートシステムはインシデント・アクシデントを発生させた人の評価(勤務評価)が目的ではない。インシデント・アクシデントの情報を収集することでインシデント・アクシデントを予 防し、発生を減少させることが導入目的である。1)～ 4)のシステムと導入目的の組み合わせは適切である。
47,2.5,医療安全管理の評価指標に関与するのは医療事故に関連する項 目なので、2)不 適切な処方と5)転記ミスが該当する。1)医師の診察時間が長いことや4)看護師の1日あたりの処置数が多いことは、医療従事者の負担増の側面から医療事故発生の可能性を少し高めるかもしれない。医療安全管理として注意は必要であるが、医療事故に直接的につながるものではない。3)診 療報酬請求の返戻は、記載項 目の不備や不明点がある場合に発生するもので、医療安全とは関連しない。
48,5,5)運用のみで対応した場合、業務量の増加や運用手順の複雑化による問題などが発生する可能性があり、費用対効果の面で劣ることになりかねない。システム改修の費用対効果を見積り、あわせて、運用の変更による混乱の可能性などをワーキングチームや委員会で検討し、意思決定を行う必要がある。1)～ 4)は適切な対応といえる。
49,4,障害が発生した場合、まずどのような状況であるかを正確に把握する必要がある。その後、復旧までにかかる時間や、対処方法を検討する。そして、組織や該当部門に状況を報告する。以上の手順を踏むことで、障害発生下においても院内業務が可能となる。障害が復旧した後、是正措置や再発防止策を検討・実施する。よって、4)が正解である。
50,2.4,2)ベンダーにより電子カルテシステムのデータ構造は異なる。電子カルテシステムには標準のデータ構造 (フオーマット)が存在せず、異なるベンダーヘのデータ移行が容易であるとは言えない。4)「 現行踏襲」だけでは現状の業務運用を正確に伝えることは困難である。そのため、要求仕様書に具体的な業務内容を明記する必要がある。現行業務に基づく要求仕様書を作成しても、現状、カスタマイズ製品で実施している業務運用と移行先のパッケージ製品が前提とする業務運用が合致するとは限らない。3)、 5)を実施のうえ、1)を念頭に要求仕様書を作成すべきである。
51,4,日本は4)SNOMED―CTの開発に参加していないこと、使用には高額なライセンス料が必要なこと、適切な日本語訳が難しい概念が含まれていることなどから厚生労働省標準規格に採用されていない。5)は第 1回の平成22年通知より採択されており、1)は平成28年通知により採択、3)は令和元年通知、2)は令和4年通知により処方情報、健康診断結果報告書、診療情報提供書、退院時サマリーの4つの記述仕様として採択されている。
52,5,5)「VNA」の用語はDICOMで定義されていない。DICOMで、WADO― WS(Web Service)に続いてQIDOなど、Web Restful Serviceを利用したWADO― RSが定義されたことにより、一社のDICOMサーバに対して他社のDICOMWebビユワーがWADO―WSおよびWADO―RSにより参照可能になった。この仕組みを使った海外の複数医療機関のDICOM画像を表示できるDICOMサーバをVNAと呼ぶようになった。一方、日本ではマルチモダリテイの画像保存と参照ができるDICOMサーバとの解釈もあり、曖味な用語である。1)画像表 示 輝度特性はGSDF(GrayscaleStandard Display Function)で規定される。2)放射線読影レポートはSR(Structured Report)に規定される。3)放射線検査の被ばく線量は、SRを利用した線 量レポート(Radiation DoseStructured Report:RDSR)で規定される。4)CAD結果についてもSRを利用し規定される。
53,2,1)～ 5)の選択肢は、いずれもIHE―ITインフラストラクチヤ・ドメインの統合プロファイルである。2)PIX(Patient ldentiner Cross―referencing)は「患者の名寄せ」に係る機能を実現するものである。「時刻同期」を実現する統△プロファイルは「CT(Consistent Time)」である。1)、 3)～ 5)の組合せは正しい。
54,1,「SS― MIX2標準化ストレージ仕様書(Venl.2h)」において、処方・注射に関するオーダの「 薬剤・処置コード化オーダセグメント(REX)」の与薬コードおよび「薬剤/処置成分オーダセグメント(RXC)」の成分コードとして「HOTコード」を推奨しており、1)が誤りである。補足情報として、別フィールドにローカルコードと個別医薬品コード(YJコード)や薬価基準収載医薬品コードとの組合せを複数記述することもできる。2)「検査結果セグメント(OBX)」などの検査項ロフィールドにはJLAC10コードまたはJLACllコードを採用する。3)登録・更新・削除・取消などのHL7メッセージは、そのまま保持される。4)退 院時サマリーは拡張ストレージに保存される。拡張ストレージの「診療日」は文書の種類に応じて医療施設が「データ種別一覧表」を定めて「診療日」に何を設定するか、例外事項を含めたルールを定義して遵守する。よって「作成日」でない場合もありうるが、「作成日」としても誤りではない。5)標準化ストレージでは「ルート/患者 IDの先頭 3文字/患者 ID4～6文字/患者 ID/診療日/データ種別/」のパスで表されるフォルダーに、当該データのHL7ファイル群が保存される。1ファイル=1メッセージ=1オーダと規定しており、ファイル名には「患者 ID_診療日_データ種別_オーダNo_発生日時_診療科コード_コンディションフラグ」の命名規則がある。
55,5,5)同意撤回に対応するのは認定事業者であり、第三者提供を受けた当該第二者機関に削除義務は生じない。次世代医療基盤法での患者同意に関し、1)～4)は正しい。1)医療機関等があらかじめ本人に通知、本人の拒否がない場合に認定事業者に提供される。2)平成29年改正個人情報保護法で、第三者提供できるとされた。3)情報の収集加工提供に要する費用を利活用者へ転嫁できる。4)同基盤法の枠組みで定められた内容である。
56,2.4,2)刑事罰に関する記載はない。4)匿名化した情報であっても個人情報保護に配慮した上で取り扱わせることが必要である。ガイドラインの記載内容に関して、1)、 3)、5)は正しい。1)クラウド型電子カルテシステムの利用なども対象である。3)外部保存を受託する事業者の選定基準として記載がある。5)リスク分析などのため、医療情報システムが対応する技術的セキュリテイ対策などの情報を得るために請求する。
57,1.3,ガイドラインは「令和9年度時点で稼働していることが想定される医療情報システムを、今後、導入または更新する場合、原則として二要素認証を採用すること」を求めている。二要素認証は、利用者が持つ知識情報・所持情報・生体情報のうち2つを組み合わせて認証する方式を指す。1)の場合、ID番号は認証に用いる知識情報に該当せず生体情報のみによる認証であり、3)は知識情報のみの認証であり、それぞれ二要素認証に該当しない。2)は所持情報と生体情報、4)は知識情報と所持情報、5)は知識情報と生体情報の組み合わせの二要素認証である。
58,4,4)傷病名または傷病名の転帰は、必ず医師が記載・確定する。医師および医療関係職と事務職員などとの役割分担で1)～ 3)、 5)は正しい。1)医師の判断・指示に基づいたものであれば入力可である。2)チーム医療を展開する観点から正しい。3)医師による医事会計システムヘの登録内容の制限はない。5)医療事務作業補助者による代行入力は、確定者の承認を前提に認められている。
59,1,1)医療機関等の安全管理措置は医療機関等に責任がある。提供事業者に対する監督義務が委託元の医療機関等に生じる。ガイドラインの内容で、2)～5)は正しい。2)履行補助者の立場であると記載されている。3)医療機関等と委託契約を締結しており、類似する義務を負う。4)通常時の義務として記載されている。5)情報セキュリティ事故等発生時における義務として記載されている。
60,5,令和4年3月改正を含むガイダンスの内容を間う問題である。5)急病その他の事態など例外規定が設けられている。1)法で規定する遵守事項である。2)令和2年改正個人情報保護法より、保有個人データの短期保存による例外が廃止されており正しい。3)患者が医療機関の受付などで受診を申し出た場合、本人は要配慮個人情報を含めた個人情報を取得されることを前提としていると考えられ、医療機関が適正に直接取得する場合は本人同意があったと解される。4)全部または一部を開示しないことができる内容であり正しい。
