2012IS,解答,解説
15,3,3)持参薬の服用は治療に影響を及ぼすので、持参薬の内容を確認し、継続使用を判断しなければならないが、これは医師が行う。1)持参薬は、すでに支払いを済ませた薬剤であり、病院の負担が発生しないためコスト削減につながる。2)薬剤部門以外の病棟や入退院センターなどの部署で持参薬の内容の確認を行う場合がある。4)入院後の診療の提供に際しては、持参薬がその後の治療に影響を与える可能性があるので、持参薬の内容を迅速に確認する必要がある。5)持参薬の内容確認を迅速に行うためには、すべての保険収載薬品を検索できる医薬品マスタの構築が望ましい。
16,3.5,3)検体検査では、同一項目の日内変動を測定する場合がある。採取時刻が管理されていなければ、日内変動を正しく読み取ることができないので、採取時刻の管理は重要である。5)外来迅速検体検査加算は、「当日当該保険医療機関で行われた検体検査について、当日中に結果を説明した上で文書により情報を提供し、結果に基づく診療が行われた場合に、5項目を限度として、検体検査実施料の各項目の所定点数にそれぞれ10点を加算する。」というものであり、報告書の印刷が求められる。1)検体検査の結果にはグラフや画像で示されるものがあり、数値のみではない。2)検体検査の結果は、臨床検査技師による点検の結果、訂正される場合がある。4)検体検査は、項目により処理に時間を要する場合があるので、結果が出た項目から随時報告される。
17,削除,
18,2,2)鉄欠乏性貧血時に投与された鉄剤は、体中に分散するので問題とならない。1)刺青がある場合は、渦電流によって熱傷が起きる場合がある。3)閉所恐怖症の場合、検査ができない場合がある。4)一般に冠状動脈などに磁性体のステントを挿入した場合は、挿入後2ヵ月未満の造影MRI検査は禁忌とされている。5)重症の腎障害がある場合は、腎機能を低下させるためMRI造影剤は禁忌である。
19,4,4)骨髄移植では、HLAの型の適合が重要であるが、ABO式血液型は一致する必要がない。このため、ABO式血液型が違うドナーから骨髄の提供を受けた場合は、生着した造血幹細胞が作り出す血液は移植したドナーの血液型に変化する。したがって、患者の血液型と異なる血液型の血液製剤が出庫される場合がある。1)輸血管理上、血液製剤の副作用履歴の管理は重要である。2)手術などのために自己血を採取して貯血し、輸血する場合がある。3)手術などでは出血に備えて血液製剤を準備するが、使用しない場合がある。使用しない血液製剤は、輸血部門に返品されるが、使用期限以内であれば、他の患者に使用することがある。5)複数回の輸血を繰り返すと不規則抗体が作られやすくなる。その結果、溶血性輸血副作用を起こすことがあるため、不規則抗体の検査歴を管理することが必要になる。
20,5,手術申込オーダでは、手術部門がスケジュールを立てる上で必要となる項目が入力される。5)手術説明書は、手術を実施する上で必要な書類ではあるが、手術のスケジュール決定には直接関係しないので、もっとも優先度が低い。1)手術時間、2)手術術式、3)麻酔方法、4)手術予定日はスケジュール立案に必要な項目である。
21,2,PACSと は Picture Archiving and Communication Systemの 略で、画像の保存と通 信のシステムを指す。 したがって、PACSでは、画像 の 1)検索、3)参照、4)配信、5)保管 を行 う。2)画像作成 は、画像検査機器や 3次元画像作成機器、あるいは診断支援システムなどが行うものである。
22,5,5)「患者に渡す医用画像媒体についての合意事項改訂版(平成23年11月)」(http://www.jami.jp/PDI/pdi2.pdf)では、事前合意のない動画像は同梱禁止としているが、合意があれば可能であると明記されている。1)画像はIHE-PDI準拠が原則で、DICOMで許可された圧縮も禁止している。2)媒体はCD-Rに限定している。3)CD-R表面に患者氏名、提供元医療機関名および問い合わせ先などを記載する。4)CD-Rに1患者の運用とされている。
23,3,3)入院部門に勤務する看護師は配置部署が決まっており、自分が配置されている部署に入院している患者の情報が一覧できると、業務上、利便性が高い。このためには、入院病床を登録する情報システムとの連携が必要である。1)入院基本料の算定のために看護必要度の入力が必須の種別もあるが、すべての種別で必須というわけではない。2)ケア計画は、診療報酬の請求には関係しないので、医事システムとの連携は不要である。4)勤務・人事管理システムは、病院全体の人事管理システムと連携していることが多い。5)看護師は、オーダエントリシステムと勤務。人事管理システムだけではなく、電子カルテシステムをはじめとして多くの情報システムを使用する。
24,4,4)看護記録は診療記録の一部であり、医師や薬剤師、栄養士など他職種も参照できなければならない。1)1日分の看護ワークシートなどを出力するためには、1日の起点を定めておかなければならない。注)通常0時を1日の起点とする。看護部門の測定データは、患者の生活の起点とあわせるため、6時を起点として計算することが多い。2)観察の結果などを入力する場合は、患者を固定して業務を変えて入力する機能が必要である。3)検温の結果などを入力する場合は、業務を固定して患者を変えて入力する機能が必要である。5)患者を一覧表示し、体重や尿量など、複数の項目のデータを表形式で入力する機能があれば、利便性が高い。
25,1,クリニカルパスは、患者単位での治療計画とその実施状況を整理する目的で使われ、単なるオーダセットとは異なるものである。バリアンスは治療計画と患者個別の実施状況との差違にあたり、バリアンスを収集・解析すると、疾病単位での治療結果の把握や分析に使うことができる。したがって、システムとして統計解析機能を備えていることが望ましく、作成には医師も参加しなければならない。クリニカルパスは、文字だけでなく図やイラストを追加してわかりやすくしたものが患者説明用ツールとして使われている。
26,3.5,歯科診療では、処置内容と病名とを結びつけて保険診療上の種々のルールを適用するケースが多く、またその内容も細かい。例えば、どの歯を削って物を詰めたのかを支払基金でチェックするには、病名と歯の部位情報とが同時にレセプトに表記されていなければならない。しかし、同じ患者で別々の歯にう蝕(むし歯)ができることは珍しくなく、部位が異なる場合は、病名は重複していてもよい。また、レセプトの書式は医科と歯科で異なっており、医科レセプトに歯科記載欄と呼ばれる部分はない。
27,2,歯科の電子点数表は、厚生労働省によって公開されており、医科と同様に改定がなされている。(http://www.Inhlw.go.jp/bunya/iryouhoken/iryouhoken12/tensuhyo.htlnl)保険請求の基本資料である「歯科点数表の解釈」には、医療機関で徴収した負担金を診療録に記載することや、自費と保険で診療録を分けることが記載されている。また、歯科診療録の様式1号には、歯牙配列図を記載する欄がある。しかし、今のところ、歯科技工物に関連して、その装置を作製した歯科技工士が歯科診療録に署名することは求められていない。
28,3.5,物流管理システムは、院内の器材などを管理するために使われるシステムである。看護師が入力を担当している医療機関も多いが、看護管理システムと関係が深いとはいえず、別のシステムである。また、病院経営という観点で、病名と消耗品などとの関連を分析することが最近行われるようになってきているものの、病名登録システムとの関連が深いとはいえない。地域連携システムも同様である。一方、経営管理システムはもちろんのこと、手術などで使われた高額の器材を把握するため、オーダエントリシステムとは関連が深く、データの交換が実装されているシステムもある。
29,2.3,医療費の自己負担額は、実際にかかった医療費に応分の比率をかけて計算されるが、現在、後期高齢者医療制度では被保険者の年齢によりその比率は異なる。さらに市町村による医療費助成制度の内容も様々で、医療費の自己負担額は全国で統一されていない。また、レセプトを電子的に出力できない医事会計システムがあることから、医事会計システムとレセプト電算処理システムとは同義ではない。DPC算定をする病院でも、手術料や麻酔料あるいは一定期間を超えた場合の入院費用などは、従来通り出来高払いで算定する。
30,4,システム構築にあたって、いわゆるブレーンストーミングを前提にした議論の進め方を問うている。一般的な議論の進め方に加えて、病院情報システムの構築時に必要とされる内容も同時に問われている。ポイントは、医療機関に所属するスタッフは、医療に関する専門知識を持った専門家であるものの、多くの場合コンピュータリテラシーは一般の社会人と同等と考えられることである。所属部署を代表してコンピュータの得意な人たちが選ばれ、議論を進めることも実際には多いが、一般ユーザの様々な意見を集約する仕組みが必要になる。
31,1,一般に、情報システムの導入目的としては、計算や事務作業の効率化、人為ミスの削減、情報伝達あるいは情報共有の効率化、業務の質の向上などがあげられる。1)検体検査における検査手法の改善は、分析精度の向上、共存物質の影響の低減化、必要検体量の低減化、測定操作の簡素化など、分析過程における技術的向上を必要とし、情報システムの導入によって直接的な効果を得るのは難しい。
32,4,情報システムは、業務の効率や品質の向上、あるいは現在抱えている課題の解決を目指すために導入される。ただし、予算や納期などには限界があるため、それらが許容する範囲内において、目指す目的のうちどれを優先して実現するかが、導入計画において意思決定すべき重要なことがらである。したがって、4)「現在の課題をすべて解決するために」という記述は誤りである。
33,5,1)操作の習熟を主目的とするのは、リハーサルではなく、操作講習会などのユーザ教育である。2)リハーサルは入念に実施することが望ましいが、時間が長ければよいというものではない。3)リハーサルの主目的のひとつは、業務運用上の問題点の検出であるため、業務を熟知しているクライアント側が主導して行うべきである。4)リハーサルは、運用上考えられる、さまざまなバリエーションを想定したシナリオに沿って、計画的に行う必要がある。
34,1,各病棟に設置する携帯端末の台数を決めるにあたっては、注射の実施入力を行うのに待ちが発生しないようにする必要がある。1)注射の実施は、医師も入力することがあるが、主として看護師が入力している。看護師の勤務人数は日勤帯がもっとも多いので、これを各病棟の設置端末台数の指標とするのが妥当である。2)重症度別患者数、5)診療科別患者数、4)病棟面積および病室数は、実施入力を行う職員数とは直接関係がない。
35,1.4,システムの保守は、安定稼働の確保に密接に関連し、想定されるさまざまな障害に対し、信頼性や可用性へのリスクを最小限に留めるよう、入念に計画する必要がある。その際、病院情報システム部門で実施できない保守作業をビックアップし、もれなく保守契約でカバーすることが必須となる。したがって、病院システム管理部門の責任者が主体的に関与すべきであり、業者が作成したものを追認するといったことは適切ではない。
36,4.5,初期コストとは、導入時に一時的に必要となるが、稼働後は原則として必要がない費用である。4)ハードウェア購入費用、5)ネットワークエ事費用の他、サーバ室や電源の設置費用、システム設計費用やプログラム作成費用などが含まれる。一方、ランニングコストとは、稼働に伴い経常的に必要となる費用で、1)～3)が該当する。
37,1,OSのパッチとは、コンピュータの基本ソフトであるオペレーティングシステム(OS)が市場に出荷された後、欠陥が見つかった場合に、修復を行うソフトウエアのことである。特に外部からの攻撃などに対する、セキュリティ面の弱点が発見された場合は、できるだけ最新のものを用いて修復することが望ましい。ただし、クライアントのOSはサーバのOSとの整合性に配慮する必要があり、最新だからといって直ちにパッチを適用してはならない。
38,2.5,2)情報システムのダウン対策マニュアルは、情報システムそのものの対策だけではなく、業務面での対策が網羅されている必要があり、業務を熟知した病院側のスタッフが主体的に作成する必要がある。5)診療の中断は、最悪の場合患者の生死に直結する恐れがあるため、できるだけ避けなければならない。システムダウン時は、診療の継続を最優先にして、あらゆる代替手段の可能性を追求するべきである。
39,2,1)、2)、4)は、いずれもウイルス感染発覚後に必要となる行動であるが、間われているのは最初にとるべき行動である。通常の障害時であれば、障害範囲の特定を優先すべきであるが、ウイルスについては、拡大防止対策が最優先となる。具体的手段としては、端末をシャットダウンする、ウイルス対策ソフトで駆除するなどが考えられるが、もっとも確実かつ迅速なのは、感染経路となる回線の接続を断つことである。
40,5,どの看護師が、どの医師の指示を受けて代行入力したかが、明示的に記録されるため、5)は正しい操作である。1)、2)薬事法上、処方は医師または歯科医師だけに許されている医療行為である。2)、3)、4)ID。パスワードは、システムの操作者を特定する情報で、必ずしも指示者とは一致しない。代行入力であっても、他者のID・パスワードでログインしてはならない。
41,3,3)他の部署では障害が起きていないので、サーバ群やネットワークの基幹に問題がある可能性は低い。また、特定の部署のすべての端末に障害が起きているので、その部署の電源かネットワークに問題が生じている可能性が高い。1)特定の部署のすべての端末に障害が起きているので、端末の機能障害である可能性は低い。2)、4)基幹ネットワークの障害や主要サーバのソフトウェア障害があれば、すべての部署の端末に障害が生ずるはずであるから、これらの可能性は低い。5)リモートメンテナンス回線の障害でサーバ群や個々の端末に障害が起きる可能性はあるが、特定の部署のすべての端末に障害が起きることは考えにくい。
42,1,1)特定健診は診療所でも行われるが、主要な業務とはいえず、必要性は低い。2)慢性疾患では、同じ検査や処方が繰り返し使われることが多い。一般的な疾患で用いられる検査や処方などにも共通するものは多い。したがって、入力されたデータの再利用は、レセプトコンピュータに求められる機能である。3)地方公費を適切に取り扱うことは、患者サービスの向上などの観点から、レセプトコンピュータに求められる機能である。4)医療費改定などへの速やかな対応は、診療所の診療報酬請求のためには必要不可欠なものであり、レセプトコンピュータに求められる機能である。5)入力時点での誤りのチェックは業務の効率化に不可欠であり、レセプトコンピュータに求められる機能である。
43,2,2)電子カルテシステムとレセコンとの連動は、もっとも普及している機能である。1)、3)多くの診療所で、心電計、X線撮影装置や超音波診断装置をはじめ各種検査機器が使われ、PACSも普及し始めている。しかし、電子カルテと各種検査機器の連動、電子カルテシステムとPACSの連携は普及しているとは言いがたい。4)、5)地域連携は病院にも診療所にも必要な機能と考えられるが、現状では発展途上にあると考えられ、普及しているとは言えない。
44,5,5)コンピュータによる一次判定には、身体介助、認知機能障害、医療依存度などを勘案した樹木アルゴリズムが用いられている。1)コンピュータを用いて一次判定を行った後、訪問調査の特記事項、医師の意見書に基づいた二次判定が介護認定審査会で行われる。2)コンピュータによる一次判定に用いられるソフトウェアは、国が提供する全国標準のものである。3)一次判定では、要介護(1～5)、要支援(1～2)、自立に分類する。4)コンピュータによる要介護認定を行うことによって、介護サービスの違いが判定される。したがって、介護サービスの違いによって異なったソフトウェアを利用することはできない。
45,2,介護保険者は、被保険者から保険料を徴収し、介護を必要とする被保険者に必要な給付を行う。そのために、要介護認定管理支援情報システム(一次認定支援、二次認定支援)の他、被保険者の管理と保険料の徴収管理、利用者に対する給付管理・利用限度額管理、保険財政管理情報システムなどを用いる。2)遠隔医療情報システムは介護保険者の情報システムに含まれない。1)、3)～5)は、介護保険者に必要な情報システムである。
46,5,5)特定健診の提出データでは、HL7 CDA R2L3に準拠したファイル形式が採用されている。1)特定健診の提出データは、電子媒体であることが求められているが、オンラインで提出するわけではない。2)特定健診のデータフアイルを送付する場合は、複数の電子ファイルを1つのファイルにまとめ、ZIP形式で圧縮して送付することが求められている。3)特定健診の提出データは、支払基金から配布されるソフトで暗号化することが求められているが、公開鍵方式ではない。4)胸部レントゲンは特定健診の項目に含まれていない。
47,2,2)平成20年3月に改定された、厚生労働省の「医療情報システムの安全管理に関するガイドライン」によって、医療機関は一定の基準を満足することによって自己責任で、診療録などの医療情報を外部保存することが認められている。したがって、医療関連機関に保管することが必須ではない。1)、3)～5)は、「医療情報システムの安全管理に関するガイドライン」に記載されている。
48,4,4)平成9年に厚生省(当時)は「情報通信機器を用いた診療(いわゆる「遠隔診療)についての通知」によって、遠隔医療がただちに医療法第20条の「医師の無診察治療等を禁止」に抵触するものでないという通知を出した。この通知は平成15年に一部改正されている。ただし、初診および急性期の疾患に対しては、原則として直接の対面診療によることと明記されている。
49,1.2,1)地域医療連携ネットワークで複数施設を連携する場合には、各施設が採用している病院情報システムにかかわらず、共有あるいは交換する情報を扱える必要がある。2)通信ネットワークについては、専用線は高額であるが、特定の相手との通信が多い場合やセキュリテイを強めたい場合に有利である。しかしながら、専用線の整備は必須ではなく、インターネットの通信上に暗号化技術を用いて仮想的な専用線を張るVPN(VirtualPrivateNetwOrk)によってコストを抑えた整備も広く採用されている。
50,削除,
51,4,4)医療情報標準化推進協議会(HELICS協議会)は、医療情報分野に適用し利用することが望ましい標準規格を選択審議し、指針として定める活動などを行っている。1)IHE(Integrating the Healthcare Enterprise)は、既存の規格や技術を利用して効率的な医療情報システムを構築するための活動を行っている。2)JIRAは、一般社団法人日本画像医療システムエ業会のことである。3)DICOM(Digital lmaging and Communicationsin Medicine)は、画像データや画像検査情報などの交換を行うための規格である。5)MEDIS―DCは、一般財団法人医療情報システム開発センターのことである。
52,3,3)JLAC10は、臨床検査の分析物・材料・分析対象識別・測定法。結果識別の5項目について分類し、これらを併せて15桁もしくは17桁で表現した、臨床検査項目分類コードである。1)はHOTコード、2)はDPCの診断群分類番号、4)はHL7などの情報交換規約、5)はICD-10である。
53,1,1)Kコードは、診療報酬点数表の診療行為のうち、手術名にふられたコードである。1桁目を「K」としているためKコードと呼ばれる。日本独自のコードで、分類体系に基づいて作成されているわけではなく、保険請求用の手術名に番号が割り振られたものである。DPC導入に伴ってこのKコードを引用する形で診断群分類が公表されている。2)～5)は、いずれも薬剤の管理に使用可能なコードである。
54,4,4)社会保険診療報酬支払基金は、診療報酬の審査、請求支払い事業を行っており、レセプト電算処理システムに使用する基本マスタを維持管理している。1)全国健康保険協会は、中小企業などで働く従業員やその家族が加入する健康保険を運営する協会である。2)国民健康保険団体連合会は、国民健康保険法の第83条に基づいて、会員である保険者(市町村および国保組合)が共同して、国民保険事業を行うことを目的に設立された公法人である。3)医療情報標準化推進協議会(HELICS協議会)は、医療情報分野にふさわしい標準規格を選択審議し、指針として定める活動などを行っている。5)保健医療福祉情報システムエ業会(JAHIS)は、保健医療福祉情報システム提供者、およびこれに関連する事業を営む法人が会員となって構成されている。
55,4.5,DICOM(Digital Imaging Communications on Medicine)は医用画像通信の規格である。DICOMの機能のひとつに情報オブジェクト定義(IOD : Information Object Definition)がある。IODモジュールは、患者モジュール、検査モジュールなどで構成され、各モジュールは、患者情報、検査情報、シリーズ情報、画像情報などの情報実体(IE : Information Entity)で表される。検査情報として1)受付番号、患者情報として2)患者氏名、検査シリーズの情報として3)シリーズ番号が存在する。患者の4)保険番号、5)アレルギー情報は患者モジュールにない。(参考資料 : http://www.jira-net.or.jp/commission/system/04_information/files/dicom/P03j0129.pdf)
56,2.4,2)DICOM規格のなかには、画像を生成する検査機器、保管するサーバ、表示する端末、プリントする機器など種々のものが存在し、すべての規格に準拠することはない。4)また、放射線画像だけでなく、超音波画像、内視鏡画像、顕微鏡画像などにも対応している。1)標準の規格を作ることによって異なるベンダ間での画像通信を容易にするので、マルチベンダシステムの構築に役立つ。3)検査依頼情報、検査実施状況など、検査にかかわる文字情報も規定している。5)多様な機能を定義しているので、実際に接続する場合には機器の適合性宣言書によって実装している機能を確認する必要がある。
57,4,4)コネクタソンは、IHEのテクニカルフレームワークに準拠して開発した製品の相互接続性を確認する場である。1)基本的に他3社の製品のアクタとの接続確認を行う。2)コネクタソンは、一度に広い会場に多数のベンダを集めて接続テストを行うが、担当者が走り回るからか、接続性(Connectivity)とマラソン(Marathon)からなる造語である。3)第三者の審査員によリシナリオに基づいてデータを用いた接続検証が行われる。5)接続仕様の検討・決定は各ドメインの技術委員会で検討され、その結果がIHEのテクニカルフレームワークに反映される。
58,2,データマイエングとは、大量のデータを種々の統計解析手法を用いて分析し、隠されていた有益な知見、傾向、相関関係を見いだす探索的手法の総称である。1)データマート(DataMart)は、データウェアハウスのなかから特定の目的に合った部分を取り出したものである。3)データエンテイテイとは、一単位として扱われるデータのまとまりのことである。なんらかの標識に対し、その実体であるデータの集合を指す。XMLやJava、データベースなどで用いられる用語であり、「実体」と訳されることもある。4)データクレンジングは、データを抽出した後、分析する前にデータ形式の統一、入力・測定ミスなどの理由で発生した異常値、外れ値を適切な方法で取り除き、欠損値の再収集、保管処理などデータの欠損がない状態にする処理のことである。データクリーニングともいう。5)通常のデータは、リレーショナルモデルをベースとしたデータベースに構造化してコンピュータに格納、活用されている。一方、画像、会話などのデータは、完全な構造定義を持たない半構造化データ、あるいは構造定義を持たない非構造化データに分類される。文書の場合、テキスト分析してメタデータをタグ付けして構造化する。このようにデータを構造化することをデータストラクチャリングと言う。
59,5,5)データ分析ツールは目的に応じて種々あり、限定する必要性は低い。1)抽出されるデータは、その単位が統一されていなければ補正する必要がある。ただし、補正できない場合もある。2)連続数値データと離散型データのように異なる形式のデータが混在しているとすぐには分析できない。3)欠損値や外れ値の処理をしなければ、使用可能なデータ数は減少し、統計的分析に必要なデータ数を確保できなくなる。4)データの二次利用を考える場合、データの利用目的があってはじめてデータを抽出できることになる。
60,2.5,2)がん登録は、病院の所在地の都道府県に居住する患者のデータを登録するもので、他県に居住する患者のデータを登録する必要はない。5)また、同一の患者であっても原発の異なる複数のがんが発生した場合にはそれぞれ別々に登録する必要がある。1)院内がん登録は、各都道府県のセンター、あるいは国立がんセンターヘ提出するがん登録の要件を満たす必要はあるが、病院独自のデータを追加して収集しても差し支えない。3)がんの診療にあたった医療機関が地域がん登録センター施設に提出することが基本であり、それを病院に限定していない。4)1人の患者が複数の医療機関を受診し、複数の登録がされても構わない。センター施設で重複を取り除く処理を行うことになっている。
