2018IS,問題文,選択肢,,,,
18,通常、入院患者のリストバンドに印字しない情報はどれか。番号を解 答 記入欄( 18 )にマークしなさい。,氏名,血液型,重症度,患者ID,患者氏名
19,代行入力機能とその運用について適切なのはどれか。番号を解答記入欄( 19 )にマークしなさい。,代行入力者は指示者のIDでログインする。,一定時間が経過すれば全て自動確定される。,確定者は確定時に内容を個々に確認する必要はない。,代行入力の業務範囲や権限は法律で規定されている。,誰の指示が誰によって代行入力されたかが管理される。
20,入院患者の注射オーダの運用について不適切なのはどれか。番号を解 答 記入欄( 20 )にマークしなさい。,投与指示が変更されることが多い。,1本渡し方式は在庫管理の面で有利である。,定数配置薬方式は緊急時に速やかな投与が可能である。,オーダ発行時に実施情報を医事会計システムに転送する。,投与後に使用した薬剤のオーダ入力が行われることがある。
21,処方オーダエントリシステムにおける後発医薬品の使用を支援する機能として適切なのはどれか。番号を解答記入欄( 21 )にマークしなさい。,後発薬と先発薬の薬価差を表示する。,後発薬のある先発薬は、一般名で表示する。,後発薬のある医薬品は、先発薬を選択できないようにする。,オーダされた医薬品は、一般名に変換して処方箋に印字する。,先発薬の名称で検索したときに、あわせて一般名も選択候補にあげる。
22,処方オーダや注射オーダ時の禁忌チェックについて適切でないのはどれか。番号を解答記入欄( 22 )に2つマークしなさい。,過去1年分の投薬情報をチェック対象とする。,患者のアレルギー情報をチェック対象とする。,アレルギーを起こした薬剤はオーダができないようにする。,アレルギーを起こした薬剤と同系統のものをチェック対象とする。,処方オーダ時に、過去の注射オーダの情報をチェック対象とする。
23,内視鏡検査オーダに関する機能に通常含まれないのはどれか。番号を解答記入欄( 23 )にマークしなさい。,病理検査オーダ連携,検査機器の洗浄・消毒の指示,出血を惹起する薬剤のチェック,消化器内視鏡用語集に基づく報告書作成,検査時に使用した処置薬剤や加算情報の入力
24,病理部門システムの機能でないのはどれか。番号を解答記入欄( 24 )にマークしなさい。,治療計画の作成,切り出し図の作成,診断報告書の作成,過去診断症例の表示,医事会計情報の送信
25,造影CTオーダのチェック項目としてもっとも必要とされるのはどれか。番号を解答記入欄( 25 )にマークしなさい。,処方歴,依頼者,刺青の有無,腎機能障害の有無,ペースメーカーの有無
26,通常、病院情報システムから放射線治療情報システムヘ送信される情報はどれか。番号を解答記入欄( 26 )に2つマークしなさい。,照射実施情報,患者基本情報,放射線治療の依頼情報,照射回数分の治療予約情報,治療計画用のCT撮影オーダ
27,PACSの機能はどれか。番号を解答記入欄( 27 )にマークしなさい。,照射録管理,検査予約業務,算定情報の送信,検査画像の保存、参照,検査オーダの受付、実施
28,通常、重症 ・急性期部門システムの機能において必要性がもっとも低いのはどれか。番号を解答記入欄( 28 )にマークしなさい。,パスの作成管理,特殊治療の管理,点滴ルートの管理,生体モニタとの連携,注射の頻回な速度変更への対応
29,歯科の予約システムで考慮する必要がないのはどれか。番号を解答記入欄( 29 )にマークしなさい。,複数の予約枠の使用,特定の診療室の指定,使用する機器の指示,患者の感染症の有無,直近の検体検査結果
30,管理栄養士が行わないのはどれか。番号を解答記入欄( 30 )に2つマークしなさい。,食事オーダ,栄養指導オーダ,栄養管理計画書の作成,栄養指導報告書の作成,栄養治療実施報告書の作成
31,BI(Business Intelligence)の説明に該当するのはどれか。 番号を解答記入欄( 31 )にマークしなさい。,業務の流れを可視化する。,業務プロセスを再構築する。,複数のシステムを連結し情報を共有する。,異なるシステムを互いに連結しデータの統合を図る。,データを分析加工することで意思決定の迅速化を図る。
32,通常、予約を必要としない検査はどれか。番号を解答記入欄( 32 )に2つマークしなさい。,CT検査,細菌検査,術中迅速病理検査,腹部単純撮影検査,ホルター心電図検査
33,骨髄移植を受けた患者の診療情報として管理する必要性がもっとも低いのはどれか。番号を解答記入欄( 33 )にマークしなさい。,基礎疾患,移植前の血液型,移植後の血液型,ドナーの同意書,ドナーのHLA型
34,医療機関の経営戦略策定において外部環境要因に該当しないのはどれか。番号を解答記入欄( 34 )にマークしなさい。,景気,診療報酬制度,交通機関の整備状況,医療圏の人口増加率,医療機器のメンテナンス状況
35,医療CIOの行動として適切でないのはどれか。番号を解答記入欄( 35 )にマークしなさい。,医療情報部門の創設と管理,適切な利用者トレーニングの支援,専門ベンダーの提案通りのシステム導入,医療従事者との継続的なコミュニケーション,課題解決のための複合的なプログラムの再構築の主導
36,システム導入時にシステムベンダーが通常作成しないドキュメントはどれか。番号を解答記入欄( 36 )にマークしなさい。,外部仕様書,運用管理規程,システム設計書,操作マニュアル,データ移行計画書
37,公立病院の医療情報システムの仕様書作成において適切でないのはどれか。番号を解答記入欄( 37 )にマークしなさい。,一つの項目には原則一つの要件を記載する。,必要な機器を確実に導入するために商品名を記載する。,ベンダーが見積に必要な情報を、別添資料として添える。,全体のバランスがとれているか、システム担当責任者が確認する。,現場と管理者で要求が相反する場合は、調整して要件の整合性を図る。
38,医療情報システムの要求仕様書に含まれないのはどれか。番号を解答記入欄( 38 )にマークしなさい。,機能要求仕様,非機能要求仕様,病院へ確認する事項,仕様を作成するうえで設定したシナリオ,システム導入の前提条件および制約条件
39,レンタルによる調達において誤っているのはどれか。番号を解答記入欄( 39 )にマークしなさい。,使用後は返却する。,中途解約が可能である。,物件の管理はユーザーが行う。,所有権はレンタル会社にある。,契約期間はリースより短期である。
40,医療情報システムの構築において病院職員が参加しないのはどれか。番号を解答記入欄( 40 )にマークしなさい。,外部設計,操作教育,内部設計,要件定義,リハーサル
41,病院情報システム導入時の院内部門間調整において適切でないのはどれか。番号を解答記入欄( 41 )にマークしなさい。,部門の利益のみを優先しない。,従来の業務フローに固執しない。,プロジェクトの目的を見失わない。,お互いの業務内容をよく理解する。,レアケースに対するシステム対応を重視する。
42,IT資源調達フェーズの作業項目に含まれないのはどれか。番号を解答記入欄( 42 )にマークしなさい。,RFPの発行,経営戦略策定,IT導入計画の作成,調達案件定義の決定,調達先の選定・契約
43,「医療情報システムの安全管理に関するガイドライン第5版」における電子署名について誤っているのはどれか。番号を解答記入欄( 43 )に2つマークしなさい。,署名が必要とされる文書の電子保存には電子署名を施すことが求められる。,電子化した紙の調剤済み処方箋の内容を修正する場合は、薬剤師が電子署名を行う。,インターネットを用いて他医療機関に情報を伝送する場合、電子署名を用いた暗号化が必須である。,電子署名は保健医療福祉分野 PKI認証局もしくは認定特定認証事業者等の発行する電子証明書を用いて施す。,電子署名を施して保存した診療録は、法定の保存期間を過ぎた場合でも電子署名の有効性を担保しなければならない。
44,電子保存の3基準と関連性がもっとも弱いのはどれか。番号を解答記入欄( 44 )にマークしなさい。,必ず、操作する本人のIDでログインする。,情報を持ち出す場合は、病院のルールに従う。,故意または過失による書き換え、消去を防止する。,法令に定める保存期間内は復元可能な状態で保存する。,必要に応じて、画面もしくは書面に表示できるようにする。
45,医療機関が診療データの外部保存を民間事業者に委託する際、受託事業者が遵守すべき要件として誤っているのはどれか。番号を解答記入欄( 45 )にマークしなさい。,見読性を確保すること,データセンターの設置場所を秘匿すること,保存した情報の分析、解析を実施しないこと,プライバシーマーク認定等を取得していること,災害復旧後に診療録と同等の要件でリストアできること
46,業務端末を管理するシステム管理者の対応として適切でないのはどれか。番号を解答記入欄( 46 )にマークしなさい。,市販ソフトであればインストールを許可する。,サポート切れする前に新しいOSへの更新を計画する。,不審なメールや添付ファイルは開かないよう通知する。,ウイルス感染が疑われた場合、端末とネットワークの接続を遮断させる。,アンチウイルスソフトのパターンファイルを自動更新するように設定する。
47,情報システム利用者の責務として誤っているのはどれか。番号を解答記入欄( 47 )にマークしなさい。,印刷した紙を放置しない。,離席する際はログアウトする。,パスワードは他者に利用させない。,参照した情報を目的以外に利用しない。,不正アクセスを発見したときは調査後に報告する。
48,「患者紹介等に付随する医用画像についての合意事項 (2016年9月改定)」において、提供側医療施設が可搬型媒体経由で提供する際に基本的に遵守すべきことはどれか。番号を解答記入欄( 48 )に2つマークしなさい。,DICOM画像は圧縮する。,CD-R表面に患者氏名を記載する。,IHE統合プロファイルPDIに準拠する。,動画やシンスライスデータなどの画像情報を含める。,Viewerソフトウェアを同梱する際はオートスタートにする。
49,情報セキュリティマネジメントシステム(ISMS)が採用しているPDCAのうち、Dの段階に該当する行動はどれか。番号を解答記入欄( 49 )にマークしなさい。,施設のセキュリティポリシィを検討する。,院内の各部署に対して定期的な監査を行う。,監査の結果、指摘事項について改善策を検討する。,院内の運用を整理し、対策が必要なリスクを洗い出す。,医療従事者に対して、セキュリティに関する教育を行う。
50,医療用医薬品のバーコード形式はどれか。番号を解答記入欄( 50 )にマークしなさい。,NW-7,CODE39,QRコード,ITFシンボル,GS1データバー
51,医療用医薬品のバーコードに含まれないのはどれか。番号を解答記入欄( 51 )に2つマークしなさい。,薬価,商品名,有効期限,ロット番号,商品コード
52,手術に関連するコードはどれか。番号を解答記入欄( 52 )に2つマークしなさい。,ICD10,JLAC10,Kコード,HOTコード,ICD9-CM
53,DICOM規格について正しいのはどれか。番号を解答記入欄( 53 )にマークしなさい。,放射線治療の規格は含まれない。,レポートについての規格は含まれない。,可搬媒体による情報交換は規格に含まれない。,検査実施結果情報についての規格は含まれない。,各装置の適合性宣言書に記載されていない接続はできない。
54,JJ1017コードに含まれないのはどれか。番号を解答記入欄( 54 )にマークしなさい。,手技,部位,超音波,照射線量,姿勢・撮影方向
55,新薬の治験を含む臨床試験、臨床研究におけるデータの収集、交換、申請、保存のための標準はどれか。番号を解答記入欄( 55 )にマークしなさい。,HOT,MFER,CDISC,SS-MIX,HL7 CDA
56,IHEにおいて、施設間で医療ドキュメントを相互に参照する仕組みはどれか。番号を解答記入欄( 56 )にマークしなさい。,PDQ,PIX,XDS,XML,ATNA
57,IHEにおけるドメインの略称とその説明の組み合わせで誤っているのはどれか。番号を解答記入欄( 57 )にマークしなさい。,PCC ー 患者ケアに関する医療情報の連携手順,RAD ー 放射線部門における部門情報の連携手順,PCD ー 患者個人情報に関するセキュアな連携手順,LAB ー 臨床検査部門における部門情報の連携手順,ITI ー 医療の情報技術インフラ上での情報連携手順 
58,SS-MIX2標準化ストレージで取り扱わないデータ種別はどれか。番号を解答記入欄( 58 )にマークしなさい。,病名情報,入院予定,処方オーダ,退院時要約,検体検査結果
59,複数施設から収集される臨床検査データのクレンジングで考慮すべき事項に含まれないのはどれか。番号を解答記入欄( 59 )にマークしなさい。,半定性検査の結果表現を統一する。,文字列が含まれる結果値を、数値型に変換する。,検査方法の違いによる検査値の違いを考慮する。,検査項目マスターの標準コードをマッピングする。,病院情報システムに保存されるデータ構造を統一する。
60,「医療分野の研究開発に資するための匿名加工医療情報に関する法律(次世代医療基盤法)」についての解説で誤っているのはどれか。番号を解答記入欄( 60 )にマークしなさい。,匿名加工医療情報作成事業者を認定するための諸要件を定めている。,匿名加工情報を利活用していくための仕組みを提供することを目的としている。,医療機関が所有する患者の医療情報を民間企業等が利用することが可能になる。,医療機関に蓄積されていた医療情報を各種研究に利活用できると期待されている。,医療情報が適切に管理されているかを判定する臨床研究審査委員会について定めている。
