2018II,解答,解説
11,2,特定健康診査の基本的な健診項目は下表に示す通りである。2)体脂肪率は判定項目には含まれない。1)腹囲、3)収縮期血圧、4)HbAlc、 5)HDLコレステロールは判定項目に含まれている。
12,2,2)採血は認められていない。救急救命士は救急救命士法施行規則(平成26年改正)において、心肺停止患者に対しては、厚生労働大臣が認める1)輸液、3)気道確保、および5)薬剤の投与が、心肺停止状態ではない患者に対しては、1)輸液、4)血糖値測定(自己検査用グルコース測定器による)、および5)薬剤の投与が業務として行える。
13,5,医療の質の評価において、ドナベディアンはストラクチヤー (構造)、プロセス(過程)、アウトカム(結果)の3つの指標を使うことを提唱している。5)抗菌薬使用ガイドラインの遵守率は、実際の診療の適切さなど、医療の過程を測る指標であるプロセス指標に該当する。1)SCUの有無や4)ICU専属医師の有無は、ストラクチヤー指標に該当する。2)手術後死亡率や3)病院標準化死亡比は、アウトカム指標に該当する。
14,3.4,病院の財務分析方法には、外部に対する説明のための病院会計準則等による財務会計と、病院運営改善を目的とした管理会計の2つがある。管理会計では、3)ABC原価計算、4)損益分岐点分析が用いられる。財務会計では、1)損益計算書、2)貸借対照表、5)キャッシュフロー計算書の財務三表が用いられる。
15,3.4,m-SHELモデルは医療 事故の原因となる5つの因子に加え、全体のバランスをとるためにマネジメントも不可欠であると捉えたモデルである。3)HはHardwareで機器、道具、構造などを表し、4)EはEnvironmentで作業環境を表すので、上記の組み合わせは誤りである。1)、 2)、 5)はそれぞれ、m(management : 経営方針、安全管理など)、 S(Sotware : 手順書、運用ルールなど)、 L(Liveware : 人的要素)であり正しい組み合わせである。
16,3,医療事故調査制度は、医療安全の確保・医療事故の再発防止が目的であり、個人の責任追求を行うものではなく[2)]、また医療 過誤の有無を問わない。医療事故とは、医療機関が提供した医療によって発生した死亡又は死産であって、管理者が死亡又は死産を予期しなかったものが報告対象となる(義務)。医療事故が発生した場合、医療機関の管理者は、遅滞なく、必要な事項を医療事故調査・支援センターに報告[5)]するとともに、遺族等に説明しなければならない[1)]。また、原因究明のために必要な院内調査を実施し、調査結果についてセンターに報告する必要がある[3)]。センターでは医療事故調査の相談・支援、院内調査結果の整理・分析[4)]のほか、医療事故の再発防止のための普及・啓発活動を行う。したがって、3)が正解である。
17,3,第5次改正医療法により、医療機関の種別ごとに以下の項目が義務付けられている。3)臨床倫理委員会の設置義務はない。1)、2)、4)、5)はいずれも義務付けられている。
18,2,クリニカルパスにおいてアウトカムは目標を意味し、1)アウトカムのうち治療に重大な影響を与えると思われるアウトカムを5)クリニカル・インディケーター (臨床指標)という。日々、アウトカムの達成・未達成を評価し、アウトカムの達成度から計画との差異 2)バリアンスを3)アセスメント(分析)する。アウトカム達成状況やバリアンスを分析することでクリニカルパス内容を検討することを4)アウトカムマネジメントという。
19,3,下記はエビデンスレベルの1例として、「Minds診療ガイドライン作成の手引き」で採用されているエビデンスレベルである。Ⅰ システマテイック・レビュー/ランダム化比較試験 (RCT)のメタアナリシスⅡ 1つ以上のランダム化比較試験による Ⅲ 非ランダム化比較試験による Ⅳa 分析疫学的研究 (コホート研究) Ⅳb 分析疫学的研 究 (症例対照研 究、横断研究) V 記述研究 (症例報告やケース・シリーズ) Ⅵ.患者データに基づかない、専門委員会や専門家個人の意見　これらから分かるように3)が正しい。
20,1,看護師の業務は保健師助産師看護師法で診療の補助と日常生活援助(療養上の世話)と規定されている。1)薬の処方は医師の独占業務であるため、誤っている。患者の回復を促すケアやチーム医療の調整、患者・家族の意思決定支援、地域連携との連絡調整は看護師の業務であるため、2)～5)は正しい。
21,2,看護実践用語標準マスターとは、看護実践現場で実際に使用されている用語を収集、整理した、看護業務における電子的記録に用いる用語集である。2)厚生労働省の委託事業として医療情報システム開発センター (MEDIS-DC)で作成されているので、誤りである。無償で提供されており、看護計画の具体的なケア(看護行為)の基本的な用語と、助産・母性、在宅領域の用語が階層化して収載されている「看護行為編」と観察項 目とその結果である結果表記のための用語が収載されている「看護観察編」で構成されている。
22,3,3)鎖骨は肩甲骨と共に肩帯を構成する骨であり、椎骨には含まれない。椎骨は2)頸椎、1)胸椎、腰椎、4)仙骨、5)尾骨から構成される。
23,4,外因には、栄養障害、物理的因子、化学的因子、生物学的因子がある。4)毒物は化学的外因のため誤っている。物理的因子は1)温度、2)気圧、3)光線、5)放射線があり、関係する疾患の一例は表の通りである。
24,2または3,左房と左室の間にある弁は、2)僧帽弁である。【注】一般的に二尖弁は、本来三枚の弁尖のはずの大動脈弁が二尖で成り立っている稀な生まれつきの状態をいうが、僧帽弁も2枚の弁膜からなるので二尖弁ということもあり、3)も正解とした。
25,4,膵臓は、炭水化物分解のアミラーゼ、脂肪分解のリパーゼ、タンパク質分解のトリプシン、キモトリプシンなどの消化酵素を含む外分泌腺と、内分泌腺としてインスリンやグルカゴンなどの糖代謝調節を行うラングルハンス島からなる臓器である。
26,1,血小板は、凝固因子とともに血管の損傷部位に粘着・凝集して血栓を作り、止血する。
27,1,1)劇薬は毒薬と同様に医薬品医療機器等法(第48条)により、他の物と区別して、貯蔵し、又は陳列しなければならないとされているが、施錠保管は義務づけられていない。2)毒薬は医薬品医療機器等法(第48条)により、3)麻薬は麻薬及び向精神薬取締法(第34条)により、5)向精神薬は麻薬及び向精神薬取締法(第50条)・ 麻薬及び向精神薬取締法施行規則(第40条)により、4)覚せい剤は覚せい剤取締法(第22条)により、施錠保管が義務づけられている。
28,5,特定生物由来製品は医薬品医療機器等法(第68条)により、使用した患者氏名・住所・薬品名・製造番号・使用日を記録し20年間保存することが義務づけられている。
29,1,1)保険医療機関で交付される院外処方箋の使用期間は、交付日を含めて4日以内と定められている。これには休日や祝日も含まれるので注意が必要である。なお、長期の旅行等特殊の事情があり、医師や歯科医師が、処方箋に別途使用期間を記載した場合には、その日まで有効である。2)～5)は正しい。
30,2.3,算定点数は2号用紙に記載し、歯式は歯の部位を示すために用いるので、2)、 3)は正しい。1)診療録の保存期間は、歯科医師法第23条により5年間と定められており医科と同じである。4)自由診療に関わるものは、保険の診療録とは別の用紙に記 載する。5)歯周検査の記録は2号用紙に直接記載するか、別紙に記載することになっている。
31,4,4)看護必要度は対象に必要な看護量の程度を評価するものであり、看護過程には含まれない。看護過程は看護の知識体系と経験に基づいて対象の看護上の問題を明確にし、計画的に看護を実施・評価する系統的・組織的な活動であり、5)アセスメント、看護診断、2)看護計画立案、実施、1)評価を行う一連のプロセスをいう。3)共同問題は疾患、症状、治療内容によって生じ、看護を行う対象が持つ何らかの課題や問題となるため看護過程に含まれる。
32,1,"1)IVR(Interventional Radiology)とは、血管内カテーテルなどをX線透視下で画像を見ながら操作して、血管の形成や薬物の局所注入などの治療を行うもので、例えば経皮的冠動脈形成術 (PCI)などが挙げられる。2)～4)は、画像診断が主で、治療は伴わない。5)カプセル内視鏡は、カメラを内蔵した小型のカプセルを呑み込んで食道～直腸までの消化管全体の撮影を行うものである。処置具を
使うことができないため止血や切除などの治療は行えない。"
33,2,酵素は、種々の生体内の化学反応に関係する蛋白質で、酵素ごとに特定の臓器・組織で合成・分泌されている。酵素検査とは、血液中の酵素の濃度や活性を測定して、当該酵素が主に含まれる臓器の障害(臓器から逸脱した酵素の活性)や機能、代謝状態の変化等を調べる。2)ナトリウムは、電解質 (塩分)であり、酵素ではない。その他は酵素であり、1)クレアチンキナーゼ(CK)は、心臓・ 筋肉など、3)ALT、 4)ASTは両者ともトランスアミナーゼの一種で肝臓など、5)乳酸脱水素酵素 (LDH)はLDとも呼ばれ、肝臓 、赤血球、筋肉、悪性腫瘍などと関連が深い。
34,5,5)スパイロメトリーは、肺活量、1秒率等の基本的な換気機能を調べる検査で用いられるため正しい。1)脳波は脳の神経活動を調べる検査、2)筋電図は筋活動を調べる検査、3)心電図は心臓が拍動するときに生じる起電力の時間的変化を波形として記録する検査、4)PSG検査は睡眠時に脳波、呼吸、眼球運動、心電図、動脈血酸素飽和濃度等の生体信号を同時記録し、睡眠時無呼吸症候群などの睡眠障害を評価する検査である。
35,3,3)脳出血の出血病変は、CT検査にて明瞭に高輝度領域として描出されるので、脳出血の診断にCT検査は不可欠である。1)妊娠はCTでも判別できるが、CT検査は放射線を使った検査であり、胎児被ばくにより流産や胎児奇形など重大な影響を与えるリスクがあり、妊娠の診断のために行うことはあり得ない。妊娠の画像診断には超音波検査を行う。2)糖尿病には、血液検査(血糖値やHbAlc値など)、 4)高血圧症は、血圧測定、5)高脂血症は、血中脂質値の測定により診断され、CT検査などの画像検査では診断できない。
36,3,3)MRI(Magnetic Resonance lmaging、 磁気共鳴画像)は、2)CT検査と同様に体内の断面像が得られる検査であるが、CT検査がX線を用いてX線の透過性を画像化するのに対し、X線を用いずに、強い磁場と電波により体内の主に水素原子の分布状況を画像化する検査である。1)胃透視、5)逆行性腎孟造影はX線を通しにくい造影剤を用いて、 胃の表面の性状や腎孟・尿管の状態を調べるX線撮影検査、4)胸部単純撮影は造影剤を用いないX線撮影検査である。
37,2.3,3)核医学検査(アイソトープ検査、RI検査)は、がんや特定の臓器に集まりやすい微量の放射性元素を含んだ化合物を投与し、一定時間後にその物質から放出される放射線を体外においた放射線検出器で画像化する機能的画像検査である。がんに取り込まれやすい検査薬を用いて全身におけるがんの発見、心筋に取り込まれやすい検査薬を用いて心筋の血流の評価などを行う。2)PET検査は陽電子放出断層像の略称であり、シンチグラフイやSPECTとともに核医学検査の一種である。放射性物質の局在に関して断層画像が得られることが特徴であり、X線CTと組み合わせて解剖学的な部位との関係を明らかにするPET-CT検査もある。1)CT検査、5)血管造影検査は体外からX線の照射を行う検査であり、4)超音波検査は超音波を用いるものである。
38,1,超音波検査は、皮膚に密着させたプローブから非常に高い周波数の音波を照射してその反射波の性状から内部構造を観察する。1)超音波検査で用いられる音波は非常に周波数が高いため、直進性が高い一方、減衰性も高くなり、空気や脂肪組織中では著しく減衰する。そのため空気が存在するとそれより奥は観察できない。また、5)肥満(皮下脂肪)が強いと内臓の観察は困難になる。2)人体に対する影響は少なく胎児の観察も可能である。3)近距離部分の観察で反射波の戻りが早いこと、断面表示処理は比較的容易なためリアルタイムな動画像表示が可能である。4)ドップラー効果を測定することにより画像内で血流の向きや速度を擬似カラーにより表示できる。
39,4,4)内視鏡的治療は、消化管などの管腔や、腹壁などに加えた小切開孔に内視鏡を通して内臓等に治療を行うものであり、腹壁を切開し、直接、対象臓器に対する手術治療を行う開腹手術と比べて人体に与える影響 (侵襲)はかなり小さい。観血的治療とは切開等による出血を伴う治療をさすが、1)放射線治療は専ら体外からがん組織に放射線を照射する治療であり非観血的である。2)外科的治療は観血的である。3)内科的治療には生活指導等も含まれるが、多くは投薬による治療、すなわち薬物療法である。5)理学療法のように医師以外のコ・メディカルによって実施される治療は多数あるが、医師による指示のもとで行われる。
40,5,5)作業療法とは、身体又は精神に障害のある者の応用的動作能力又は社会的適応能力の回復を図るため、日常生活動作(ADL)訓練、家事、外出、工芸や工作等の作業を行わせることをいう。1)歩行訓練、2)筋力強化訓練、4)関 節可動域訓練は理学療法に分類されるものであり、3)言語聴覚訓練は言語聴覚療法に分類されるものである。
41,4,4)支持療法は、患者の自我を支えて情緒的な安定を図り、適応能力を回復させるために行う精神専門療法として最も広く用いられている。1)訓練療法は現実の体験をやり直させることで心理的構えを修正する方法で、代表的なものに森田療法、内観療法などが挙げられる。2)芸術療法は、芸術作品を鑑賞したり自ら作成することで精神機能の回復を図るもので、言語による接近が困難な場合に用いられることが多い。3)作業療法は日常生活動作(ADL)訓練、家事、外出、工芸や工作等の作業を行わせるものである。5)洞察療法は本人が自分の病理性を自ら洞察するように取り計らう方法で、代表的なものに精神分析療法・非支持的精神療法が挙げられる。
42,1,診療録等の医療記録は法律や規則によって一定期間の保存・保管が義務付けられている。1)助産録は保健師助産師看護師法第42条によって5年間保管しなければならないと定められているので、誤っている。2)診療録は医師法第24条と歯科医師法第23条、3)調剤録は薬剤師法第28条、4)歯科技工指示書は歯科技工士法第19条、5)救急救命処置録は救急救命士法第46条により定められており、2)～5)はいずれも正しい。
43,5,5)生活習慣病の有無は患者が今までかかった疾患名や治療中の疾患について聴取する既往歴の項目に含まれる。1)職業、習慣、2)嗜好物、3)飲酒、4)喫煙などの項目が生活歴に含まれる。
44,5,5)治験審査委員会では、治験計画の事前審査が行われる。すなわち、提出された「治験実施計画書」等をもとに、治験を実施することの倫理的・科学的および医学的・薬学的見地からの妥当性について審議を行う。また、治験期間が1年を超える場合には、年に1回以上、当該治験継続の適否について審査する。結果の評価を行う組織ではないので誤りである。1)～ 4)は正しい。
45,4,システマティック・レビューとは、バイアスによるデータの偏りを避けるため、広く文献を調べて質の高い研究データを抽出し、分析を行うことであり、導かれた結果はエビデンスレベルがもっとも高く、しばしば診療ガイドラインに反映される。4)は、良い結果が得られた研究データのみを抽出する段階で偏りを生じるため誤っており、1)～ 3)、 5)は正しい。
46,2,2)横断的研 究とは、対象集団のある時点での有病率を用いて、疾病の有無と何らかの要因保有状況との関連を明らかにする方法である。1)介入研究とは、対象集団を介入の有無に分け、両者を比較して介入の効果を調査する方法、3)症例対照研究とは、特定の危険因子の効果について、疾病との関連を、患者集団と病気に罹っていない対照集団とで比較検討する方法、4)、 5)コホート研究と、特定の共通特性を持つ固定集団を一定期間追跡調査して仮説を検証する方法である。
47,3,3)特異度とは、非罹患者 中の検査陰性者の割合のことであるので誤っている。1)、 2)、 4)、 5)はそれぞれ正しい定義である。
48,1,一様分布は、どの結果が起きる確率も等しいものをいい、たとえば、サイコロを振ったときの目の出方が該当する。正規分布(normal distribution)は、 下の図に示すように分布は左右対称であり、平均値(mean)と中央値が一致し、平均値と標準偏差(SD)で分布が定まる。平均値± lSDの区間に全体の約 68%が、平均値±2SDに約 95%が入る。よって1)は誤っており、2)～ 5)は正しい。
49,5,仮説検定の手順を整理すると以下のようになる。①帰無仮説と対立仮説を立てる。例:帰無仮説 : 新しい降圧剤はこれまでの薬と効果に差が無い。対立仮説 : 新しい降圧剤はこれまでの薬より効果が大きい。②有意水準を決める(たとえば、 α=0.05)。③検定のために使う統計量を決める。例:拡張期血圧の平均値 ④ 観測したデータから検定統計量の値を計算する。例:t検定のt値 ⑤検定統計量に基づいた帰無仮説の棄却域(α = 0.05)を計算する。③ 観測したデータから計算した検定統計量が棄却域に含まれれば帰無仮説を棄却し、対立仮説を採用する。したがって、5)が誤りである。
50,1,1)NCD(National Clinical Database)とは、全国の外科手術症例について集積されたデータベースである。外科系諸学会が中心となって推進しており、わが国の一般外科医の行う95%以上の手術がカバーされている。2)NDBとは、レセプト情報・特定健診等情報データベース (ナショナルデータベース)であり、医療機関から保険者に対して発行されるレセプト情報 と、特定健診・保健指導の結果 を集積したデータベースである。3)DPCデータベー ス とは、DPC制度のもと、各種診療実態データがDPC調査により大規模に集積されているものであり、一部は公開データとして利用できる。4)ゲノム情報データベースとは、ゲノムと疾患に関する知見を集積したもので各種のデータベースが存在する。5)全国がん登録データベースとは、がん登録推進法により、がんと診断されたすべての患者のがんに関するデー タを国に登録して集積されたデータベースである。
