2023IS,解答,解説
18,3,3)標本管理は採取した検体標本の管理であり、報告書の運用管理に関する機能でない。報告書の運用管理とは、1)進捗管理:報告書が作成から公開までの間のどの段階にあるのか、2)版数管理:報告書のどこがいつ変更されたか、4)未読管理:報告書を読むべき人力読んでいるかどうか、5)診断者管理:だれカ診断したか、を管理するものである。
19,1.3,DICOMに対応するPACSでは、照射線量情報である1)RDSR(Radiation Dose Structured Report)も、3)検査画像と同様にStorageサーピスクラスで保存し、Q/R(Query and Retrieve)サービスクラスで検索/取得できる。また、DICOM Web Services (PS3.18)に対応していれば、電子力ルテなどのDICOMプロトコルに対応しないシステムからもHTTP(World Wide Web)を使用した情報共有が可能である。2)照射録は診療放射線技師法第28条、同法施行規則第16条に記載事項の条件があり、主にRISで管理される。検査画像に造影の有無は記録されるが、4)使用した造影剤を登録するDICOMタグは存在するものの、造影剤名称などの登録は医事会計のためにRISなどに登録されることが一般的である。5)も同様にRISあるいは直接に物流システムに登録される。
20,4,4)不規則抗体がある患者への輸血では交差適合試験が必須だが、不規則抗体がない患者には交差適合試験をおこなわないコンピュータクロスマッチが適用可能である。コンピュータクロスマッチは、1)ABO血液型、2)D血液型の検査をあらかじめ実施し、不規則抗体スクリーニング検査により臨床的に問題となる抗体が検出されない場合、ABO血液型の適合のみで翰血が可能と判断される方法である。3)自己輸血ではない輸血時の検査において5)交差適合試験を省略できる。
21,3,診療報酬上の算定ルールにより、療法士1人が実施できるリハビリ訓練の時間に制限がある。1日18単位(1単位は20分)を標準として週108単位までであり、加えて、日24単位が上限とされており、3)療法士の訓練の上限を把握する必要がある。1)、2)、4)は病院組織として労務管理を行うため、リハビリ部門システムではなく、事務系部門の労務管理機能を利用して確認することになる。5)は患者に対して実施した単位数の確認(実施情報)であるため、労務管理機能ではない。
22,1,患者ごとの食事の種類・献立内容、エネルギーや食塩量、アレルギー情報や指示などを印刷したものが1)食札であり、トレーに載せてトレイメイク(盛り付け)・配膳を行うものである。よって、実際の食事オーダを構成する情報ではない。2)~5)については、すべて食事オーダを構成する情報である。
23,5,医療用医薬品の取り違え事故の防止、トレーサピリティの確保、流通の効率化を推進するため、薬機法に基づいて医療用医薬品や医療機器等への造段階でのバーコード表示(ソースマーキング)が義務化されいている。1)~3)はソースマーキングにより実現できることであり正しい。令和4年9月の厚生労働省通知「医療機器、体外診断用医薬品等を特定するための符号の容器への表示等について」より4)は正しい。同年同月の通知「医療用医薬品を特定するための符号の容器への表示等について」では、特定生物由来製品には調剤包装単位で「商品コード」「有効期限」「製造番号又は製造記号」の表示を義務付けているが、その他の医薬品では「商品コード」のみ義務化とし、「有効期限」は義務化されておらず5)が誤りである。
24,1,1)SPDシステムは、Supply(供給) Processing(加工) and Distribution(分配)システムの略称であり、医療機関で用いる医薬品や医療材料の在庫管理・定数管理・発注などの物流管理業務を支援するシステムである。2)組織の財務状況を把握・分析し、経営戦略の立案を支援するシステム、3)院内がん登録や全国がん登録を目的に、がんの診断・治療・経過などに関する情報を収集・保管・整理・分析するシステム、4)患者登録や受付・会計・診療報酬請求などの業務システム、5)医療事故につながる事例や実際に医療事故が起こってしまった事例について報告・分析・共有するシステムである。
25,2,2)慱瘡の処置記録は看護計画に必要な機能であり、栄養サポートチーム(Nutrition Support Team:NST)の支援システムとしての必要性は低い。1)、3)~5)はNSTを支援する機能である。
26,3.5,3)を優先した場合、システム導入の遅延、システムのカスタマイズが多数発生するなどの問題が生じうる。さらに、通常業務の運用に支障をきたす可能性が高まるため適切でない。5)従来の業務フローを踏襲することを重視した場合、導入システムが想定する業務フローとの乖離が大きくなり、システム全体の運用変更が大きくなり導入困難となる可能性も生じるため適切でない。システム導入に合わせて全体最適の視点で業務改善を目指し、従来の業務フローを見直すべきである。1)、2)、4)はいずれも正しい。
27,1.2,外部環境要因は、企業や病院など組織の内部環境の外に存在し、組織の事業に影響を及ぼす可能性のある要素を指す。l)情報技術の革新は外部環境要因であり、近年ではスマートデバイスの隆興がその例である。一方、政策的な面では2)保険医療制度の動向も重要である。診療報酬の改定は、病院情報システムの導入や更新へ直接的に影響を与えうる。3)~5)はいずれも内部環境要因である。
28,2,RFI(Request for lnformation)は「情報提供依頼書」と呼ばれるものであり、情報システムなどの調達を計画する側が、システムインテグレーター(System lntegrator:SIer)ゃべンダーなどの相手企業に対して、相手企業の基本情報や相手製品の基本情報・技術情報、機能要件などの提供を求めるための依頼書である。したがって、2)調達範囲は医療情報システムを調達する病院側が決定するものであり、RFIにより相手企業から得られる情報には含まれな
29,1,リースとは、契約者が利用したい物件をリース会社が調達し、一定期間、契約者に貸し出す仕組みである。貸し出し期間は物件の法定耐用年数をもとに定められており、通常3年以上である。よって1)が誤りである。物件の所有権はリース会社にあるが、2)物件の管理は契約者が行い、3)原則として途中解約はできない。また、契約者は物件調達のための初期費用が不要であり、毎月定額のリース料を一定期間支払う方式のため4)キャッシュフローを平準化することができる。さらに、物件の固定資産税は、リース会社が申告から納付まで行うため、契約者は5)物件に関わる税務上の事務処理を省力化できる。
30,1.2,1)業務部門からの要求をそのままべンダーに伝えるのではなく、要求を検討し、必要性や優先度を判断する必要がある。2)システム導入時において、部門間の利害や貴任分界点の明確化により、対立が起きやすいが、中立的な立場で調整を行い、部門間の調整役を果たすことが求められる。よって、1)2)が適切でない。3)~5)ついては、病院情報システムの導入プロジェクトにおける医療情報部門担当者の対応として、いずれも適切である。
31,5,5)接続テストのテスト項目をシステム導入の要求仕様書作成の段階で全て洗い出すことは現実的に不可能であり、適切でない。1)種類ではなく具体的なシステム名を記載する必要がある。2)既存システムにも変更が必要かどうか明確にする必要がある。3)連携仕様書が見積段階で入手可能か、入手時に秘密保持契約が必要かどうか、などを明確にする必要がある。4)接続テストでは既存システム側にもコストが発生するが、その負担方法を明確にする必要がある。
32,2,病院情報システムは、病院の診療業務を支援する情報システムである。このようなシステムの安全な運用を実現するために、管理者と利用者が道守すべき使用機器、ソフトウェアおよび運用に必要な仕組み全般の取り扱いと管理に関する規定などを定めたものが「運用管理規程」であり、2)が正しい。1)は「医療情報システムの安全管理に関するガイドライン」などを指し、3)~5)は「運用管理規程」と直接関係しない。
33,3,3)は情報セキュリティ対策として正しい。1)情報セキュリティの観点からユーザには必要最小限の権限を与えるべきである。2)一つの端末が侵害されると他の全て端末も危険にさらされることから端末ごとに異なるパスワードを設定すべきである。4)装置のセキュリティ設定やアクセス制御が誤った構成にされる可能性は否定できず、それが情報漏洩などのリスクを顕在化する可能性が高まるため、病院側も設定に関与すべきである。5)telnetは認証を含むすべての通信を暗号化せず平文で送信する仕様のため、傍受による情報漏洩のおそれがあり利用すべきでない。
34,1.3,1)医薬品や臨床検査などのマスターは、適切にコードが管理されたうえで、定期的に更新される。更新のたびに差分データも公開され、自施設のマスター更新を円滑に行うことができる。3)他施設とデータ連携を行う際に、コード体系が一致しない場合はテキスト情報で共有せざるを得ず、検索や集計が円滑に行えない。このため、双方のコード体系を標準マスターに合わせておくことが望ましい。2)ユーザ情報など、そもそも施設ごとに異なるマスターについては標準マスターの適用対象でなく、5)独自運用のために特化したものでない。4)標準マスターの利用は見読性や保存性を高めるが、真正性を直接的に高めるものではない。
35,3,3)セグリゲーションは「segregation of duties(職務の分離)」を意味する。組織の内部統制の手法のひとつであり、意図的に特定の従業者に集中している業務を分離したり、業務の執行者と承認者の権限や職責を明確に分離したりすることで、従業者が常にモニタリングされている組織設計をすることを指す。従業者の不正行為は、同僚や上司に自分の行動が知られない、または関心がもたれないというモニタリングの欠如から発生することが多いとされており、これを未然に防止することを目的とする。
36,1,システム担当者として障害復旧にあたるため、その原因を特定する必要がある。原因特定のため、まず発生状況(どのような現象がどのような範囲で起こっているかなど)を把握する必要があり、1)が正解となる。2)安易にサーバを再起動すると、障害の原因が特定できず復旧が遅延したり、連動する他のシステムにも障害を引き起こしたりする可能性がある。3)復旧にかかる予想時間や紙運用への切り替えなど、障害情報を正確に把握した上で状況に応じた対応をアナウンスする必要がある。4)バックアッププロセスを中断することで、リストアが出来なくなる恐れがある。5)マニュアル整備は再発防止策として障害復旧後に行うべきことである。いずれも初動としては不適切である。
37,2.3,紙運用は電子力ルテシステムが使用不可能な状況での運用であり3)は正しく、2)のとおり紙運用の実効性は検証しておくべきであり正し1)白紙による運用は管理が困難であり、実施内容の確認にも影響を与えるため、電子力ルテ導入以前に使用していた伝票・帳票類による運用を参考とする。4)紙運用で使用した各種伝票類をもとに電子力ルテに事後入力することは可能であり、その場合、紙の保存は不要である。紙運用の詳細は運用管理規定に定める必要がある。5)予備系システムを準備していても、災害によっては予備系システムも利用できない状況も起こりうるため、紙運用も想定すべきである。
38,2,「3ー2ー1ルール」はバックアップ業務のベストプラクティスを指す用語である。データは少なくとも「3つ(オリジナル1つ+コピー2つ)」持ち、コピーを「2種類の媒体」に保存し、そのうち「1つはオフライン」で保管することを指す。よって正答は2)となる。「3ー2ー1ルール」の「1」については、「1つはオフサイト(遠隔地)」で保管とする場合もある。
39,4,サービスデスクの主な業務は、システム利用者からのサービス要求、マスターや設定など定型業務の変更受付、障害対応などを処理することである。4)システム改修のコスト見積もりや明細の作成は、システム開発やプロジェクト管理の担当者の役割であり、サービスデスクが行うオペレーションでない。1)~3)、5)については、いずれもサービスデスクか行うオペレーションである。
40,5,1)「処方内容(控え)」は電子処方箋を選択した患者に渡されるもの、2)電子処方箋管理サーピスに登録済みの処方箋を修正することは可能(ただし、修正後の処方箋の引換番号は新しいものとなる)、3)電子処方箋管理サービスに疑義照会の機能はないため従来通りの方法(電話など)で行う、4)医療機関カ認した投薬記録が診療上必要な情報であれば電子力ルテに記載する。以上のとおり、1)~4)は誤りである。令和5年現在、オンライン診療では患者が顔認証付きカードリーダーを操作できないためマイナンバーカードによる認証が行えない。そのため、患者が薬剤情報を医療機関に提供することに同意することができない。よって5)が正解となる。なお、健康保険証で資格確認すればオンライン診療においても電子処方箋を発行できる。
41,3,電子カルテが診療録として認められるために、真正性、見読性、保存性の確保が求められている。真正性の確保のため、「作成貴任の所在が明確である」ことと、「故意または過失による、虚偽入力、書き換え、消去、及び混同が防止されている」ことが必要である。3)診療記録の修正履歴の保存は、後者を実現するために必要な機能といえる。また、医師法施行規則によると、診療録(=電子カルテ)の内容は、診療を受けた者の住所、氏名、性別及び年齢、病名及び主要症状、治療方法(処方及び処置)、療の年月日とされている。1) 2) 4) 5)の選択肢はこれらに該当せず、電子カルテが診療録であるために必須の機能は3)となる。
42,1.2,オンライン診療の実施は、厚生労働省の「オンライン診療の適切な実施に関する指針」に従う必要がある。同指針より、信頼性の高い機関によって発行されたサーバ証明書を用いた1)暗号化通信の実施が求められている。医学的知哉のみならず、情報通信機器の使用や情報セキュリティなどに関する知識が必要となるため、2)医師に研修が義務づけられている。3)録画などの実施は推奨しておらず、患者側、医師側ともに録画などを同意なく行うことがないよう確認することを求めている。4)責任分界点を明確にすることを条件に、オンライン診療システムの中にビデオ会議システムなどの汎用サービスを組み込むことを認めている。5)電子力ルテ端末での実施は義務づけられていない。むしろセキュリティ上の懸念から注意喚起している。
43,1.4,1)患者の診療情報は要配慮個人情報であり、地域医療連携システムを介した他施設への提供には本人の同意が必要である。4)地域医療連携システムの機能を介して施設間で患者情報を連携する仕組みのため、参加施設が同じ病院情報システムを利用している必要はない。よって、1) 4)が誤り。2)地域医療連携で収益が増加するとは限らないないので、維持費は課題となる。3)医療機関間で患者情報を共有し、医療連携を円滑に行うことが地域医療連携システムの目的である。5)医療機関の違いで検査や薬剤のコードが異なる可能性があり、相互運用性を確保するためにはコード変換が必要となる。
44,3,PHR(Personal Health Record:個人健康記録)は公的機関に限らず民間業者によっても運営されており、3)が誤りである。PHRは1)法的記録ではなく、個人が自らの健康情報を活用するための仕組みであり、本人のバイタル情報や診療情報、2)健診情報を登録できる。4)本人の意思により健康に関する情報を記録でき、また医療機関などに閲覧の許可を与えることができる。本人が入手した5)複数医療機関の診療情報を保存することもできる。
45,2,2)院外処方箋を電子化する電子処方箋ではなく、あくまで紙の院外処方箋による運用である。処方箋は法令で定められた期間(通常3年間)保存する必要がありその間は破棄できな院外処方箋に印字された2次元バーコードは院外薬局側の入力作業を効率化するものであり1)、3)、4)は正しい。5)は、処方箋の記載と2次元コードの読み取り結果が異なれば疑義照会が行われるため、改ざんの検知が期待できる。
46,1.4,1)ケアプランは介護支援専門員(ケアマネージャー)が作成する記録であり、4)訪問看護指示書は医師が作成する記録である。3)訪問看護計画書、5)訪問看護報告書は、診療報酬制度、介護報酬制度において様式が定められており、訪問看護師が必ず作成する記録である。2)連絡ノートは制度上定められたものではないが、一人の対象者に様々な事業所が関わるという在宅医療の性質上、頻繁に用いられる記録である。なお、厚生労働省の「在宅医療・介護連携推進事業の手引き」においては、事業者間に留まらず対象者の意思決定に活用する使途もあるとされている。
47,4,4)要介護度は一次判定結果と主治医意見書をもとに介護認定審査会が審査・判定する。コンピュータによる判定は一次判定である。1)ケアプランデータの連携は介護に有用である。2)2019年よりマイナポータルにて介護ワンストップサービスが開始され、関連行政手続きをオンライン申請できるようになった。3)被介護者をIoTデバイスで見守ることは介護支援に有用である。5)厚生労働省は、介護関連情報の収集、分析、現場へのフィードバックを目的とした科学的介護データベースである「LIFE(Longterm care lnformation system For Evidence)」を2021年度より運用開始した。
48,1.5,DICOMでは、画像(インスタンス)ごとにタグ情報を記載でき、その中に1)検査を実施した技師情報を記録できる。日本の病院情報システムでは、オーダェントリシステムで検査オーダを識別する5)検査番号(Accession number)が発行され、これがRISへ伝達され、RISからレポートシステムやモダリティにも伝達され、レポートや画像に含めることで一連の紐付けがなされる。2)薬剤情報を記載するDICOMタグは存在するが、注射オーダ情報は取り扱えない。3)UIDは、画像(インスタンス)単位、シリーズ単位、検査単位を世界中で一意に特定する番号である。患者単位を識別する患者IDをUIDに紐付けることができるが、1患者に対して複数のUIDが発行できるため、UIDが患者を1:1の関係で一意に特定することはできない。4)DICOMでは放射線治療の照射線量分布の情報は、治療計画情報を介して画像情報が参照する関係であり、照射線量分布図を画像としては扱っていない。
49,3,医療情報に関する規格とデータ実体(インスタンス)の表現形式の組合せを問うており、HL7 FHIRではメッセージや文書をJSONやXMLで表現し取り扱うため3)が正しい。1)DICOMはSOPをデータエレメント(Tag+VR+Value Length+Value Field)を連結したバイナリーデータ、2)HL7 CDA R2はXML、4)HL7 V2 メッセージは「｜」などをデリミタ(区切り文字)としたテキストデータ、5)HL7 V3 メッセージはXMLで表示される。
50,2,SS-MIX標準化ストレージには、国際標準規格ISO27931(HL7 V2.5)に準拠した診療情報(患者基本情報、入退院・外来受診歴、アレルギー情報、傷病名、食事・処方・注射・放射線検査・内視鏡検査のオーダおよび実施情報、検体検査・生理検査のオーダおよび結果情報など)が、患者・診療日・データ種別から構成される階層型フォルダに格納される。2)放射線画像はSS-MⅨ2標準化ストレージの対象外であり格納されない。1)、3)~5)は、SS-MⅨ2標準化ストレージに格納される診療情報である。
51,5,個人情報の保護に関する法律第20条(適正な取得)第2項に、あらかじめ本人の同意を得ないで要配慮個人情報を取得できる場合が規定されている。「医療・介護関係事業者における個人情報の適切な取扱いのためのガイダンス」(以下、ガイダンス)においても、医療機関が患者本人から要配慮個人情報を適正に直接取得する場合は、その行為をもって本人の同意があったものと解されるとしており、5)が正しい。1)個人情報保護法の規定から、医療機関は個人情報取扱事業者である。2)個人情報保護法第28条(外国にある第三者への提供の制限)に適合すれば国外への提供は可能である。3)診療録には(保険診療では診療が完結してから)5年間の保存義務があり、患者の請求に応じて削除する事は違法となりうる。4)要配慮個人情報はオプトアウト方式での第三者提供は禁止されており、ガイダンスにおいても「黙示の同意」があったと考えられる利用目的の範囲は、患者のための医療サービスの提供に必要な利用の範囲とされている。
52,3,個人情報の保護に関する法律の2021年改正により、学術研究目的の個人データ利用に対する個人情報取扱事業者の義勝の一律な適用除外が廃止された。個人データにあたる診療情報を医学研究目的で扱う場合、安全管理措置に係る義務は生じることとなり、3)が正しい。法改正により地方公共団体も法律の対象となったが、定義上、地方公共団体は個人情報取扱事業者の対象外とされる。ただし、地方公共団体の病院や大学の運営の業務には個人情報取扱事業者とみなして個人情報や個人データ等に対する義務が適用される特例が定められている(法第五十八条の2)ため、1)は誤り。診療情報から仮名加工情報を作成する場合、利用目的を公表する必要があり2)は誤り。要配慮個人情報に該当する診療情報を漏えいした場合、件数を間わず個人情報保護委員会への報告義務が生じるため4)は誤り。利用停止の申し出は本人の権利であり、個人情報取扱事業者側に不法行為がなくとも対応する必要があるため5)は誤りである。
53,4,4)が正解である。「ブレークグラス」の名称は、非常時に消火栓装置を使用したとき、非常押しボタンを覆うガラスカバーが割れている状態が痕跡として残ることに由来する。1)はファイヤーウォールなどの境界防御型のネットワークセキュリティの管理手法、2)は院内における無線LANの不正な使用を防止するためのステルスモードの利用による対策、3)はシングルサインオン、5)はDoS/DDoS攻撃の説明である。
54,5,5)ランサムウェアに感染した兆候を確認した際に、最も優先すべき行動は感染の拡大を防ぐことである。そのため、まずネットワークから該当端末を隔離することが必要となる。1)、3)、4)については感染の調査や対応としては必要だが、ランサムウェアの感染拡大への早急な対応を考慮すると、これらの行動は初期対応としては適切でない。2)については感染リスクを広げる可能性があるため適切でない。
55,3,当該ガイドラインでは「運用管理規程において、改ざんの動機が生じないと考えられる期間(長くとも1~2日程度以内)を定めるとともに、その期間内に遅滞なくスキャンを行わなければならない。」とある。よって3)1~2日が正解となる。合理的な理由があれば遅滞が許容される。たとえば、夜間や休日は人員の関係などで即時のスキャンが難しいことが想定されるので、1)3時間、2)12時間は現実的とはいえない。一方で、4)1週間、5)1ヶ月は長すぎると考えられる。
56,4,リアルワールドデータ(Real WorId Data:RWD)は、電子力ルテ・レセプト・DPCなどの日常診療や保険請求のためのデータを包括的に集めたものである。レセプトやDPCデータには施設間で共通のレセプト電算コードが付与されているが、電子力ルテデータには施設独自のローカルコードが付与されていることが多い。したがって、RWDを多施設間の臨床研究に用いるためには、それぞれの施設で電子力ルテデータのローカルコードを共通の方法で標準コードにマッピングする必要があり、4)は適切でない。1)~3)、5)はRWDを用いた臨床研究における課題の指摘として適切である。
57,1,ETL(Extract Transform Load)は、業務用システムのデータベースから各種データを抽出(Extract)し、各種要件に基づきデータを変換(Transformした上で、データウェアハウスに書き込む処理(Load)であり、2)~5)の機能に該当する。1)正規化は、リレーショナルデータベースを設計する際に行われる作業であり、ETLの主要な機能ではない。
58,3,退院後、患者が自施設を再び受診しなかった場合、患者のその後の転帰については、追跡調査などを実施しない限り不明である。そのため、自施設の病院情報システムに蓄積されたデータのみでは死亡に関する情報が無いため3)がん5年生存率を導出することは困難である。日本でがんと診断されたすべての患者のデータを国でまとめて集計・分析・管理する仕組みが「全国がん登録」である。このデータベースを利活用することで、がんの罹患率、進行度、生存率などの統計情報を得ることができる。1)、2)、4)、5)については自施設の病院情報システムに蓄積されたデータより算出できる。
59,1.3,1)SWOT分析は自院を取巻く内部環境と外部環境について、プラス要因とマイナス要因に分類して分析する手法であり、保有する患者データの詳細を分析するために適用する手法ではない。3)KPI(Key Performance lndicator:重要業績評価指標)は組織の目標を達成するための重要な業績評価の指標である。病院経営において従業員の満足度向上を目指す場合、フィードバックの収集、コミュニケーションの強化、教育・トレーニングの提供など、包括的なアプローチを採用する必要がある。よって、1)、3)が誤りである。2)、4)、5)はいずれも正しい。
60,3.4,オフサイドモニタリングでは病院外から電子カルテにアクセスすることになるため、3)使用するPCとネットワークが安全なものかどうか事前に確認すべきである。モニタ(モニタリング担当者)が実際に来院しないため、なりすましの可能性があることから4)本人確認の手順を事前に確認すべきである。よって、3)、4)が正解となる。1)、2)、5)は医療情報システム担当者が確認すべき事項ではない。1)必ずしも確認する必要はないが、研究者に対して確認すべき内容である。2)研究者に対して正しい手続きを踏んでいるかを確認する内容である。5)研究者がモニタに対して適切なスキルを有しているかを確認する内容である。
