2014IS,解答,解説
12,1.3,一般に、医師などのスタッフや特別な物品が必要な検査は随時実施することが困難で、オープン予約になじまない。1)予約内容に応じて放射性同位元素を準備したり、それを投与したりする医師を確保する必要があるため、予約時に依頼側と実施担当部局との間で打合せが必要である。3)検査を実施する医師や物品の確保が必要となるため、予約時に依頼側と実施担当部局との間で打合せが必要である。2)、4)、5)は通常の検査内容であれば医師や特別の物品の確保を必要としないため、オープン予約が可能である。
13,1,1)予約診療において、患者の病状によっては、他の患者の予約時間を守ることより、その患者の診療を優先すべき状況が生じることがある。その場合は、たとえ設定人数を超えたとしても、その患者の予約を入れることが必要になるため、禁止するのは適切でない。2)長時間にわたる処置や説明など、複数の時間枠での診療が必要となることがあらかじめわかっている場合に、利便性の向上と予約漏れの防止に有効な機能である。3)予約ミスによる重複予約の発生を予防するために有効な機能である。4)予約人数がその時間帯に診療可能な人数を超えてしまうことを防ぐために必要な機能である。ただし、1)の解説で述べたとおり、あくまでもその人数は原則であり、臨床上の必要性が上回った場合は、それを超える人数でも予約を入れられるようにしておく必要がある。5)診療内容によっては、あらかじめ人数に応じた準備が必要となるため、そのための時間を確保するために、締め切り時間を設ける必要がある。
14,5,5)切り替える前の投与記録に、本来の薬剤名でなく、切り替え後の薬剤名が表示されてしまい、安全性に重大な問題が生じる。後発医薬品には別のコードを割り当てるべきである。1)～ 4)は薬剤オーダに不可欠な、あるいは安全性を高めるために有効な機能である。
15,3.5,3)ひとつの依頼項目に対し、複数の結果項目が発生する検査(複数回の結果が発生する糖負荷試験など)がある。このため、ひとつの依頼項 目にひとつの結果項 目が対応するとは限らない。5)検査項目によっては検査に要する時間が著しく異なるため、結果が出る度に報告する。1)実際に分析を行う個々の分析装置に被測定者のIDや検査項目などを送信する必要がある。2)検体が得られなかったり、量が不足していたりすることもあるため、到着処理を行って検体の存在を確認してから検査を実施する。4)性別や年齢によって基準値が異なる項 目(例 : 赤血球数は男女で基準値が異なる)があるため、基準値マスターは性別や年齢などに応じて設定する必要がある。
16,5,PACSはPicture Archiving and Communication Systemの略で医用画像や動画の管理に用いられる。おもに放射線部門で用いられるが、超音波検査や内視鏡検査の結果などにも使用できる。5)内視鏡検査の画像や動画は、DICOMコンバータを介してPACSで管理することができる。1)栄養管理システムは医用画像を管理しないので、PACSを使用する必要性は乏しい。2)～4)は、主にコード情報、数値情報や文字情報で検査結果を管理するため、医用画像や動画を管理する必要性は乏しい。
17,1,1)病理検査は、普通染色にて判別困難な細胞や物質を観察するため、特殊染色などを追加することがある。この場合、病理医の判断により、部門側で独自にオーダを追加する。2)～5)臨床検査技師は、医師の指示なく検査を行うことはできない。そのため、部門側で独自にオーダを追加することはない。
18,3,3)麻酔記録や手術室の看護記録には、手術中に実施した輸血も記録する。ただし、これらは手術部門システムで管理しているので、輸血部門システムで管理する必要はない。1)、2)、5)輸血管理で最も重 要なことは、血液型不適合輸血などの事故を防止することである。そのため、個々の血液製剤に番号をつけ、患者の血液型などと照合することは、輸血部門システムの基本機能といえる。4)自己血輸血とは、あらかじめ患者自身の血液を採血しておき、手術時に輸血する療法である。 自分の血液なので、不適合輸血などのリスクを最小限に抑えることができるという利点がある。この場合も、他の患者との取り違え防止や有効期限の管理などは必要であるから、輸血部門システムでの管理対象となる。
19,3.5,3)表示ソフトのPCの技術的制約 (OS、メモリ容量)や紹介先病院の電子カルテ端末管理上の制限などのため、必ずしも表示できるとは限らないので、表示ソフトを添付するかどうかは決められていない。5)画像の保存義務は検査実施機関にあり、紹介された医療機関には紹介状の保存義務はあるが、添付資料である画像の保存義務はない。ただし、その画像が診療の根拠になる場合は、診療根拠として自院で保存することを勧める意見もある。1)IHE-ITIのPDIに準拠しており、DICOM形式の画像を使用している。2)保険医療機関が、患者の退院日の属する月またはその翌月に、添付の必要を認め、患者の同意を得て、別の保険医療機関、精神障害者施設または介護老人保健施設に対して、退院後の治療計画、検査結果、画像診断に係る画像情報その他の必要な情報を添付して紹介を行った場合は、所定点数に200点を加算できる。4)DICOM画像は患者氏名、医療機関名などが記載されており、フリーの表示ソフトを使って容易に参照できる。そのため、紛失した場合などを考慮すると、個人情報保護上、暗号化することが望ましいと考えられる。
20,3,3)熱型表は、患者の経過を一覧で表示した記録で、患者のバイタルサインなどの計測データ、注射や内外用薬の投与、処置・検査の実施、食事・水分の摂取量、尿量などの情報によって構成される。心臓超音波検査は、結果レポートや画像を熱型表から参照できると便利ではあるが、連動させる必要性はかなり低い。1)、2)、4)、5)ICU・CCUなどの重症患者の情報管理システムは、ベッドサイドモニター、人工呼吸器、尿量測定器などと連動している。
21,1.3,看護管理を支援する情報システムとは、看護管理の目的を達成するために有用な情報を扱うシステムのことをいう。最近では、病院経営において重要な空床管理システムの運用に、看護部門が関与する医療機関が増えている。1)薬剤管理システムは、薬剤の在庫管理や発注・仕入管理、薬剤師の業務支援など、薬剤管理業務を支援する情報システムである。3)物流管理システムは、看護業務を支援する情報システムとして位置づけられる。
22,3,看護業務を支援する情報システムは、看護業務のうち主に診療の補助業務(指示受け、与薬管理など)や接点業務(看護業務確認のためのワークシートの作成や業務実施時の患者誤認防止など)を支援するものである。3)栄養管理システムは、食数管理・献立作成・食材管理や患者の禁止食品の献立への反映など、栄養管理業務を支援する情報システムである。
23,4,歯科診療は診療台(診療用チェア)で行われるため、 予約システムでは歯科医師のスケジュールだけでなく、診療用チェアの空き状況も考慮する必要がある。また、再診時に口腔衛生指導を行う歯科衛生士のスケジュールや口腔内に装着する歯科技工物の作成スケジュールも外来再診予約に必要な情報である。4)歯科技工士は各種装置の製作に関与するが、外来再診予約システムに歯科技工士のスケジュールまでは必要でない。
24,3.4,3点チェックの目的は、患者に投与する前に、実施者および患者のIDと注射ボトル・パックに貼られた施用単位ごとの薬剤ラベルのコードを読ませることにより、誤った患者へ投与しようとした場合の警告やラベル発行後の指示変更の検知などをしたり、誰がいつ投与したのかの記録を残したりすることである。3)オーダした医師のIDは、薬剤オーダの3点チェックの際には読まない。4)点滴内に入れる薬剤のコードは、薬剤部で薬品払い出し時や注射準備の混注の際に読まれる情報で、3点チェックの際には用いない。
25,5,5)時間をさかのぼって安易に実施入力を行うと、実施入力時のチェック機能を活用することができず、患者取り違えなどの原因になる。よって、医療安全に直接寄与する機能とはいえない。1)薬剤の用量間違いは、過量投与などを生じ、死亡事故などの重大な結果を招くことがある。このため、用量チェックは、オーダエントリシステムの重要な機能のひとつである。2)バーコードを用いた患者の確認は、医療者および薬剤の確認とあわせて「3点認証」と呼ばれ、患者取り違えを防ぐほか、変更や中止になったオーダの実施を防ぐ効果が期待できる。3)医療への患者参加は、安全性を向上させるとされている。4)アレルギー情報は、薬剤、給食、検査など多くの分野で使用する情報で、全職種で共有する重要な情報である。
26,3,3)業務の継続性は大切なことであるが、システム化を契機に従来の業務フローを見直し、システムを再構築する必要がある。1)解決した事項でも、その内容について関係者の認識が一致しているとは限らないので、記録を残す必要がある。2)システム構築では、納期や費用の面から、要望のあった機能をすべて実装することは難しい。そのため、導入によって解決したい病院の課題を明確にし、優先順位をつけることが重要である。4)システム構築にあたっては、一部門の利益を優先せず、全体最適をめざす必要がある。5)医療サービスの特性上、極めて稀なケースに対応せざるを得ない場合もある。このようなケースの全てに対応できるシステムを構築することは困難なので、運用で対応することも必要である(例 : 災害時に、通常設定されていない病床に入床させる場合)。
27,3.5,3)カスタマイズが増えると、スケジュールが延び、コストが増加することを考慮しなければならない。5)ユーザからカスタマイズの要望があった場合は、単に機能上の改修要望を聞くのではなく、カスタマイズによって「どのような業務を行いたいのか」を把握することが重要である。ユーザがパッケージ製品のすべての機能を理解していることは稀であり、既存の機能のみで対応できる場合が少なくない。1)カスタマイズ要件の整備は、ユーザの要望を把握した上で、全体最適の観点から、ベンダとすり合わせていくことが望ましい。2)カスタマイズが多くなるほど、システムは不安定になりやすい。4)カスタマイズを行うと、ベンダ側の標準仕様から外れるため、保守を行いにくくなる場合がある。
28,3,電子カルテシステムの導入順は、5)導入プロジェクトチームの設置、1)予算計画、4)導入スケジュールの作成、2)要求仕様書の作成、3)操作マニュアルの作成である。5)、1)の順は入れ替わって、予算から始まる場合も可能性としてはあるが、導入スケジュールはチームが作成するものであり、スケジュールに従って要求仕様書が作成される。これらが終了し、アプリケーションが開発され、マスターファイルが作成されて、システム画面が見えるようになり、はじめて操作マニュアルを作成することができる。
29,1,調達時の提案依頼書は、要求仕様を決める前段階であり、ある目標を設定した場合に各社が保持するもの、あるいは将来開発するものとしての提案を依頼するものである。したがって、システム化の目標は当然のこと、機器開発がある場合には、開発機器のコスト負担配分、あるいは仕様書に合致するかどうかの評価基準、導入機器のハードウェア性能の保証要件を事前に確認することは重要である。しかし、1)単体テスト自体は仕様が決まらなくては計画できないので、適切でない。
30,削除,
31,1,1)大規模災害時は、少ない職員で対応せざるを得ないので、通常よりもアクセス制限を緩くすることが想定される。また、院外の支援人員がいる場合もあるので、通常は業務に従事していない者にもアクセスを許可しなければならない場合もあると考えられる。2)アクセス権限を管理する責任者は必要最低限にすべきである。3)ユーザごとに職務に応じて使用可能なアプリケーションを設定する必要がある。4)ユーザごとに職務に応じて使用可能なデータを設定する必要がある。5)パスワードの変更などセキュリティに関しては定期的に監査する必要がある。
32,3,3)患者情報の誤りを発見した場合には、登録誤り、システムの誤作動などが考えられるので、利用者は管理者に連絡する必要がある。1)ネットワークの設定は管理者が行う。2)私有のスマートフォンのUSB接続はウイルス感染、データの漏洩などが危惧されるので、禁止されていることが多い。4)たとえ業務に有効であってもソフトウェアを端末にインストールすると、メモリ領域の設定の重複、CPU占有など、既存のソフトに支障を及ぼすことがあるので、管理者に許可を得る必要がある。5)情報漏洩時には、ログに記録された、誰がどの情報にアクセスしたかを調べるので、他者のログインした端末を利用して参照することは許されない。
33,4,4)委託業者であっても、誰が入力あるいは参照したかを記録する必要があり、他者のIDを使用させることがあってはならない。1)退職した職員のIDを削除した場合、同IDで記録された診療記録などの登録情報が失われ、誰が記載した記録かという真正性が失われることになる。2)管理者であっても、利用者のパスワードは参照できないようにするほうが不正を防止できる。3)アクセスログを収集し、定期的にその内容をチェックすることは、不正アクセスを防止するために有効な対策である。5)利用者がIDとパスワードを書いた紙をパソコンに貼ることを禁止することは不正アクセス防止のために重要である。
34,1,1)「病院情報システムの利用者心得」には、病院情報システムの利用者が心得ておかねばならない基本事項が書かれている。IDとパスワードによる認証は必ずしも安全ではないが、安価な認証方法であることから広く使われている。この方法による安全性を担保するにはパスワードの定期的な変更が必須である。「医療情報システムの安全管理に関するガイドライン第4.2版」では、定期的な変更を徹底させることは困難であるとして、生体認証など他の手段との併用を推奨している。2)～5)いずれも病院情報システムの利用者の心得として重要なものである。「病院情報システムの利用者心得」の説明があるサイトhttp://www.jami.jp/hcit/HCIT_SITES/job.php?job = info//13hi_up_info.html
35,3.4,3)や4)は、ともに人為的な原因によるシステム障害を予防するための方策である。1)は物理的な対策であり、システム障害の予防策にはならない。2)は運用上の対策である。5)はシステム障害の予防策ではなく、システム障害が発生したときの対応策である。
36,2,2)BCP(Business Continuity Plan)は事業継続計画と訳されるが、ここでいう事業とは対象とする組織が担う本来の仕事という意味である。病院など医療機関の本来の仕事は患者の診療であり、災害時においても使うことができるあらゆる手段と情報を用いて診療の継続を図らねばならない。完全復旧するまで診療録の参照を禁止すると、診療が継続できない。
37,2,2)病院情報システムに障害が発生した時、最初に行うことは障害記録票を起票し、直ちにソフトウェアによる障害なのかハードウェアによる障害なのかを切り分け、障害の影響範囲を見極めることである。次に、影響の及ぶ関連部門への周知と関連部門への協力要請を行い、その後に病院情報システムの障害回復処理が始まる。すなわち、病院情報システムの障害時においても最優先するのは患者診療の継続である。1)は障害発生時の最初の段階での処理であるが、そのなかに5)や3)が含まれる。また、4)は障害時でなくとも必要なことである。
38,2.4,1)診療報酬改定では、その算定根拠が追加変更されることがあり、電子カルテシステム全体にその影響が波及する場合がある。3)診療報酬改定でプログラムの変更が必要となった場合だけではなく、マスター類を変更しただけの場合でも、その影響を確認するためにシステム全体のテストを行うべきである。5)パッケージソフトであっても、すべての診療報酬改定を想定して作成することはできず、マスターやパラメータの変更だけでは対応できない場合がある。
39,4,4)介護保険者が被保険者管理、利用者給付管理などに使用する情報システムは、様々な業者から発売され、使用されており、全国標準の情報システムはない。1)要介護度の一次判定には、公平性と客観性を重視して全国標準のソフトウェアが用意されている。5)平成26年11月からインターネットを介して介護給付費の請求受領などができるようになったが、紙媒体、電子媒体での提出も可能である。
40,2,訪間看護は、担当医師からの指示書のもと、医療保険・介護保険の範囲内で行われる。そのため、指示があった医師へ訪間看護を行った報告書の作成、各月の医療保険・介護保険のレセプト請求のための書類作成などが発生する。また、薬剤師がかかわっていない患者には、訪問看護師が薬剤の管理も行っている場合がある。2)介護度判定は、介護保険被保険者から申請を受けた保険者 (市町村および特別区)が行うので、訪問看護システムには不要な機能である。
41,2,2)特定健診のデータを提出するファイルでは、受診者情報として、保険者番号、被保険者証の記号・番号、受診者の郵便番号、住所、氏名、性別、生年月日が使用されている。被保険者証の記号番号は世帯ごとにふられているので個人を特定できるとは限らず、全国共通の個人IDとはならない。共通の個人IDは、レセプトデータと健診情報の突合によるNDB(レセプト情報・特定健診等情報データベース)の活用に必要不可欠である。NDBの特定健診等情報には氏名は付与されていないが、①保険者番号、記号番号、生年月日、性別から生成したハッシュ値、および②氏名、生年月日、性別から生成したハッシュ値の2つが付与されている。このため、実質的には、全国共通のIDが用いられていることになる。
42,3,総合健診は健康保険の給付の対象にはならない。したがって、3)の診療報酬明細書の作成機能は不要である。ただし、総合健診を実施している施設では、二次検査、精密検査をあわせて実施しているところが多く、二次検査、精密検査は医療保険の給付の対象となるため、実際には診療報酬明細書作成機能を含んだシステムが使用されていることが多い。総合健診を行っている施設では、各種の画像検査が行われるためPACSは必須に近く、当日に結果説明をするため検体検査を内部で行っていることも多い。したがって、3)以外の機能は必須の機能といってよい。
43,1,遠隔医療システムを構築する際、暗号化通信を行うためには、1)VPNプロトコルを共通化する必要がある。2)情報端末や4)デイスプレイのような端末のハードウェアは共通化しなくても構築が可能である。3)電子カルテや5)医療画像保存参照システムが共通であるとシステムの構築は容易にはなるが、必ずしも共通である必要はない。
44,3.4,3)特定集中治療室管理料のなかに含まれるもので、遠隔モニタリングしたからといって特別な加算はできない。4)救急車による搬送中の行為は診療報酬では規定されていない。1)テレパソロジー(遠隔病理診断)による術中迅速細胞診に対する算定が規定されている。2)遠隔画像診断による画像診断の算定基準が規定されている。5)テレビ画像などを通した再診として再診料が規定されている。
45,2,1)電子お薬手帳のフォーマットは、JAHISが公開した「電子版お薬手帳データフォーマット仕様書」に準拠している。3)電子お薬手帳は基本的には調剤薬局が発行するものであり、すべての医療機関が導入しているわけではない。4)ビューワには、公的な団体が提供しているもの、民間企業が開発したものなど、様々なものがある。5)二次元バーコードを読み取るなどの方法で電子お薬手帳への処方薬の情報の登録が可能であり、電子処方せんの発行は必須ではない。
46,4,セキュリテイ確保の観点から、1)使用者の認証と2)データの保護は必須事項である。施設間の情報連携のためには医療情報データが相互に交換できる必要があるが、データ形式と用語・コードが共通化していないと交換できない。そのため、3)と5)は必須事項である。データベースの構造やシステムが異なっていても情報の交換は可能であり、4)は必須ではない。
47,1.5,医療用医薬品には、調剤包装単位(PTP包装シートなど)に製品を特定するバーコードが表示されている。これは、取り違えによる医療事故を防止するため、また製造・流通から患者への使用に至るトレーサビリテイを確保するために導入された。2)現在は、調剤包装単位および販売包装単位にはGS1データバーを表示することになり、JANコードは表示しないことになった。3)HOTコードは、既存の4つの汎用コード(薬価基準収載医薬品コード、個別医薬品(YJ)コード、レセプト電算処理用コード、JANコード)との対応表を持っているが、バーコード表示に使われるものではない。4)薬価基準収載医薬品コードのバーコード表示は義務づけられていない。
48,1,1)システム間のデータ交換に標準規格を導入すると、情報交換の正確性は向上し、診療情報連携の円滑化が図られる。しかし、地域連携パスそのものは、データ交換に標準規格を導入しなくても評価できる。2)システム間のデータ交換に標準規格が導入されれば、システム開発の負担は軽減される。3)標準規格が導入されれば、データ交換の定義の違いなどを整合させる必要がなくなり、診療情報の二次利用は効率化される。4)同様に診療情報連携は円滑化が図られる。5)また、異なるベンダ間での情報交換の正確性は向上すると考えられる。
49,3,"""3)ICNP(International Classification for Nursing Practice)は看護実践に関する国際分類であり、介護用語の国際分類ではない。1)JLACは、日本臨床検査医学会が作成した臨床検査項目分類コードである。現在は第10回改訂版(JLAC10)が使われている。この間、厚生労働省や保健医療福祉情報システムエ業会(JAHIS)など多くの団体が改訂作業に参画し、特定健診など多くの場面で採用されている。2)ICF(International Classincation of Functioning , Disability and Health)は、2001年に世界保健機関(WHO)総会において採択された、人間の生活機能と障害の分類法である。4)ICPC(International Classincation Of Primary Care)は、世界家庭医機構(the World Organization of National Colleges , Acadenlies and Acadernic Associations of General Practitioners//FamilyPhysicians:WONCA)が開発した、患者の愁訴(受診理由)から転帰に至るまでを包括するプライマリ・ケアの国際分類である。5)ICD-DA(Application Of the lnternational Classification of Diseasesto DentistryandSto―matology)は、歯科学および口腔科学の領域におけるICD-10を補助する分類で、「国際疾病分類歯科学および口腔科学への適用」と訳されている。"""
50,1,1)MFER(Medical waveform Format Encoding Rules)は心電図などの医用波形をデジタル化して記録する規格で、電子的に記述・管理することはできるが、波形に特化した規格で画像を扱うことはできない。2)ISO/TS 11073-92001 : 2007として登録されている。4)「保健医療情報 ― 医療波形フォーマット ― 第92001部 : 符号化規則」として採択されている。5)MFERは医用波形をデジタル処理することが前提の規格である。
51,3.4,3)ICD-9-CMは、ICD第9版をもとに作られた疾病と医療行為の分類である。4)Kコードは、診療報酬点数表の手術・処置の領域のコードである。1)ICD-Oは、ICDの腫瘍学(Oncology)分類である。2)ICD-10は、疾病および関連保健問題の国際統計分類(International Statistical Classification of Diseases and Related Health Problems)の第10版である。5)SNOMEDは、国際医療用語集(Systematized Nomenclature of Medicine)である。
52,4,4)看護実践用語標準マスターは、一般財団法人医療情報システム開発センター(MEDIS-DC)が提供している。1)NOC(看護成果分類、Nursing Outcomes Classification)は、看護介入の結果を表す用語。分類である。2)NIC(看護介入分類、Nursing Intervention Classification)は、看護介入内容を表す用語・分類である。3)NANDA(看護診断分類、North American Nursing Diagnosis Association)は、北米看護診断協会が開発した患者の問題を表す用語。分類である。5)疾患別看護用語セットは、MEDIS-DCが平成26年8月まで提供していた。
53,2,2)修飾語は修飾語マスターとして規定されている。請求病名は規定に従うことが求められており、フリーテキストを用いてはならない。1)標準歯科病名マスターが標準病名の一部として開発されている。3)局長通知の中で認められている。4)同義語辞書が用意されており、同義語にも同一の傷病名コードが割当てられている。5)レセプト電算処理用傷病名マスターは標準病名と病名の統一・コードの対応付けがされており、互換性が確保されている。
54,2.4,2)IHE(Integrating the Healthcare Enterprise)は、各種の機器接続テスト(コネクタソン)などを通じて、標準的な業務シナリオを提唱する活動を指しており、ワークフローの規格ではない。また、4)JLAC10は日本臨床検査医学会が制定した臨床検査コードのことで、画像検査に関連するものではない。1)CDA(Clinical Document Architecture)はHL7で開発された診療文書の規格であり、3)DICOMは医用画像交換のための標準規格、5)HL7は検査情報などの情報交換のための標準規格である。
55,1,HL7の名称はOSIの第7層に由来しており、v2.5(version2.5)ではEncoding rule 7に、そしてv3ではXML形式に基づいている。またHL7は、SS-MIXの標準化ストレージにも採用され、患者管理をはじめとして検査報告などの情報交換に使われている。1)HL7は放射線画像の伝送規格を定めてはいない。
56,2,厚生労働省の標準規格には、国内で使用実績のある規格が採用されている。臨床検査マスター、標準歯科病名マスター、JAHIS臨床検査データ交換規約、医療におけるデジタル画像と通信(DICOM)がそれにあたる。2)標準用法・用量マスターは、診療現場で一日量表示と一回量表示が混在していることなどの理由もあって、厚生労働省標準規格にまだ採用されていない。
57,3,病棟在庫の管理や物品材料マスターの標準化は、有効期限切れ医薬品の廃棄や同一薬剤の重複購入を減らせることから、支出を抑える意味で経営改善と関連する。また、病名漏れチェックや診療科別ベッド稼働率の見える化は増収が期待できる意味で経営改善と関連する。3)検査オーダ項目のセット化は、オーダ発行にかかる時間を短縮できるものの、経営改善に結びつくはどの効果は期待できない。
58,2,外来待ち時間は患者待遇と直接結びつくと考えられ、患者満足度調査の実施状況やその結果広報とあわせて、患者待遇の向上を評価する内容である。また、セカンドオピニオン外来を設置すると、通常の外来業務では聞き出しにくい内容を知ることができ、直接のあるいは間接の患者待遇向上を評価できる。2)毎月の退院患者数は、ベッドの稼働率と関与するが、患者待遇の向上を評価する指標ではない。
59,4,4)治験は、薬事法で未承認の医薬品あるいは医療機器に関して、安全性や有効性を確認するために行う臨床試験で、これらを第三者が客観的に確かめられるよう、二重盲検(ダブルブラインド)試験が採用されている。そこで、治験を実施する医療機関側の医師や治験協力者(治験コーディネータ)の他に、依頼する側(製薬企業など)のモニター(Clinical Research Associates : CRA)に、治験が科学的・倫理的に問題なく進められていることを確認する目的で、カルテなどの診療諸記録閲覧が認められている。
60,5,5)「どこでもMy病院構想」とは、「個人が自らの医療・健康情報を医療機関などから受け取り、それを自らが電子的に管理・活用することを可能とするもの」である。どの医療機関を受診しても同じ情報をもとに診療が行われることになるため、利便性や安全性が向上することが期待される。しかし、複数の医療機関をまとめて一つの医療機関と見なすわけではないので、各医療機関で医療を受けると、従前どおり、その都度費用が発生する。1)は「どこでもMy病院構想」の重要な部分であり、モデルケースの一種ともいえる。2)、3)は「どこでもMy病院構想」の要点、4)は「どこでもMy病院構想」の期待される効果のひとつである。
