2014II,解答,解説
17,3,糖尿病の慢性合併症には、脳血管障害、心筋梗塞、2)網膜症、1)腎症、5)末梢神経障害、4)下肢閉塞性動脈硬化症 (壊疸から下肢切断にいたることもある)がある。3)骨粗穣症は、骨量減少とその構造異常により骨強度が低下し、骨折が起こりやすくなっている状態で、更年期以降の女性に多く、主な原因は加齢や閉経後の女性におけるエストロゲン分泌量の減少である。
18,2,2)アドレナリン(エピネフリン)は副腎髄質から分泌される。1)コルチゾールと3)アルドステロンは副腎皮 質から分泌される。4)抗利尿ホルモンはバゾプレシンまたはバゾプレッシン、血圧上昇ホルモンなどとも呼ばれ、下垂体後葉から分泌される。5)性腺刺激ホルモンはゴナドトロピンとも呼ばれ、下垂体前葉から分泌される。
19,5,5)関節リウマチは、多発性関節炎を主症状とする原因不明の全身性疾患で、リウマトイド因子や抗CCP抗体などの自己抗体が高率に出現し、関節を標的とした自己免疫疾患と考えられている。
20,削除,
21,削除,
22,2.5,2)保健師助産師看護師法第42条第1項には「助産師が分娩の介助をしたときは、助産に関する事項を遅滞なく助産録に記載しなければならない。」と規定されているが、看護記録の記載義務は規定されていない。5)熱型表は、バイタルサインや尿量、食事量、排泄記録など、看護ケアによって得られる情報が数多く記載されているため、看護業務の重要な位置を占めている記録であるが、看護師固有の記録ではなく、すべての医療スタッフが記載し、利用する記録である。1)第5次医療法改正により、2007年から看護記録は診療記録の一部であると明記されたため、診療録開示の対象となった。3)チーム医療が推進されている今日、患者の問題を明確にとらえ、その問題解決を論理的に進めていくシステムとしてPOS(Problem Oriented System)が推奨されている。POSの経過記録は、問題ごとにSOAP形式で叙述 的に記載される。4)看護記録および診療情報の取り扱いに関する指針 (日本看護協会:2005年)には、「 【大原則】重大医療事故発生時には、記録方式を経時記録に変える。」と規定されている。
23,1,1)看護計画は、看護過程のアセスメントおよび診断を経た上で作成された、患者に対する看護ケアの計画を記載したものである。看護師が行うケアの予定を記載したものは、看護ワークシートである。
24,5,5)CA19-9は、膵がん、胆嚢がん、大腸がんの腫瘍マーカーである。その他の代表的な腫瘍マーカーには、CEA(大腸がん、肺がん、 胃がん、乳がん)、 αフェトプロテイン(肝細胞がん、肝芽腫、精巣がん)、 CA125(精巣がん)、CA15-3(乳がん)、 PSA(前立腺がん)がある。1)γ GTは肝・胆道系疾患の検査指標である。2)ASTは肝疾患の検査指標である。3)Pa02(動脈血酸素分圧)は呼吸器系異常(呼吸不全)の検査指標である。4)APTT(活性化部分トロンボプラスチン時間)は血液凝固機能の検査指標である。
25,4,4)女性は生理による出血などのため、ヘモグロビンの基準範囲は男性と比べて低めとなる。5)ヘモグロビンA1cは、血糖 (血中グルコース)により非酵素的に糖化されたヘモグロビンの割合(%)であり、基準範囲に男女差はない。1～3)も血中濃度に男女差はない。
26,2,2)C―反応性蛋 白 (CRP)は、感染症や組織の傷害・壊死に対する生体反応として炎症が生じたときに主に肝臓で生成される蛋白質で、半減期が短く、炎症の程度を反映して血中濃度が増減するため、炎症マーカーとして用いられる。炎症マーカーにはこの他に赤血球沈降速度や血清アミロイドA(SAA)などがある。1)CEAは、大腸がん、膵がん、胆道がんなどで増加する腫瘍マーカーである。3)アルブミンは、肝臓で生成される蛋白質で、血中蛋白質の約半分を占め、血液の浸透圧維持や種々の物質の吸着・運搬などを行っている。栄養状態の指標のひとつとしても用いられる。4)ビリルビンは、主にヘモグロビンの代謝産物として生成される黄色の色素で、肝臓から胆汁として排泄されるが、血中濃度が高まると黄疸を生じる。5)クレアチニンは、筋収縮のエネルギー源であるクレアチンリン酸の代謝産物で、腎糸球体濾過量 (GFR)低下により血中濃度が増加するため腎機能の評価に用いられる。
27,4.5,4)HBs抗原は、B型肝炎ウイルス(HBV)の表面抗原で、陽性時にはHBV感染を起こしていることを示す。5)HCV抗体は、C型肝炎ウイルス(HCV)に対する抗体で、 陽性の場合、現在または過去のHCV感染を示す。これらの患者の血液をはじめとする体液は感染性があると考えられ、針刺し事故などによる院内感染の原因となるため、梅毒検査(STS、 TPHA)などとともに入院時に検査されることが多い。1)血小板数は出血性素因、2)白血球数は感染症や血液疾患などの診断に用いられる検査である。3)抗核抗体は細胞の核内成分に対する自己抗体で、SLEなどの膠原病、 自己免疫疾患で陽性化する。
28,2,2)肝炎では、 肝細胞の壊死によりAST、ALTなどの細胞内にある酵素が血中に逸脱 (流出)し病勢を反映する。AST、 ALTは肝臓以外の臓器にも存在するが、ASTよりもALTの方が肝臓への特異性が高い。1)CKは心筋や骨格筋に存在する酵素で、心筋梗塞や筋疾患の診断のために測定される。3)アルカリフォスファターゼ(ALP)は肝疾患や骨疾患の診断に用いられる。4)アミラーゼは膵臓や唾液腺に存在する酵素で、膵炎などの診断に用いられるが、膀脱炎では変動しない。5)コリンエステラーゼは肝臓で産生される酵素で、肝機能の評価などに用いられる。
29,3,3)バセドウ病は自己抗体により甲状腺ホルモンの分泌が過剰(機能克進)となる疾患で、診断のためにホルモン(FT3、 FT4、 TSH)や自己抗体(TRAb)などの検査が行われるが、染色体検査は行われない。1)脳死の判定には脳波がフラット(無活動)になっていることの確認が必要である。2)腎のう胞の診断には腎臓の形態を調べる腹部超音波検査やCT検査が有用である。4)くも膜下出血は脳動脈瘤などから脳の外側のくも膜下腔に出血するもので、新鮮な血液はCTで白く描出されるため頭部 CT検査が有用である。5)肺気腫、慢性気管支炎などの慢性閉塞性肺疾患(COPD)は気流閉塞により呼吸困難が進行する病態で、診断にはスパイロメトリーによる閉塞性換気障害の確認が必要である。
30,3,3)MRI検査は、主として水素原子の核磁気共鳴現象によって放出されるラジオ波をコイルで受信して画像を作成するもので、放射線は用いない。1)CT検査(X線断層画像を撮影)、 2)注腸検査(大腸の造影X線検査)、 5)血管造影検査(カテーテルから血管内に造影剤を注入して血管の形状を撮影するX線検査)は、いずれも放射線 (X線)を用いる。4)核医学検査は放射性医薬品(RI)を投与し、体内のRIから放射される放射線 (γ 線)を用いる。
31,3,3)胃透視検査は飲用した造影剤(バリウム)をX線テレビで観察。撮影する検査である。1)PET検査は陽電子放出核種 (RI)を用いる核医学検査でX線は用いない。2)筋電図検査は骨格筋の電気的活動を測定する検査である。4)心エコー検査は心臓の超音波検査である。5)造影MRI検査は、MRI用の造影剤を用いて行うMRI検査(ラジオ波を受信して画像を作成)である。
32,3.5,3)血管造影検査は、カテーテル手技に熟練した医師が行うものである。5)負荷心筋シンチは、負荷量の設定や負荷終了の判断・不測の事態への対処を医師が行う必要があるため、医師の立会いが必要である。造影を伴わない1)CT検査、2)MRI検査は、医師の指示に従って診療放射線技師が実施する。4)心エコー検査は、医師の指示に従って臨床検査技師が実施する。
33,2.3,2)PET検査は肝障害とは無関係である。3)超音波検査は胎児から高齢者まで安全に検査でき年齢とは無関係である。1)MRI検査は高磁場環境で行うため、ベースメーカー装着者は条件付きMRI対応機種を除いて禁忌であり、確認が必須である。磁性体の器具・装置や入れ墨などについても確認が必要である。4)造影CT検査は造影剤が腎障害を増悪させるため、腎機能の確認が必須である。5)シンチグラフィは胎児の放射線障害防止の観点から妊娠の確認が必須である。
34,5,院外処方せんには、5)都道府県コードの記載欄はあるが、1)～ 4)の項目の記載欄はない。保険医、保険薬剤師などは、「保険医療機関及び保険医療養担当規則」様式第 2号(第23条関係)、またはそれに準じる様式の処方せんに必要な事項を記載することになっている。院外処方せんに記載する項目は、公費負担者番号・公費負担医療の受給者番号、保険者番号、被保険者証・被保険者手帳の記号・番号、患者の氏名・生年月日・性別・被保険者と被扶養者の区分、保険医療機関の所在地及び名称、電話番号、保険医氏名、印、都道童 県番号、点数表番号、医療機関コード、交付年月日、処方せんの使用期間、処方内容、備考 (保険医署名:変更不可の場合)、 調剤済年月日、保険薬局の所在地及び名称、保険薬剤師氏名、印、公費負担者番号、公費負担医療の受給者番号である。
35,4,4)虫垂炎では抗菌薬による保存的治療や手術による切除が行われるので、ステロイドは使用しない。1)胃がんは手術や内視鏡による切除が原則である。2)高 血圧では塩分制限が必要である。3)糖尿病はインスリン不足や感受性低下が原因で起こるので、経口糖尿病薬の投与やインスリン注射が行われる。5)C型肝炎では肝炎ウイルスに対するインターフェロン治療が行われる。
36,3,3)血液透析は、体外に導出した血液に対して、水・電解質バランスの是正や小分子代謝産物の除去を行って血液を浄化した後、再び身体に戻す治療法で、主に腎機能が低下した腎不全患者に対して行われる。1)肺炎には抗菌薬投与や酸素吸入、2)血友病には欠乏している凝固因子の補充療法、4)脳梗塞には血栓溶解療法や抗血栓療法、5)心不全には酸素吸入、補助循環装置の使用などとともに利尿薬、強心薬、血管拡張薬、 β遮断薬などの薬物療法が行われる。
37,3,チーム医療は、従来、医師が中心となって行ってきた医療を、医療従事者が対等の立場で連携して行い、患者中心の医療を実現しようとするものである。今日では、様々な場面でチーム医療が推進されており、1)緩和ケア、2)栄養管理、4)呼吸ケア、5)褥瘡ケアは、チーム医療の対象となっている。3)看 護管理は、「看護業務指針」(1995年)では、患者や家族に看護ケア、治療への助力、安楽を与えるために看護職員が行う仕事の過程であると定義されており、多職種によって行われるチーム医療の対象とはならない。
38,3,クリニカルバスは、患者がたどると考えられる臨床経過と、その過程で行われる臨床活動について、医師・看護師を中心に関係者間で合意を形成し、チャート化し、実行・評価するシステムであると定義されている。1)、 2)、 4)、 5)は、クリニカルパスを適用すれば得られる効果である。3)新規治療法はクリニカルパスの適用で開発できるものではない。
39,5,5)研究手法のマニュアル化は、根拠に基づいた医療 (EBM)の手順には含まれない。1)～ 4)EBMは、Step 1.問題の定式化、Step 2.情報の収集、Step 3.批判的吟味、Step 4.患者への適用の4つの手順によって行われる。なお、最後にStep l.からStep 4.までが正しく行われたかを評価する過程を加えて5つの手順とする場合もある。
40,5,診療ガイドライン(Clinical Practice Guideline)とは、エビデンスに基づいて「医療者と患者が特定の臨床状況での適切な決断を下せるよう支援する目的で、体系的な方法に則って作成された文章である。」(『 Minds診療ガイドライン作成の手引き2007』 Minds診療ガイドライン選定部会監修、医学書院)。「診療ガイドラインの目的」は、2)エビデンスの提供、3)施設間格差の解消、1)医療の質の向上、4)患者への情報提供とされている。5)専門家間の意見交換は、診療ガイドラインの目的ではない。
41,1,1)診療録は、医師法第 24条、歯科医師法第23条により病 院または診療所の管理者、および作成医師(歯科医師)に、さらに保険医療機関及び保険医療養担当規則第 9条により保険医療機関に「 (診療の)完結の日から5年間」の保存を義務づけている。2)～ 5)の診療に関する諸記録 (病 院日誌 ・各科診療日誌・処方せん・手術 記録・看 護記録・検査所見記録・X線写真・入院・外来患者数の記録・入院診療計画書)は、医療法施行規則第 20条10により2年間の保存が義務づけられている。また、保険医療機関及び保険医療養担当規則第 9条では、上記の診療に関する諸記録の保存期間は3年となっている。
42,2.4,同意書とは、手術や侵襲 的な検査を行うときに、事前にその内容、伴う危険、条件や制限などを理解・把握し、同意したことを書面で残すために作成される文書である。2)血液型不適合などの事故の危険を伴う輸血や4)侵襲的な血管造影検査を実施する場合は同意書が必要である。通常の診察のほか、1)処方や5)X線単純撮影、3)検体検査の際の採血の行為など、軽微な侵襲や危険にとどまる場合には通常、同意書は作成されない。
43,5,5)薬事法によって作成が義務づけられているわけではないが、2)患者自らが管理し、4)自分の生年月日や連絡先のほか、1)服用している薬の服用履歴や既往症、3)アレルギー歴、副作用歴など、医療 関係者に必要な情報を記載する手帳がお薬手帳である。医療側は患者がどのような薬をどのくらい使用しているのかを確認できる。また、複数の医療機関から処方された薬剤が記載されるため、薬物相互作用 (飲み合わせ)の管理もできる。【注】2014年11月25日に「薬事法」の名称が「医薬品、医療機器等の品質、有効性及び安全性の確保に関する法律(略 称 :医薬品医療機器等法、薬機法)に変更された。これにより、従来「特定生物 由来製品」と称していたものは、「指定再生医療等製品」と呼ぶことになった。
44,1.5,1)麻薬を施用したとき、または施用のため交付したときは、診療録に患者の氏名・住所・病名・主要症状、麻薬の品名・数量・施用または交付の年月日を記載しなければならない。5)特定生物由来製品は、使用した対象者の氏名、住所等を記録することが義務づけられている。なお、その記録は20年間保存することが義務づけられている。2)毒薬、3)劇薬、4)向精神薬の記録については、法律に定めはない。
45,4,4)中心極限定理として知られているもので正しい。1)不偏分散は母集団の分散の推定値で、標本分散が偏差の二 乗和をnで除すのに対し、n-1で除して求める。2)標準偏差は分散の正の平方根である。3)検査値分布は対数正規分布など正規分布とは異なる分布を示すことが多い。5)検査が陽性のときの疾患である確率 (陽性予測値)は、検査の感度、特異度および検査前確率 (疾患頻度など)からベイズの定理を用いて計算できる。
46,3,名義尺度は血液型や性別、血圧が上がった/下がったなど、標本をカテゴリに分類するために用いられるもので、数値が割り当てられても、平均や分散のような数値計算は意味がなく、順序付けもできないデータである。このため不偏分散の比を統計量とする1)F検定、変数の順序を利用する2)順位相関、4)符号付順位和検定、5)Wilcoxonの順位和検定は適用できず、3)符号検定のみが適用可能である。
47,3,3)疫学研究に関する倫理指針は、国民の健康の保持増進を図る上での疫学研究の重要性と学問の自由を踏まえつつ、個人の尊厳および人権の尊重、個人情報の保護その他の倫理的観点ならびに科学的観点から、疫学研究に携わるすべての関係者が遵守すべき項 目を国が定めたものである。1)医師法は医師の資格・業務について定めた法律である。2)プライバシーマーク制度は、日本工業規格「JIS Q 15001個人情報保護マネジメントシステムー要求事項」に適合している事業者などにプライバシーマークを付与して、その使用を認める制度である。4)医療情報システムの安全管理に関するガイドラインは、病院、診療所、薬局、助産所などにおける診療録などの電子保存に係る責任者が「医療・介護関係事業者における個人情報の適切な取扱いのためのガイドライン」に則った適切な取扱いができるように、厚生労働省が定めた指針である。5)情報セキュリティマネジメントシステム(ISMS)とは、企業などの組織が情報を適切に管理し、機密を守るための包括的な枠組みのことで、個別の問題毎の技術対策の他に、組織のマネジメントとして、 自らのリスクアセスメントにより必要なセキュリティレベルを決め、プランを持ち、資源を配分して、システムを運用する仕組みのことである。
48,5,5)「リスク曝露群と非曝露群の累積罹患率の比」で定義されるのは相対危険度である。1)感度は疾患に罹患している患者が検査陽性になる確率、3)特 異度は非患者が検査陰性になる確 率を表したものである。2)尤度はある仮説 (モデル)のもとで観察されたデータが生じる確率を表したもので、そのモデルがどの程度、尤もらしいかを意味している。4)オッズ比は、臨床疫学では、リスク曝露群と非曝露群の患者 (症例)、 非患者 (対照)の比(Odds)の比で、稀な疾患の症例対照研究で相対危険度の近似値として用いられる。
49,4,4)臨床試験の第I相試験では、医薬品の安全性を少数の健常成人で確認する。1)少数の患者を対象とするのは、第 Ⅱ相試験、2)多数の患者を対象とするのは第Ⅲ相試験である。3)少数の高齢者、5)多数の健常成人を対象とする臨床試験の定義はない。
50,4,4)GCPはGood Clinical Practice(医薬品の臨床試験の実施の基準に関する省令)の略である。1)CRCはClinical Research Coordinator(治験コーディネータまたは臨床試験コーディネータ:治験責任医師または治験分担医師のもとで治験に係る業務に協力する薬剤師などの専門職)の略、2)CRFはCase Report Form(症例報告書)の略、3)EDCはElectronic Data Cap_ture(データの電子的収集)の略、5)CDISCはClinical Data lnterchange Standards(1)onsortium(臨床データおよびメタデータの電子的な取扱いを支援する学際的非営利団体)の略である。
