2019JS,解答,解説
11,2,2)Javaはオブジェクト指向型プログラミング言語である。1)DOS(Disk Operating Systein)はテドイスク装置の管理機能を有するオペレーティングシステム(OS)の総称であり、代表 的なものにMS―DOSがある。3)UNIXは1969年、AT&Tベル研 究所で開発されたOSである。4)An―droidはGoogle社が開発したスマートフォンやタブレットなどのスマートデバイス向けのOSである。5)WindowsはMicrosoi社が開発したパーソナルコンピュータ向けのOSである。
12,3,3)ファームウェアは、ハードウェアの基本的な制御のために機器にあらかじめ組み込まれているソフトウェアであり、機器内のROMやフラッシュメモリに格納されている。1)シェアウェアは、ソフトウェアのライセンス形態の1つであり、一時的な使用は無料だが継続 的に使用する場合は代金を支払うものや、無期限で使用できるが機能が制限されるもの、などがある。2)ミドルウェアは、OSとアプリケーションソフトウェアの間に位置するソフトウェアで、データベース管理、ネットワーク管理、トランザクション処理といったアプリケーションが汎用的・共通的に使用する機能を提供するものである。4)デバイスドライバは、OSが周辺機器のハードウェアを制御するためのソフトウェアである。5)アプリケーションソフトウェアは、文書処理、表計算、画像処理、Webブラウザ、業務用ソフトウェアといった特定の用途のために作成されたソフトウェアである。
13,2,2)フローチャートは、作業の手順や問題解決の進め方を記号と線・ 矢印で表す。コンピュータの処理手順や制御の流れなどを表現するのに用いられる。1)ガントチャートは、横棒グラフで工程の進捗状況を表す。プロジェクト管理や生産管理に用いられる。3)クリテイカルパスは、プロジェクトの開始から終了に至る経路のうち作業時間の合計が最大となる経路である。4)レーダーチャートは、複数の項 目を正多角形の線グラフで表す。各項 目のバランスを見るときに用いられる。5)アローダイアグラムは、作業工程を丸と数字、矢印で表す。プロジェクトの日程計画を立てるのに用いられる。
14,5,スタックは後入れ先出し(LIFO:Last lnFirst Out)で処理する。すなわち、最後に格納したものから順に取り出す。「A→ B→ C」の順で入力されたデータは、5)C→ B→ Aの順で出力される。
15,4,動画コーデックとは、動画ファイル形式(コンテナ)の中の動画像データを圧縮/伸長する形式のことである。ディジタルハイビジョン対応の動画コーデックは4)H.264(MPEG4 AVC、MPEG-4 Part 10 Advanced Video Coding)である。1)MP3(MPEG Audio Layer-3)は音声データの圧縮方式である。2)JPEG(Joint Photographic Experts Group)は静止画像の圧縮方式である。3)H.263は動画の圧縮方式であり、テレビ電話に利用されている。5)MPEG-1(Moving Picture Experts Group phase 1)は動画の圧縮方式であり、ビデオCDに利用されている。
16,2,アナログーデジタル変換(A/D変換)では、アナログ情報を標本化―量子化一符号化の順に処理しデジタル情報に変換する。一定間隔 (時間)で区切り、区切ったところのデータを拾い上げる処理を2)標本化(サンプリング)という。5)量子化は、標本化で得られたデータを近似の離散的な値で表現する処理のことである。3)符号化は量子化で得られた値を一定の規則に従ったデータヘ変換することで、2進数(0と1で表現されるデータ)に変換する処理のことである。
17,3,関係データベースの操作で、2つの集合の要素 1つずつを取り出してすべての組み合わせ(対)を作る操作を3)直積という。1)積は、2つの集合の両方に属しているものを取り出す操作である。2)和は、2つの集合のどちらか一方、あるいは両方に属しているものを取り出す操作である。4)結合は、複数の表をまとめて1つの仮想的な表を作り出す操作である。5)選択は、表から条件に合う行を取り出す操作である。
18,4,"""「WHERE 検査日 = '120190207' AND 実施 = ""済""」で検査日が“2019/02/07""で実施“済み""の検査が選択される。「GROUP BY モダリティ」で選択された検査がモダリテイ毎にまとめられる。「SELECT モダリテイ , COUNT (オーダ番号)」で表示されるのが、“モダリティ''とまとめられ集計された“検査の件数""である。したがって、問題のSQL文は、 表 “画像検査記録 ""から2019年2月7日に実施された検査をモダリティ毎に数えている。"""
19,2,2)コミット(commit)とはデータベースの一連の操作がすべて成功した場合に、変更結果を確定する処理のことである。1)アボート(abort)とはトランザクションを中断することである。3)ロールバック(rollback)とはログに沿って処理を遡り、トランザクション開始前の状態に戻すことである。4)トランザクション(transactiOn)とはある目的を達成するための複数の処理をまとめたものである。5)フェイルオーバー (面10ver)とはシステム障害に関する用語であり、待機系を用意して障害発生時に自動的に待機系に切り替えることである。
20,5,5)ORDER BYは検索条件の指定に用い、指定した列を並べ替える。1)INは検索条件の指定に用い、複数候補からどれか1つ、あてはまる値を持つ行を抽出する。2)JOINはSQLのコマンドであリテーブルを結合させる。Outer ioinとInner ioinがある。3)LIKEは検索条件の指定に用い、検索文字列と一 致する値を持つ行を抽出する。4)GROUP BYは検索条件の指定に用い、指定した列でグループを作成する。
21,3,ルーティングはパケットに記述されたIPアドレスを用いて行う。これを行うのは3)ネットワーク層である。1)物 理層はビット単位での物理 的伝送を制御する。2)データリンク層はMAC(MediaAccess COntrol)アドレスを用いて伝送制御を行うが、1つのルータ配下の制御にとどまる。4)トランスポート層では相手方ホストは決まった状態であり、ポート番号を用いた制御が行われる。5)アプリケーション層では相手方アプリケーションが確定した状態の通信のみ行われる。
22,3,出題条件に合うプロトコルは3)TCP(Transmission Control Protocol)である。1)NTP(Network Time Probcol)は、時刻同期を行うサービス名である。2)PPP(Pointto Point Protocol)は、2点間で専用の伝送路を確立して相互に安定した通信を行うサービス名である。4)UDP(User Diagram Protocol)は、トランスポート層で用いられるがコネクションは確 立しない。5)UTP(Unshielded TwistedPair)は、物理層で用いられる通信用ケーブル構造の1つで、電磁ノイズを遮断するシールド加工を行っていない対撚り線のことである。
23,3,1Pアドレス表記の「/」の後は「ネットワークプレフィックス」と呼ばれ、サブネットマスクのビット数を表す。この場合23ビットなので、32ビットのアドレスの先頭から23ビットまでが1であり、24ビットロ以降が0となる。これを8ビット毎にまとめると、255.255.254.0(11111111■ 1111111.11111110Ю0000000)となるので、正解は3)である。
24,3,正解 3)以外の正しい組み合わせは以下の通りである。1)POP3 - 110　2)SMTP - 25　4)SMTPs - 465　5)IMAP4s - 993
25,2,アクセス先のWebサイトヘは、www.jami.jpと対応するIPアドレスが分からなければ接続できない。この名前からIPアドレス(またはその逆)を解決する仕組みが2)にあるDNS(Domain Name System)であり、端末が設定しているDNSサーバーが停止していると名前解決ができないため「IPアドレスが見つかりませんでした」とWebブラウザには表示される。なお、表示内容はWebブラウザにより異なることがあるが、3)の場合は「アクセスが拒否されました」や「アクセス権がありません」と表示される。また、4)は「500内部サーバーエラーです」、5)は「アクセスできません」や「サイトが停止しています」などのように表示される。いずれもエラーコード(404や500など)を付して表示されることもある。
26,5,VLAN(Virtual LAN)は、物理 配線の制約を受けずにネットワークを構成する技術である。元来、ネットワーク(サブネット、セグメント)は同一の配線と機器で区分されていたが、VLANにより離れた個所(建物、部屋など)を1つの物理配線と機器を共有して複数ネットワークを構成することができる。したがって、VLANを構成した場合は、5)1台のスイッチに複数のネットワーク(サブネット、セグメント)が割り当てられる、ことになる。1)VLANそのものには暗号化通信の仕様は含まれていない。2)物 理 的な分割の対比がVLANである。3)VLANにより信頼性は向上しない。4)はDHCPを指す。
27,5,無線LANを識別するためのIDはSSID(Service Set ldentiner)またはESSID(Extended SSID)と呼ばれる。ESSIDはSSIDを拡張したものであるが、ESSIDも含めてSSIDやネットワーク識別子と呼ばれることがある。1)CDMA(Code Division Multiple Access)は携帯電話の通信方式として広く使われており、同じ周波数帯で複数接続の通信を行うための技術である。2)MIME(Multipurpose lnternet Mail Extensions)は、電子メールで英数字以外のデータを扱うための仕様を指す。3)TKIP(Temporal Key lntegrity Protocol)は無線 LANで用いられる暗号化プロトコル、4)WPA2は無線LAN上での暗号化技術の発展形である。
28,4,4) MIMO (Multiple-Input and Multiple-Out-put : マイモ)は、送信と受信の双方で複数のアンテナを使って高速化を図る技術をいう。1)ATMは、固定長セル(53バイト)による非同期転送モードと呼ばれる通信方式、2)PoEはPower Over Ethernetの略でUTPケーブルによる電力供給を行う技術をいう。3)は間 27の通り。5)Wi-Fiは無線 LANに関する通信規格を満たした製品を認証するWi-Fi Allianceの登録商標であるが、無線 LANのことを指して使われるケースも多い。
29,3,PCからInternetへの経路は、「ルータD」 →「ルータB」 →「ルータA」となる。ルータは一般的に複数のネットワークインターフェースを持っており、それぞれの宛先のネットワークアドレスヘパケットを送る方向のインターフェース、つまり、ルータ自身がパケットを送り出すネットワークインターフェースが経路表に設定される。たとえば、ルータBの経路 表では、192.168.3.0/255.255.255.0のネットワークヘは“ルータBのネットワークインターフェースX''が、192.168.4.0/255.255.255.0のネットワークヘは“ルータBのネットワークインターフェースY''が設定される。ここで、0.0.0.0/0.0.0.0はルータのデフォルトルートを示しており、経路表に設定された192.168.3.0と192.168.4.0以外への通信についてはデフォルトルートに設定されたネットワークインターフェースに送り出される。したがって、経路表 ZへはルータBのネットワークインターフェース3)が設定されていることになる。
30,5,IEEE802.11nの通信規格上の最大速度は600Mbps、25%の実効速度は150Mbpsとなる。ここで、 通信速度の単位であるbpsは、bit per secondであり、600Mbyteのファイルは4800Mbit(1byte = 8bit)である。エラーや再送は無視できるため、ダウンロードに要する時間は、4800Mbit / 150Mbps=32(秒)となる。
31,2,2)完全性(Integrity)は、資産の正確さおよび完全さを保護する特性を表し、情報セキュリテイの3要素 (CIA)の1つである。CIAには、他にアクセスおよび使用が可能である特性を表す1)可用性(Availabmty)、 認可されていない個人やエンティテイまたはプロセスに対して情報を使用不可または非公開にする特性を表す3)機密性(Conndentiality)がある。4)信頼性(Relia皿け)は、意図した動作および結果に一致する特性を表し、CIAを含むJIS Q 27000:2014で定義される情報セキュリティの要素の1つである。5)正確性は、情報セキュリティの要素としては定義されていない。
32,2,2)ユーザー認証は、「機密性」の確保を実現する技術の一つで、情報資産へのアクセスを許可された者 (権限者)と許可されていない者 (無権限者)を明確に区別することが可能となる。1)負 荷分散は、並列に稼働している機器間で処理を最適な機器に振り分け負荷を分散させることであり、必要なときにいつでも正常なサービスを提供できる状態を維持する「可用性」の確保を実現する技術のひとつである。3)デジタル署名は、データの真正性を証明するために付加される短い暗号データのことで、「完全性」「責任追跡性」「否認 防止」の確保を実現する技術である。4)システムログは、OSが稼働中に発生した重要な出来事を時系列に記録したもので、「信頼性」「責任追跡性」を確保するための技術である。5)タイムスタンプは、信頼できる第三者機関との間で存在証明と非改ざん証明が可能となるしくみのことで、「真正性」や「否認防止」を確保する技術である。
33,2,2)リスク回避は、脅威発生の要因を停止あるいは別の方法に変更することで、その脅威からのリスクを消し去る方法である。1)リスク削減(低減)は、リスクを許容できるレベルまで下げる方策である。3)リスク分散は、リスクマネジメントプロセスにおけるリスク対応では定義されていない。4)リスク移転は、リスクを他社などに移すことであり、保険と外部委託の2つの方法がある。5)リスク保有は、保有リスクの影響力が小さく、許容範囲内として受容できる場合などに、リスクをそのままにしておくことである。
34,1,公開鍵基盤 (PKI)において、証明書の発行や管理を担う信頼のおける第三者にあたる(ア)は、認証局である。また、認証局は、利用者から問合せされる(イ)証明書の検証も担っている。
35,1,1)ISMS(情報セキュリテイマネジメントシステム)は、情報セキュリテイに特化したリスクマネジメントシステムのことである。2)NISC(内閣サイバーセキュリテイセンター)は、国の機関における情報セキュリテイを所管する組織で、2015年に内閣官房に設置された。3)CSIRT(Colnputer Security lnci―dent Response Team)は、コンピュータやネットワーク上で問題が起きていないかどうかを監視するとともに、問題が発生した場合にはその原因の解析や影響範囲の調査などを行う組織のことである。4)情報セキュリテイ監査は、情報セキュリテイ対策を第三者的立場で、情報資産に対する機密性、完全性、可用性の確保を目的としたチェックを行う。5)情報セキュリティポリシーは、リスクに関係する組織全体の意識統一とセキュリテイ対策基準の明確化を目的に作成する情報セキュリテイ対策の基本的な考え方や対策基準をまとめた文書である。
36,2,ハイブリッド暗号化方式(Hybrid Encryption Method)は、共通鍵暗号方式と公開鍵暗号方式の短所を補完し合うように2つの暗号化方式を組み合わせた方式である。メッセージの暗号化と復号処理は共通鍵暗号方式を使い、共通鍵の配送に公開鍵暗号方式を利用する。したがって、送信者は(ア)公開鍵を用いて共通鍵を暗号化し、受信者は(イ)秘密鍵を用いて共通鍵を復号する。
37,1,1)標的型攻撃は、特定の対象 (個人、組織 )を標的として行う攻撃手法で、代表的なものが業務上の連絡と誤解させるウイルス付きメールなどの標的型攻撃メールである。2)ブルートフォース攻撃は、パスワード認証に対して総あたりで認証を試みる攻撃である。3)バッファオーバフロー攻撃は、短時間の大量データ送信で受信バッファを溢れさせ、動作不 良の誘発を試みる攻撃である。4)SQLインジェクション攻撃は、データベースアプリケーションにSQLを含む文字列を入力してデータベースの不正操作を試みる攻撃である。5)クロスサイトスクリプティング攻撃は、Webサイトの入カフォームにHTMLタグやスクリプトを含む文字列を入力し不正操作を試みる攻撃方法である。
38,3,1)ボットは、簡単な指示に対してある程度自律的に動作するソフトウェアである。2)アドウェアは、使用時に広告が表示されるソフトウェアである。4)スパイウェアは、コンピュータ内のデータの窃取や操作の窃視を試みるマルウェアである。5)ランサムウェアは、コンピュータ内のデータを暗号化などで使用不能にし、データ復元の対価を要求するマルウェアである。
39,4,2)VPN(Virtual Private Network)は、暗号化通信によリネットワーク上に仮想的に専用通信回線を構築する仕組みである。3)ルータは、IPアドレスによる通信経路制御に用いるネットワーク中継機器である。5)ファイアウォールは、たとえば送信元や送信先のIPアドレス、ポート番号によって通信の制御や監視を行うなど、通過させてはいけない通信を阻止する仕組みである。
40,4,4)WPA2(Wi-Fi Protected Access 2)は、無線LANの業界団体Wi-Fi Allianceによる無線 LANのセキュリテイプロトコルの認証プログラムである。1)PGP(Pretty Good Privacy)は、公開鍵暗号方式を用いた暗号化や電子署名に使用する暗―ゲソフトウェアである。2)CHAP(Chalenge Handshake Authentication Protocol)は、リモートアクセスの際に用いられるユーザーやネットワークホストの認証における通信手順の仕様である。3)LDAP(Lightweight Directory Access Protocol)は、ユーザーやコンピュータの情報を管理するディレクトリサービスヘのアクセスについての通信手順の仕様である。5)CSIRT(Computer Security lncident ResponseTeam)は、組織内の情報システムセキュリティに関するインシデントに対応するための体制のことである。
41,4,SSL/TLSは、OSI参照モデルのトランスポート層におけるセキュリテイ対策としての暗号化通信手順の仕様であり、公開鍵暗号方式を用いた暗号化通信による通信内容の漏洩防止と改ざん検出、および電子証明書による身元保証を実現する。すなわち暗号化通信と電子証明書の仕組みであり、4)が正解である。1)～ 3)、 5)に示される通信の高速化、破損データの修復、不正プログラム検出は想定されていない。
42,5,リバースエンジエアリングは、通常の製品開発とは逆に、製品の動作・挙動の観察や製品の分解などによる製品の構造の詳細な分析によって、対象製品の動作原理、設計、機能要素の構成、使用されている技術、製造方法などを明らかにすることである。すなわち製品技術の解明を目的としており、5)が正解である。1)～ 4)に示される製品の改良、改造、復元、再利用は通常のソフトウェア開発でも行われることである。
43,3,3)WBS (Work Breakdown Structure)は、作業工程ごとの作業内容を細分化し階層構造として詳細に可視化したものである。1)DFD(Data Flow Diagram)は、情報システムにおけるデータ処理の過程を流れ図として可視化したものである。2)UML(Unined Modeling Language)は、オブジェクト指向開発でのシステムの概念モデルの表現方法を共通仕様としてまとめたものである。4)E-R図は、データ構造を様々なentity(実体)の関係として表現する方法である。5)ネットワーク図は、プロジェクト管理で各工程の依存関係から工数と工期の関係を可視化する表現方法である。
44,2,2)ボリュームライセンスは購入したライセンス数を担保するものである。1)登録したユーザーのみが利用できるのはユーザー固定ライセンスである。3)契約した組織内で無制限に利用できるのはサイトライセンスである。4)登 録したコンピュータのみで利用できるのはマシン固定ライセンスである。5)ボリュームライセンスは購入ライセンス数を担保するものであり、ボリュームという用語は使われているが、容量という概念は含まれていない。
45,5,クリティカルパスとは作業所要時間の合計が最大となる作業プロセスをいう。選択肢のパスの各所要時間を計算する。1)2+5+6=13、2)2+6+4=12、3)4+7+4=15、4)2+2+7+4=15、 5)2+5+5+4=16となり、最も作業所要時間の大きな5)がクリテイカルパスである。
46,5,5)コールドスタンバイは本番系が正常に稼働している間は待機系の電源を切った状態にしておく耐障害設計である。1)ミラーリングは同一のデータを複数のハードデイスクに記録するものでRAID lの冗長化方式である。2)フェールセーフはシステム障害が発生した場合、安全性を確保するために被害を最小限にとどめるように制御する。またはそのようにする設計方法である。3)クラスタリングは同じ構成のコンピュータを複数接続し、全体として1台のコンピュータのように稼働することである。4)デュアルシステムはシステムを同じ構成で二重化したシステムで、処理結果を相互参照することにより1つのシステムとして稼働する。
47,4,情報システムの組織的安全管理対策には大きく2つあり、想定するリスクが起こらないようにする「リスク管理」と危機発生後の被害を最小限に留める「危機管理」である。これらの具体的対策の1つに4)事業継続計画 (BCP)の策定がある。1)防犯カメラの設置および3)サーバー室の耐震工事は物理的安全対策である。2)ユーザー教育は人的安全対策である。5)遠 隔地バックアップシステムの構築は技術的安全管理対策である。
48,4,4)VDI(Virtual Desktop lniastructure)はサーバー上の仮想化ソフトを使って複数の仮想マシンを起動し、端末から遠隔で仮想マシンのデスクトップに接続して使用する仕組みである。1)RDP(Remote Desktop Protocol)はリモートデスクトップのサービスが起動しているコンピュータのデスクトップを遠隔の端末に送るプロトコルである。2)TSS(Time Sharing System)は時分割システムのことで、1台のコンピュータのCPU時間を細かく切り分けることで複数のユーザーがあたかも同時に使えるようにする技術である。3)VDA(Virtual Desktop Access)はVDI環境で利用する場合の使用許諾に関するものである。5)VDT(Visual Display Terminal)はパソコンの画面などの画像表 示端末のことである。
49,5,5)SaaS(Sotware as a Service)はPaaS上にアプリケーションなどのソフトウェアをサービスとして提供するクラウドサービスモデルである。1)BaaS(Backend as a Service)はスマートフォン向けの開発環境を提供するクラウドサービスである。2)DaaS(Desktop as a Service)はリモートデスクトップ環境を提供するクラウドサービスである。3)IaaS(Infrastructure asa Service)はCPUやメモリなどハードウェア環境をサービスとして提供するクラウドサービスモデルである。4)PaaS(Platおrm as a Ser―vice)はIaaSの上にミドルウェアやOSを提供するクラウドサービスモデルである。
50,4,4)データマイエングはデータをマイエング(mining、採掘)することを意味する。大量のデータを解析することによりまだ知られていない規則や関係を抽出することである。1)SDN(Soiware― Denned Networking)はVLANなどの仮想ネットワークをソフトウェアで動的に展開、管理などを行う概念である。2)OLAP(OnLine Analytical Processing)はBI(Business lntelligence)ツールの1つで、組織経営上の意思決定ためのデータ処理に迅速に対応するものである。3)ビッグデータ(Bigdata)は巨大なデータ(またはデータ群)のことを一般的に指す。5)データウェアハウス(DataWareHouse、 DWH)はデータの分析を目的に集められたものを指す。
