2017JS,解答,解説
25,1,1)NAT(Network Address Translation)はプライベートIPアドレスをグローバルIPアドレスに変換する技術である。2)ポートアドレス変換はPATと呼ばれ、NATと組み合わせたNAPT(Network Address Port Translation)において動的に行われることが多い。3)ネットワーク設定の自動化は、 DHCP(Dynarnic HOst COnnguration Protocol)と呼ばれるプロトコルによりIPアドレスなどが自動的に端末PCに割り当てられる。4)仮想プライベートネットワークはVPNと呼ばれる。5)ドメイン名とIPアドレスを分散管理するのはDNS(Domain Name System)である。
26,1,サブネットマスクが255.255.255.128のとき、IPアドレスの上位25ビットがネットワーク部を表し、下位7ビットがホスト部を表す。7ビットのホスト部は2進数で0000001から1111110の範囲にある(0000000と1111111はシステムで予約されている)。つまリホスト部は10進数で1から126の範囲になくてはならない。ホスト部がこの範囲にある端末はA(100)とC(50)のみで、B(130)とD(140)はその範囲を超えている。したがってルータを介してAとCの端末のみが通信可能である。
27,4,ルータなどの通信経路を動的に制御するプロトコルである。1)ARP(Address Resolution PrOtOc01)はIPアドレスからMACアドレスを求めるのに利用するプロトコルである。2)NTP(Network Time Protocol)はネットワークを介してタイムサーバーに問い合わせをして時刻同期を行うプロトコルである。3)PPP(Point to Point Protocol)は電話回線などを用いて2点間で通信を行うプロトコルである。5)SNMP(Simple Network Management Protocol)はネットワーク機器などの監視と制御を行うためのプロトコルである。
28,1,1)「404 Not Found」はWebブラウザでサーバーに接続して情報を表示するとき、該当するベージが存在しないとき表示される。2)DNSサーバーの停止の場合、「DNSサーバーが応答しません」とメッセージが表示されることがあるか、宛先のホストが見つからずに接続されない。3)サーバーの内部処理の不正によリメッセージはさまざまである。4)アクセス権がない場合、「403 Forbidden」が表示される。5)サーバー側がリクエストに応えられない場合、「500 Internal Server Error」を表示する。
29,4,4)Bluetoothは通信に周波数が2.4GHz帯の電波を利用する。1)～ 2)Bluetoothの通信には赤外線や青色可視光を用いないが、 赤外線を用いた通信にIrDA(Infrared Data Association)がある。3)利用に免許は必要ない。5)シリアルインターフェースは1本の信号線 (有線)でデータを1ビットずつ送受信するインターフェースであり、電波を利用した無線通信のBluetoothは該当しない。
30,2,2)VLAN(Virtual LAN)は物 理 的な接続とは異なる仮想的なネットワークのことである。1)VDI(Virtual Desktop lnfrastructure)はPCのデスクトップ環境をサーバー上に仮想化し、サーバーからデスクトップ画面の配信を受ける仕組みである。3)VOD(Video On Demand)は動画を見たいときに要求に応じて配信する仕組みである。4)WebDAV(Distributed AuthOring and Versioning protocol for the WWW)はWebサーバー上のファイルなどを管理できるようにWWWでファイル転送に使われるHTTPを拡張したプロトコルである。5)WLAN(Wireless Local Area Network)はいわゆる無線 LANのことである。
31,3,個人の識別時に用いられる認証は、①生体情報(身体的特徴)による認証、②知識情報による認証、③所有情報(所有物)による認証、に分類される(認証の3要素)。 2要素認証は3要素のうち異なる2つの認証を組み合わせた認証方式である。3)ICカードは所有情報による認証であり、パスワードは知識情報による認証である。この2つによる認証は2要素認証である。1)体重や性別では個人を特定できないので、認証には用いられない。2)虹彩による認証と静脈による認証、4)指を替えての指紋認証、5)2つのパスワードでの認証は、いずれも同一要素による認証であり2要素認証ではない。
32,4,リスク対応には、4)リスクの分析は含まれない。リスク対応の種類としては、1)リスクの移転 (リスクが発生した場合の影響を契約や保険などによって第三者に負わせる)、 2)リスクの回避 (リスクの発生の原因を取り除く)、 3)リスクの低減(リスクの発生確率を下げる、影響を低減する)、 5)リスクの保有(リスクをそのまま受け入れて、リスク発生まで何もしない)が定義される。
33,3,情報セキュリティ対策は、情報資産を取り扱う上でのルールの作成および遵守徹底などを行う組織的対策、ユーザーに対する教育・訓練の実施などを行う人的対策、災害や人的破壊などから機器・装置などを物理的な方法で守る物理的対策、情報技術を用いてシステムの破損を防ぐ技術的対策がある。3)利用ユーザー向けの研修は、人的安全対策である。1)情報システムを外部委託管理しても、物理的安全対策にはならない。2)利用ユーザーの棚卸しは不正アクセスを防止するための技術的安全対策である。4)サーバー室の入退室管理は物理的安全対策である。5)医療情報システム運用管理規程の制定は組織的安全対策である。
34,5,5)ランサムウェアは感染したPCをロックしたりデータを暗号化してアクセス制限した後、元に戻すことと引き換えに「身代金」を要求したりする不正プログラムである。1)ボットは、外部からPCを操ることを目的として作成された不正プログラムである。2)アドウェアは、本来は広告を目的としてさまざまな動作をするプログラムを指す。希望しない不要な広告ページを強制的に表示したり、ユーザーの予期しない動作をしたりすることがある。3)キーロガーは、キーボードからの入力情報を記録するためのプログラムである。バックグラウンドで動作しユーザーが気付かないうちにキーボードからの入力情報をログに記録したり、外部に送信したりする。4)スパイウェアは、ユーザーが閲覧したホームページの履歴や実行した操作の内容、個人情報や入力履歴などの情報を外部に送信する不正プログラムである。
35,1,情報セキュリテイの3要素 CIAとは機密性(Conndentiality)、完全性(Integrity)、可用性(Availability)の3つである。したがって、正解は1)である。これらに3)真正性(Authenticity)、 4)信頼性(Reliability)、 5)責任追跡性(Accountability)、否認防止(non-repudiation)を加えて拡張したものを情報セキュリテイの特性として扱うこともある。
36,5,5)SSL/TLSとは、インターネット上で情報を暗号化して送受信するためのプロトコルで、データの盗聴、改ざん、なりすましを防ぎ、機密情報を安全に送受信できるようにする。1)DESとは、IBM社が開発し、1977年に米国で標準となった共通鍵暗号方式の代表的なアルゴリズムである。2)OTP(One-Time Password)とは、一度しか使えないパスワードのことで、利用するたびにパスワードが変更されるため、パスワードの盗用などによる不正なアクセスがしにくくなり、安全性を高めることができる。3)UDP(User Datagrain Protocol)とは、インターネットでデータ転送に使われるプロトコルで、信頼性よりも速度を重視する音声や動画のストリーミング配信などで用いられる。4)VPN(Virtual Private Network)とは、カプセル化によるトンネリング、暗号化、認証といったセキュリティ技術を利用して設けられた仮想専用回線のことで、公衆回線をあたかも専用回線のように利用できる。
37,2,デジタル署名とは、電子文書の正当性を保証するための暗号化された署名情報のことで、文書の作成者が本人であることと、通信経路で文書が改ざんされていないことを証明する公開鍵暗号方式に基づいた方法である。したがって、検知できるのは2)改ざんである。
38,4,4)共通鍵暗号方式は、同じ鍵 (共通鍵)を用いて暗号化・復号を行うため、鍵の文字列を短くでき、暗号化アルゴリズムも単純化できるため、暗号化、復号の処理時間が短くて済むという利点があるが、通信相手ごとに異なる共通鍵を用意する必要があるため、違う相手と頻繁に通信するには不適であり、共通鍵の管理も面倒であることが欠点である。1)、 2)、 5)は公開鍵暗号方式の特徴である。3)はそもそも意味をなさず、公開鍵暗号方式であれば、送信者は受信者の公開鍵で暗号化し、受信者は自分の秘密鍵で復号する。
39,4,4)DNS(Domain Name System)キャッシュポイズニングとは、ドメイン情報を管理するDNSサーバーになりすまし、不正なドメイン情報をキャッシュ(一時保存した情報)させることである。これによリユーザーは不正なドメインに誘導され、個人情報の漏洩やメールの盗聴、改ざんの危険性がある。1)DDoS(Distributed Denial of Service)とは、外部ネットワークからメールやファイルを大量に送りつけ、情報システムに負荷をかけ、サービスを停止させる行為で、分散したコンピュータを利用して攻撃をかけるため、おおもとの攻撃者がわからず、すべての攻撃から守ることは困難である。2)DDNS(Dynamic Domain Name System)とは、固定IPアドレスがなくても、特定のドメイン名を利用できるサービスで、接続時に異なるIPアドレスが割り当てられてもホスト名とIPアドレスの対応を動的に更新してくれるため、常に同じドメイン名を利用できる。3)SQLインジェクションとは、SQL対応のデータベースと連動したWebサイトに送るリクエスト文にSQLの命令を挿入することにより、データベースの改ざんや不正に情報を入手する攻撃をいう。5)クロスサイトスクリプティングとは、Webサイトの脆弱性を利用して、入カフォームなどから悪意あるスクリプトを挿入して、該当ページを閲覧したブラウザ上でそのスクリプトを実行させる手法のことである。最近ではその脆弱性そのものを指すことが多い。
40,5,5)WPA2とは、無線 LANの通信の暗号化方式の規格で、セキュリテイが最も強固な最新の暗号化規格で盗聴防止効果がある。1)CHAP(Challenge-Handshake Authentication Protocol)とは、PPP(Point-to-Point Protocol)などで利用される認証方式で、パスワードを暗号化して送るので伝送路上での盗み見、漏洩の防止に効果がある。2)LDAP(Lightweight Directory Access Protocol)とは、インターネットなどのTCP/1Pネットワークで、ディレクトリサービスにアクセスするためのプロトコルである。ディレクトリサービスとはネットワーク利用者のメールアドレスや資源に関する情報をサーバー上のデータベースで一元管理する仕組みである。3)SSIDとは、無線アクセスポイントを識別するための個別の名前であり、SSIDごとの接続制限や、SSID名を知っている人しか接続できないようにする非通知モード(ステルスモード)などでセキュリティを確保することができる。4)Wi-Fiとは、無線 LANの規格のひとつで、Wi-Fi Allianceという機関が承認した、異なるメーカーの無線LAN機器の相互接続性を保証したものである。
41,1,1)IDS(Intrusion Detection System)は「侵入検知システム」と呼ばれ、ネットワーク上を流れるパケットやホスト上のログ、ファイルなどを監視し、不正なアクセスを検知して警告するシステムである。2)IKE(Internet Key Exchange)は「インターネット鍵交換」と呼ばれ、IPsecによる暗号化通信を行うのに先立って、暗号鍵の交換・共有を安全に行うためのプロトコルである。3)UPS(Uninterruptible Power Supply)|ま「無停電電源装置」と呼ばれ、停電等で電源供給が絶たれた際に、バッテリなどによリー定時間、電源を供給する装 置のことである。4)WAF(Web Application Firewall)は「Webアプリケーションファイアウォール」と呼ばれ、Webアプリケーションの脆弱性を悪用した攻撃からWebアプリケーションを保護する装置・アプリケーションのことである。5)WEP(Wired Equivalent Privacy)は、初期に登場した無線LAN通信を暗号化する方式のひとつである。複数の脆弱性が指摘されているため、現在、WEPの使用は推奨されていない。
42,5,ウォータフォールモデルは、要求分析によるシステム要件の決定(要件定義)→システムの設計→製造→テスト→運用、の順に一連の開発を一方向に一度だけ進めるものである。設計工程は、ユーザーに提供する機能・操作性を設計する「外部設計」→ソフトウェアの方式を設計する「内部設計」→プログラムの詳細な動作を設計する「プログラム設計」の順に進むため、5)が正解である。
43,5,ネットワーク図におけるクリティカルパスは、開始ノードから終了ノードヘ至る経路の中で最も時間を要する経路のことである。各経路に要する時間は経路の各ノード間の時間を合計すればよく、設間の各経路の時間は1)6+5+4+5で20、 2)3+4+4+5で16、 3)3+4+2+8で17、 4)6+3+2+8で19、 5)6+7+8で21となる。したがって、所要時間が最大である5)がクリテイカルパスとなる。
44,1,1)E-R図(Entity-Relationship Diagram)は、データを、実体(エンティティ)、 関連 (リレーションシップ)、属性(アトリビュート)の3つでモデル化したERモデルを図示したものである。2)作業の手順を示す図としては、UMLのアクティビティ図がある。3)状態変化の状況を表す図には、状態遷移図(STD : State Transition Diagram)がある。4)データの処理プロセスを表す図には、データフロー図(DFD : Data Flow Diagram)がある。5)データと処理の組み合わせは「オブジェクト」と呼ばれ、オブジェクト指向による設計 開発では「クラス」と称される。このクラスを図示するものとしてはUMLのクラス図がある。
45,5,信頼性評価指数(RASIS)とは、信頼性(Reliablty)、可用性(Availability)、保守性または保全性(Serviceability)、完全性(Integrity)、安全性(Security)の5項目の頭文字をとったもので、5)保守性が正解である。1)機密性は、情報セキュリティの3要素(CIA)のひとつである。2)見読性、3)真正性、4)保存性は、厚生労働省の1999年4月の3局長通知に基づいて定められた、法的に保存義務のある文書などを電子保存する際の3基準である。
46,5,5)フェールオーバーは、システム障害発生時に、待機系に自動的に切り替える手法である。1)フェールセーフは、システム障害発生時に、安全性を確保するために被害を最小限にとどめることである。2)フェールソフトは、システム障害発生時に、必要最小限の機能でシステムを稼働させることである。3)フォールバックは、縮退運転ともいい、システム障害発生時に、障害箇所を切り離し、システムの機能や処理能力を下げてでも稼働を続けることである。4)フールプルーフは、ヒューマンエラーを防止するために、万一誤った操作をしても障害が起きないように、あるいはそもそも誤った操作をさせないようにすることである。
47,5,"システム稼働率は障害時の修理時間や保守時のシステム停IL時間を除いた、システムが正常に稼働している時間の割合である。したがって、この場合は稼働時間 2,000時間に対して修理時間の合計が2時間であるので、(2,000-2)/2,000× 100が稼働率であり、正解は5)である。"
48,4,4)Learning Management System(学習管理システム)の略である。1)Contents Management System(コンテンツ管理システム)の略である。Webコンテンツを管理する仕組みである。2)Cascading Style Sheetの略である。Webのページを作成する際に用いる、文書の表現方式にかかわる機能のひとつである。3)IT用語として、この略語を用いる規格やシステム名はない。5)IT用語としてはLinear Tape-Openの略である。大量のデータを長期保管するために適した磁気テープ記憶装置の規格である。
49,1,1)Infrastructureなので、提供するのはハードウェア環境である。2)アプリケーション機能を提供するのはSaaS(Soiware as a Service)である。3)モバイル向け開発環境を提供するのはBaaS(Backend as a Service)である。4)OSとミドルウェアの機能を提供するのはPaaS(Platform as a Service)である。5)リモートデスクトップ環境を提供するのはDaaS(Desktop as a Service)である。
50,4,4)OnLine Analytical Processingの略であり、ビジネスインテリジェンス(BI)ツールのひとつである。1)Data Warehouseの略である。業務系システムで生み出されたデータを集約して蓄積し分析するためのシステムである。2)Electronic Data Captureの略である。医療情報システムのひとつである治験管理システムの略称として用いられる。3)Integrated Drive Electronicsの略である。コンピュータとハードディスクを接続するための代表 的なパラレルインターフェースである。5)Relational DataBaseの略である。関係モデルに基づいたデータベースシステムである。
